epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.641069656252861,0.5373900881260634,0.6521587399244309,0.6862097671031951,0.5959295447468758,0.6410696559250355,0.6862097671031951,0.5357712991237641,0.4707626481503248,0.6040175281018019,0.5373900881260634,0.6040175281018019,Reid + low-T 2D AE,2,normalized_delta,96
2,0.36300004786252976,0.3550785941965878,0.3429137909412384,0.3190751060545444,0.40692498749494554,0.36300004677474496,0.40692498749494554,0.35437275272235275,0.3854801500439644,0.3246770383492112,0.3550785941965878,0.3854801500439644,Reid + low-T 2D AE,2,normalized_delta,96
3,0.3167620871663094,0.3335528382882476,0.2931105771064758,0.26181367963552477,0.3717104941010475,0.3167620868682861,0.3717104941010475,0.33290268711186943,0.3641632384583354,0.3029424381181598,0.3335528382882476,0.3641632384583354,Reid + low-T 2D AE,2,normalized_delta,96
4,0.2919435487985611,0.2969006830230355,0.26802025705575944,0.23311316302418708,0.35077393424510955,0.29194354863464833,0.35077393424510955,0.29670865096896887,0.34061360837519167,0.25318775767087937,0.2969006830230355,0.34061360837519167,Reid + low-T 2D AE,2,normalized_delta,96
5,0.21950283294916154,0.21768974200449884,0.19675330618023873,0.15206159305572509,0.28694407176971437,0.21950283241271973,0.28694407176971437,0.2179768594186753,0.276951804433018,0.1584276795759797,0.21768974200449884,0.276951804433018,Reid + low-T 2D AE,2,normalized_delta,96
6,0.18322540125250816,0.2105845424393192,0.16334011057019235,0.12312593302130699,0.24332486921548843,0.18322540111839772,0.24332486921548843,0.21102142508048563,0.2765811997745186,0.14458788510411977,0.21058454243931918,0.2765811997745186,Reid + low-T 2D AE,2,normalized_delta,96
7,0.17346132254600524,0.2101017035022378,0.1543376335054636,0.11584287068247795,0.2310797748565674,0.17346132276952267,0.2310797748565674,0.21059675030224026,0.2823952149581164,0.1378081920463592,0.2101017035022378,0.2823952149581164,Reid + low-T 2D AE,2,normalized_delta,96
8,0.1670206181704998,0.2071809642324224,0.14848851266503335,0.11198410078883171,0.22205713488161563,0.16702061783522368,0.22205713488161563,0.20770448133163155,0.27711315592750907,0.13724877253733575,0.2071809642324224,0.27711315592750907,Reid + low-T 2D AE,2,normalized_delta,96
9,0.1636777446269989,0.21477104370761663,0.14557501694560052,0.11021586944162845,0.21713961991667746,0.16367774467915297,0.21713961991667746,0.21536489808931947,0.2935005128718913,0.13604157454334198,0.21477104370761663,0.2935005128718913,Reid + low-T 2D AE,2,normalized_delta,96
10,0.16033030265569687,0.21314566359482706,0.14295190781354905,0.1083097565472126,0.21235084787011146,0.16033030220866204,0.21235084787011146,0.21372964949905873,0.29239746335707606,0.13389386383257806,0.21314566359482706,0.29239746335707606,Reid + low-T 2D AE,2,normalized_delta,96
11,0.15763575214147568,0.2281236602794379,0.1406891160905361,0.10727800510823726,0.20799349799752234,0.1576357515528798,0.20799349799752234,0.22886458504199983,0.31843397333286705,0.13781334722600877,0.22812366027943792,0.31843397333286705,Reid + low-T 2D AE,2,normalized_delta,96
12,0.15499270874261856,0.22119174787402154,0.13853179843723773,0.10602908769249916,0.2039563295096159,0.15499270860105752,0.2039563295096159,0.2218311916803941,0.30705887123569847,0.1353246245123446,0.22119174787402152,0.30705887123569847,Reid + low-T 2D AE,2,normalized_delta,96
13,0.15261717957258225,0.2292204299243167,0.13684601514041425,0.10532180850207806,0.19991255143284797,0.15261717996746302,0.19991255143284797,0.23003942253068088,0.322645724741742,0.1357951351068914,0.2292204299243167,0.322645724741742,Reid + low-T 2D AE,2,normalized_delta,96
14,0.15120519948005676,0.22750446464587004,0.135636511772871,0.10466541410982609,0.1977449856251478,0.15120519986748696,0.1977449856251478,0.22830212983675302,0.31530312859453263,0.13970580069720745,0.22750446464587004,0.31530312859453263,Reid + low-T 2D AE,2,normalized_delta,96
