split,source,sim_idx,frame,z0,z1,z2,z3
train,reid,0,0,-0.13515862822532654,-0.4589471220970154,-1.930550456047058,-1.4192067384719849
train,reid,0,10,-0.5566068887710571,-0.9612941145896912,-1.8967844247817993,-1.825578212738037
train,reid,0,20,-1.022591471672058,-1.5002018213272095,-1.913189172744751,-2.2856476306915283
train,reid,0,30,-1.5050758123397827,-2.063901662826538,-1.9359874725341797,-2.7670881748199463
train,reid,0,40,-2.0030713081359863,-2.6515026092529297,-1.9663249254226685,-3.2694766521453857
train,reid,0,50,-2.51753568649292,-3.2639970779418945,-2.0063164234161377,-3.794455051422119
train,reid,0,60,-3.0489025115966797,-3.9020028114318848,-2.0573604106903076,-4.343019008636475
train,reid,0,70,-3.598196268081665,-4.5663886070251465,-2.1219027042388916,-4.916896820068359
train,reid,0,80,-4.166836738586426,-5.258507251739502,-2.2027018070220947,-5.518333435058594
train,reid,0,90,-4.756331920623779,-5.979207992553711,-2.3038508892059326,-6.149825572967529
train,reid,0,100,-5.367830276489258,-6.729482650756836,-2.4281692504882812,-6.813355445861816
train,reid,1,0,-0.009385175071656704,-0.13994458317756653,-2.2724552154541016,-1.3242473602294922
train,reid,1,10,-0.4883301258087158,-0.6771314740180969,-2.330350399017334,-1.8041942119598389
train,reid,1,20,-1.0091842412948608,-1.2547835111618042,-2.424487829208374,-2.3337838649749756
train,reid,1,30,-1.548602819442749,-1.8678758144378662,-2.507181167602539,-2.8845882415771484
train,reid,1,40,-2.1038224697113037,-2.5145316123962402,-2.5772199630737305,-3.454172372817993
train,reid,1,50,-2.6725361347198486,-3.19185733795166,-2.636267900466919,-4.040762901306152
train,reid,1,60,-3.2520816326141357,-3.896121025085449,-2.6864616870880127,-4.6421918869018555
train,reid,1,70,-3.839721918106079,-4.62318754196167,-2.7301127910614014,-5.256114959716797
train,reid,1,80,-4.432530879974365,-5.368514060974121,-2.7694947719573975,-5.879892349243164
train,reid,1,90,-5.027537822723389,-6.127538204193115,-2.8064451217651367,-6.510695934295654
train,reid,1,100,-5.622487545013428,-6.895952224731445,-2.843876361846924,-7.146492004394531
train,reid,2,0,0.04884171485900879,-0.24724949896335602,-1.8535231351852417,-1.2816749811172485
train,reid,2,10,-0.19079181551933289,-0.6707376837730408,-1.5292072296142578,-1.475346326828003
train,reid,2,20,-0.4313677251338959,-1.1055951118469238,-1.1961801052093506,-1.6721608638763428
train,reid,2,30,-0.6750728487968445,-1.5536949634552002,-0.855588436126709,-1.874306321144104
train,reid,2,40,-0.9219105839729309,-2.014475107192993,-0.5084758400917053,-2.081867218017578
train,reid,2,50,-1.1718069314956665,-2.487443447113037,-0.1555563360452652,-2.2948169708251953
train,reid,2,60,-1.4237456321716309,-2.9713752269744873,0.20336444675922394,-2.512071371078491
train,reid,2,70,-1.6779767274856567,-3.465823173522949,0.5669505596160889,-2.7339742183685303
train,reid,2,80,-1.9339879751205444,-3.9696238040924072,0.9343645572662354,-2.960028648376465
train,reid,2,90,-2.1915087699890137,-4.481851100921631,1.3046879768371582,-3.189986228942871
train,reid,2,100,-2.4493608474731445,-5.001349925994873,1.6786143779754639,-3.422555923461914
train,reid,3,0,0.3651718199253082,0.08741994202136993,-1.7265548706054688,-0.9462853670120239
train,reid,3,10,0.11856970936059952,-0.35759568214416504,-1.3778483867645264,-1.144870400428772
train,reid,3,20,-0.12867379188537598,-0.814847469329834,-1.0176695585250854,-1.3459287881851196
train,reid,3,30,-0.3799646496772766,-1.2877755165100098,-0.6471937894821167,-1.552931785583496
train,reid,3,40,-0.635685384273529,-1.7760872840881348,-0.2680172622203827,-1.7664443254470825
train,reid,3,50,-0.8954656720161438,-2.2794179916381836,0.12000828981399536,-1.986083745956421
train,reid,3,60,-1.1591355800628662,-2.796962022781372,0.5156557559967041,-2.2118096351623535
train,reid,3,70,-1.4263249635696411,-3.3278799057006836,0.9181917309761047,-2.443311929702759
train,reid,3,80,-1.6965793371200562,-3.8713788986206055,1.327215313911438,-2.680152654647827
train,reid,3,90,-1.9697153568267822,-4.426448822021484,1.7412571907043457,-2.9222660064697266
train,reid,3,100,-2.2455034255981445,-4.992147922515869,2.159224510192871,-3.16947078704834
train,reid,4,0,-0.07549857348203659,-0.45552611351013184,-1.7782424688339233,-1.3553099632263184
train,reid,4,10,-0.4512488543987274,-0.9417849183082581,-1.6736184358596802,-1.7115440368652344
train,reid,4,20,-0.8374159932136536,-1.4437018632888794,-1.5721396207809448,-2.0809364318847656
train,reid,4,30,-1.2250216007232666,-1.9558959007263184,-1.4620710611343384,-2.453137159347534
train,reid,4,40,-1.6131198406219482,-2.476897716522217,-1.343992829322815,-2.8272411823272705
train,reid,4,50,-2.0011579990386963,-3.006002187728882,-1.217911720275879,-3.20267653465271
train,reid,4,60,-2.388770341873169,-3.5425631999969482,-1.0841103792190552,-3.579073429107666
train,reid,4,70,-2.7757349014282227,-4.085771083831787,-0.9436594247817993,-3.956313371658325
train,reid,4,80,-3.1614041328430176,-4.634836196899414,-0.7963817119598389,-4.333682537078857
train,reid,4,90,-3.545414924621582,-5.188899517059326,-0.643015444278717,-4.710864543914795
train,reid,4,100,-3.9274778366088867,-5.74711275100708,-0.48434698581695557,-5.087590217590332
train,reid,5,0,-0.19612643122673035,-0.620650053024292,-1.733611822128296,-1.4495447874069214
train,reid,5,10,-0.6709414720535278,-1.1559743881225586,-1.7758715152740479,-1.9200780391693115
train,reid,5,20,-1.1791234016418457,-1.71600341796875,-1.8659781217575073,-2.433084487915039
train,reid,5,30,-1.6936982870101929,-2.2926759719848633,-1.952973484992981,-2.9560091495513916
train,reid,5,40,-2.215023994445801,-2.8887670040130615,-2.0322916507720947,-3.48876690864563
train,reid,5,50,-2.7427847385406494,-3.5063953399658203,-2.099367141723633,-4.0306782722473145
train,reid,5,60,-3.2756710052490234,-4.146553993225098,-2.149358034133911,-4.580012321472168
train,reid,5,70,-3.8118507862091064,-4.809627532958984,-2.177215814590454,-5.134453296661377
train,reid,5,80,-4.349570274353027,-5.495796203613281,-2.1787917613983154,-5.691924095153809
train,reid,5,90,-4.886106967926025,-6.203954696655273,-2.1497321128845215,-6.249255657196045
train,reid,5,100,-5.418552875518799,-6.932754039764404,-2.0857183933258057,-6.803086280822754
train,reid,6,0,-0.18959754705429077,-0.5296999216079712,-1.913600206375122,-1.4688609838485718
train,reid,6,10,-0.6243295669555664,-1.0481984615325928,-1.8919777870178223,-1.8933796882629395
train,reid,6,20,-1.0815353393554688,-1.5924479961395264,-1.8857831954956055,-2.3452038764953613
train,reid,6,30,-1.5464563369750977,-2.156074047088623,-1.8717026710510254,-2.807128667831421
train,reid,6,40,-2.0190749168395996,-2.740579605102539,-1.8480075597763062,-3.279301881790161
train,reid,6,50,-2.498310089111328,-3.345916271209717,-1.8131089210510254,-3.760721445083618
train,reid,6,60,-2.9832682609558105,-3.971491813659668,-1.7670869827270508,-4.250767707824707
train,reid,6,70,-3.472660541534424,-4.616296768188477,-1.7097269296646118,-4.748353004455566
train,reid,6,80,-3.9645957946777344,-5.278075218200684,-1.6415071487426758,-5.251765727996826
train,reid,6,90,-4.457602024078369,-5.954928398132324,-1.5632364749908447,-5.759758472442627
train,reid,6,100,-4.949445724487305,-6.643588542938232,-1.4762423038482666,-6.270270824432373
train,reid,7,0,-0.17611326277256012,-0.4185224771499634,-2.123302459716797,-1.4800333976745605
train,reid,7,10,-0.5722794532775879,-0.9051603078842163,-2.0584654808044434,-1.8577003479003906
train,reid,7,20,-0.9822041392326355,-1.4038753509521484,-2.0139565467834473,-2.254099130630493
