split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,1.1114349490526364e-06,0.0,,1.281349739201687e-06
train,lj_noisy,5,False,5,5,5,8.803927585177007e-07,9.486441570061288e-08,-8.136546814965161,1.0846126713204284e-06
train,lj_noisy,10,False,5,5,5,7.067607100452733e-07,3.9631250956517763e-07,-0.7268856930240097,9.604389958894899e-07
train,lj_noisy,25,False,5,5,5,6.505781868781924e-07,2.6223908207612114e-06,0.7614628758443187,1.1391720590836485e-06
train,lj_noisy,50,False,5,5,5,1.8558468354967772e-06,1.09006710772519e-05,0.830420155415996,3.0282453963081934e-06
train,lj_noisy,75,False,5,5,5,4.600697411660803e-06,2.5082033971557394e-05,0.8152081739709338,6.663496787950862e-06
train,lj_noisy,100,False,5,5,5,8.8989012510865e-06,4.512062150752172e-05,0.8002595733982958,1.1537836689967662e-05
train,lj_noisy,125,False,5,5,5,1.4164741332933773e-05,7.115652042557485e-05,0.7977858520209579,1.6882242198335008e-05
train,lj_noisy,149,False,5,5,5,2.022289754677331e-05,0.00010185747232753784,0.7991415808361895,2.2645424542133698e-05
train,lj_noisy,175,False,5,5,5,2.9256780180730857e-05,0.00014140228158794345,0.7925277087385256,3.125565890513826e-05
train,lj_noisy,199,False,5,5,5,4.117399257665966e-05,0.00018346654542256147,0.7764507051316121,4.272529185982421e-05
validation,lj_noisy,0,False,20,20,20,1.2018861582419048e-06,0.0,,1.5238449165622114e-06
validation,lj_noisy,5,False,20,20,20,9.66847532168913e-07,9.562797735895856e-08,-8.968476070964046,1.3318974346532285e-06
validation,lj_noisy,10,False,20,20,20,7.856891041768677e-07,4.023101709549337e-07,-0.9020315376967118,1.1984176238044597e-06
validation,lj_noisy,25,False,20,20,20,7.117715007609604e-07,2.700515562992223e-06,0.7460139777419169,1.3207934642878173e-06
validation,lj_noisy,50,False,20,20,20,1.8429841531997227e-06,1.1352922138030408e-05,0.8409486707556733,2.9758627022147264e-06
validation,lj_noisy,75,False,20,20,20,4.364227709174884e-06,2.626361301736324e-05,0.8362818637452616,6.051724017197557e-06
validation,lj_noisy,100,False,20,20,20,8.39023855405685e-06,4.754355759359896e-05,0.8250656293243498,1.0297572953277267e-05
validation,lj_noisy,125,False,20,20,20,1.3865080427422072e-05,7.53616273868829e-05,0.8176580606128597,1.5723634442110777e-05
validation,lj_noisy,149,False,20,20,20,2.077934500448464e-05,0.00010829863385879435,0.810522233972874,2.261062768411648e-05
validation,lj_noisy,175,False,20,20,20,3.144532547594281e-05,0.00015109891755855643,0.7953394193136509,3.327709064251394e-05
validation,lj_noisy,199,False,20,20,20,4.5501891054300356e-05,0.00019709730695467443,0.7733052687639486,4.73676844194415e-05
