source,coordinate,n,pearson,spearman
depablo_low_temp,z0_0,20,-0.5024469221935994,-0.5804511278195488
depablo_low_temp,z0_1,20,-0.11214327445337072,0.02857142857142857
depablo_low_temp,pc1,20,-0.030326778938621877,-0.16842105263157892
depablo_mixed_temp,z0_0,20,-0.6753575571847973,-0.5969924812030075
depablo_mixed_temp,z0_1,20,-0.03021415280790286,0.05714285714285714
depablo_mixed_temp,pc1,20,-0.14490409612633526,-0.11729323308270674
reid,z0_0,20,-0.19744039206682434,-0.09624060150375939
reid,z0_1,20,0.3379909733221718,0.27669172932330827
reid,pc1,20,-0.3577667665667861,-0.3037593984962406
