split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only
train,lj_noisy,178,0,6.997127570684825e-07,0.0,,1.4444610769714927e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,5,5.013404233977781e-07,8.898146575120336e-08,-4.634211789672594,1.2408557950038812e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,10,4.089588685474155e-07,3.5017228583456017e-07,-0.16787902724154824,1.131031922341208e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,25,5.745729936279531e-07,2.1434675545606297e-06,0.7319422949018093,1.3607324262920883e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,50,2.0717459392471937e-06,8.785852514847647e-06,0.7641952291202194,3.3147312024084385e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,75,4.984772203897592e-06,2.023533670580946e-05,0.753660031638293,7.139544322853908e-06,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,100,9.039418728207238e-06,3.592209759517573e-05,0.7483604985967964,1.2559930837596767e-05,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,125,1.4199506040313281e-05,5.6316977861570194e-05,0.747864559152724,1.8379776520305313e-05,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,149,1.892148247861769e-05,8.071761840255931e-05,0.765584232375992,2.293763100169599e-05,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,175,2.3628219423699193e-05,0.00011241415631957352,0.7898109971440932,2.7506190235726535e-05,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,199,2.8027074222336523e-05,0.00014669761003460735,0.808946620086553,3.262756217736751e-05,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,0,1.0859871508728247e-06,0.0,,6.092880084906938e-07,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,5,8.47628712108417e-07,9.910389309197853e-08,-7.552930522333073,4.2770199115693686e-07,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,10,6.78706214785052e-07,4.1158244812322664e-07,-0.649016419140034,3.3925311981874984e-07,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,25,6.762386988157232e-07,2.667711441972642e-06,0.7465098030558817,5.616548719444836e-07,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,50,2.1006562747061253e-06,1.0994632248184644e-05,0.808938013815517,2.146201495634159e-06,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,75,5.384868927649222e-06,2.538395165174734e-05,0.787863253069246,5.4634724619972985e-06,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,100,1.0850515536731109e-05,4.609454845194705e-05,0.7646030625933428,1.0960464351228438e-05,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,125,1.690293356659822e-05,7.323205500142649e-05,0.7691866824402378,1.7182084775413387e-05,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,149,2.318599035788793e-05,0.00010478922195034102,0.7787368784083956,2.3726697691017762e-05,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,175,3.1851621315581724e-05,0.00014562370779458433,0.7812744792866325,3.268009822932072e-05,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,199,4.294596874387935e-05,0.00019014337158296257,0.7741390173827788,4.3838066630996764e-05,42,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,0,8.904936521503259e-07,0.0,,2.066019987978507e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,5,7.017075063231459e-07,9.799599354209931e-08,-6.160573416929445,1.8900207123806467e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,10,6.093814590713009e-07,4.02869886784174e-07,-0.5126011624635514,1.8184919099439867e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,25,8.221180678447126e-07,2.6836687538889237e-06,0.6936588889171305,2.2277840798778925e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,50,2.0365628188301343e-06,1.129412430600496e-05,0.8196794400653695,4.231911134411348e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,75,3.941151589970104e-06,2.5744931917870417e-05,0.8469154394137504,7.1183740146807395e-06,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,100,6.796930847485783e-06,4.618121238308959e-05,0.8528204328829043,1.0644508620316628e-05,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,125,1.001236159936525e-05,7.250723137985915e-05,0.8619122340099934,1.4570205166819505e-05,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,149,1.3399124327406753e-05,0.0001034081433317624,0.8704248631133567,1.8794131392496638e-05,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,175,1.760349186952226e-05,0.00014329282566905022,0.877150221671395,2.4549857698730193e-05,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,42,199,2.2278118194662966e-05,0.00018602452473714948,0.8802409616358827,3.190103598171845e-05,102,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,0,1.3235719507065369e-06,0.0,,7.142692197703582e-07,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,5,1.0866976936085848e-06,1.047859115033134e-07,-9.370646950704081,4.4325201997708064e-07,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,10,9.086044201467303e-07,4.6877312342985533e-07,-0.9382604819550602,2.711543061195698e-07,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,25,9.305467187914473e-07,3.25413498103444e-06,0.7140417578819547,3.8751196029807033e-07,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,50,2.2303470359474886e-06,1.3549693903769366e-05,0.8353950242870777,1.783414290912333e-06,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,75,4.784973043570062e-06,3.12767515424639e-05,0.8470118280322818,4.594195161189418e-06,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,100,8.68786264618393e-06,5.606986815109849e-05,0.8450529146462114,8.829920261632651e-06,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,125,1.4433274373004679e-05,8.798276394372806e-05,0.8359533876176486,1.4712171832798049e-05,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,149,2.2298991098068655e-05,0.00012481326120905578,0.8213411709456178,2.235744977951981e-05,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,175,3.399737397558056e-05,0.0001706574548734352,0.8007858842100156,3.3492651709821075e-05,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,102,199,4.867898678639904e-05,0.00021850221673958004,0.7772151353301067,4.701987199950963e-05,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,0,7.111707418516744e-07,0.0,,4.570678129312e-07,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,5,4.791086780642217e-07,8.34548146144698e-08,-4.740935142897694,2.8354634196148254e-07,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,10,3.3887124573084293e-07,3.481648036540719e-07,0.02669298511995144,1.898387296250803e-07,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,25,4.248596781053493e-07,2.3629713723494206e-06,0.8202010895786156,3.1216566753755615e-07,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,50,1.6265441900031874e-06,9.879052413452882e-06,0.8353542301498241,1.4771687801840017e-06,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,75,3.990274763054913e-06,2.2769198039895855e-05,0.8247511943080643,3.950781319872476e-06,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,100,7.981678209034726e-06,4.133538095629774e-05,0.8069044478512624,8.086430170806125e-06,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,125,1.400603105139453e-05,6.574357394129038e-05,0.7869596948912141,1.4327110875456128e-05,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,149,2.246354051749222e-05,9.555911674397066e-05,0.7649251972715668,2.3040276573738083e-05,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,175,3.524236672092229e-05,0.0001350232632830739,0.7389904090302033,3.598160401452333e-05,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,99,199,4.8808382416609675e-05,0.0001759650040185079,0.7226244917911289,4.937429548590444e-05,178,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,0,7.51333971038548e-07,0.0,,1.216726218444819e-06,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,5,5.296971608004242e-07,9.055690952664008e-08,-4.849329041475268,9.963879392671515e-07,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,10,4.005316327493347e-07,3.651525162240432e-07,-0.0968886012100878,8.794230552666704e-07,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,25,4.2816881773433124e-07,2.382581669735373e-06,0.8202920709190687,9.316854061580671e-07,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,50,1.4707801483382354e-06,1.0002500857808627e-05,0.8529587580899786,2.15700288208609e-06,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,75,3.779554390348494e-06,2.3497006623074412e-05,0.8391474092433155,4.792699655808974e-06,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,100,8.312298632517923e-06,4.446260936674662e-05,0.8130496893703533,9.50012599787442e-06,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,125,1.5158655514824204e-05,7.343651668634266e-05,0.7935815014270233,1.6350102669093758e-05,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,149,2.1683366867364384e-05,0.00010652769560692832,0.7964532439772953,2.2886943042976782e-05,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,175,2.9535831345128827e-05,0.00015080551384016871,0.8041462106191131,3.0486837204080075e-05,79,1,1,same_source_cyclic_next_latent,False
