split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5,z6,z7
train,depablo_mixed_temp,0,0,0.3473183512687683,0.09560463577508926,-1.0888869762420654,0.43775051832199097,-0.43291452527046204,-0.19523626565933228,-0.055806711316108704,0.729634702205658
train,depablo_mixed_temp,0,10,0.49467918276786804,0.07825819402933121,-1.4330439567565918,0.5858771800994873,-0.6741660237312317,-0.3349417448043823,-0.059654295444488525,0.8745254278182983
train,depablo_mixed_temp,0,20,0.527039647102356,0.0404956229031086,-1.4781252145767212,0.6131541132926941,-0.7219112515449524,-0.3860282897949219,-0.029001910239458084,0.8980386257171631
train,depablo_mixed_temp,0,30,0.663966178894043,0.06040380895137787,-1.8299996852874756,0.757634162902832,-0.9462326169013977,-0.49215489625930786,-0.06317687034606934,1.0502570867538452
train,depablo_mixed_temp,0,40,0.7539390325546265,0.023390574380755424,-2.0177865028381348,0.8459373712539673,-1.0889090299606323,-0.5916640162467957,-0.04253152757883072,1.137912392616272
train,depablo_mixed_temp,0,50,0.9417294263839722,-0.029330743476748466,-2.435685396194458,1.030983805656433,-1.3923715353012085,-0.7892086505889893,-0.01729479245841503,1.3164924383163452
train,depablo_mixed_temp,0,60,0.9697180390357971,0.008733234368264675,-2.533376932144165,1.0662399530410767,-1.4411752223968506,-0.7889487147331238,-0.05376791954040527,1.3589465618133545
train,depablo_mixed_temp,0,70,1.0704094171524048,-0.049060285091400146,-2.732269287109375,1.1611270904541016,-1.6004652976989746,-0.9135711193084717,-0.009706631302833557,1.4485551118850708
train,depablo_mixed_temp,0,80,1.1227269172668457,0.0066142906434834,-2.9042410850524902,1.224612832069397,-1.6855382919311523,-0.920673131942749,-0.07280037552118301,1.525409460067749
train,depablo_mixed_temp,0,90,1.3227829933166504,-0.07464373856782913,-3.3263278007507324,1.4179061651229858,-2.0100011825561523,-1.1481841802597046,-0.01763044483959675,1.7081116437911987
train,depablo_mixed_temp,0,100,1.4918923377990723,-0.12788155674934387,-3.696146011352539,1.5838147401809692,-2.2849957942962646,-1.33368718624115,0.024929173290729523,1.8651585578918457
train,depablo_mixed_temp,1,0,0.3983703553676605,-0.14239893853664398,-0.9956350326538086,0.42970120906829834,-0.5145538449287415,-0.3551284372806549,0.138685405254364,0.6389174461364746
train,depablo_mixed_temp,1,10,0.7649887800216675,-0.414806604385376,-1.6678096055984497,0.7604458332061768,-1.103928804397583,-0.8581962585449219,0.3674388527870178,0.9165847897529602
train,depablo_mixed_temp,1,20,0.5919411182403564,-0.19028322398662567,-1.4225090742111206,0.6236406564712524,-0.8229458332061768,-0.561195969581604,0.1806529462337494,0.8220770359039307
