epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9814034319825863,0.7073641526512802,0.9675096031670508,0.9814034319825863,0.9814034319825863,0.9814034319825863,0.7134460665693041,0.7073641526512802,0.7073641526512802,0.7073641526512802,depablo_mixed_temp,8,normalized_delta,128
2,0.878845221313991,0.7068062556209043,0.8659819397487138,0.878845221313991,0.878845221313991,0.878845221313991,0.7128360091592185,0.7068062556209043,0.7068062556209043,0.7068062556209043,depablo_mixed_temp,8,normalized_delta,128
3,0.8744718515951383,0.7072932088631205,0.8617304429804024,0.8744718515951383,0.8744718515951383,0.8744718515951383,0.7133361686137505,0.7072932088631205,0.7072932088631205,0.7072932088631205,depablo_mixed_temp,8,normalized_delta,128
4,0.8717134504333923,0.7069954958278686,0.8590183420008735,0.8717134504333923,0.8717134504333923,0.8717134504333923,0.7130771306110546,0.7069954958278686,0.7069954958278686,0.7069954958278686,depablo_mixed_temp,8,normalized_delta,128
5,0.8682901170692946,0.706386272853706,0.8556146333876409,0.8682901170692946,0.8682901170692946,0.8682901170692946,0.7125582724111155,0.706386272853706,0.706386272853706,0.706386272853706,depablo_mixed_temp,8,normalized_delta,128
6,0.8629406918428446,0.7069366163341329,0.850259322712296,0.8629406918428446,0.8629406918428446,0.8629406918428446,0.7134233494289219,0.7069366163341329,0.7069366163341329,0.7069366163341329,depablo_mixed_temp,8,normalized_delta,128
7,0.8553598165119949,0.6988322634715587,0.8426098536307874,0.8553598165119949,0.8553598165119949,0.8553598165119949,0.7057847837568261,0.6988322634715587,0.6988322634715587,0.6988322634715587,depablo_mixed_temp,8,normalized_delta,128
8,0.8430701319324343,0.6660408552852459,0.830121861123725,0.8430701319324343,0.8430701319324343,0.8430701319324343,0.6728700748062693,0.6660408552852459,0.6660408552852459,0.6660408552852459,depablo_mixed_temp,8,normalized_delta,128
9,0.8304509736009335,0.6521509859594516,0.8172877725605902,0.8304509736009335,0.8304509736009335,0.8304509736009335,0.6589525833842345,0.6521509859594516,0.6521509859594516,0.6521509859594516,depablo_mixed_temp,8,normalized_delta,128
10,0.8262847202977067,0.6490948797436431,0.8128786178011643,0.8262847202977067,0.8262847202977067,0.8262847202977067,0.6560753268422559,0.6490948797436431,0.6490948797436431,0.6490948797436431,depablo_mixed_temp,8,normalized_delta,128
11,0.8214799201214,0.6490776381688192,0.8081574428630502,0.8214799201214,0.8214799201214,0.8214799201214,0.6560084072407335,0.6490776381688192,0.6490776381688192,0.6490776381688192,depablo_mixed_temp,8,normalized_delta,128
12,0.8191039837112553,0.6454544647713192,0.8057392416619941,0.8191039837112553,0.8191039837112553,0.8191039837112553,0.6522956049302593,0.6454544647713192,0.6454544647713192,0.6454544647713192,depablo_mixed_temp,8,normalized_delta,128
13,0.816726769997101,0.6424187563243322,0.803394002271326,0.816726769997101,0.816726769997101,0.816726769997101,0.6490900608478114,0.6424187563243322,0.6424187563243322,0.6424187563243322,depablo_mixed_temp,8,normalized_delta,128
14,0.8146485402199782,0.6416024694626685,0.8013386674029263,0.8146485402199782,0.8146485402199782,0.8146485402199782,0.6482154094555881,0.6416024694626685,0.6416024694626685,0.6416024694626685,depablo_mixed_temp,8,normalized_delta,128
15,0.813457905716802,0.640175238775555,0.8001164031852233,0.813457905716802,0.813457905716802,0.813457905716802,0.646726126287831,0.640175238775555,0.640175238775555,0.640175238775555,depablo_mixed_temp,8,normalized_delta,128
16,0.8116694628800216,0.6393539500422776,0.7983403002941295,0.8116694628800216,0.8116694628800216,0.8116694628800216,0.6458773179037962,0.6393539500422776,0.6393539500422776,0.6393539500422776,depablo_mixed_temp,8,normalized_delta,128
17,0.8103389033361486,0.6381679052428808,0.7969970683910345,0.8103389033361486,0.8103389033361486,0.8103389033361486,0.6446499293961097,0.6381679052428808,0.6381679052428808,0.6381679052428808,depablo_mixed_temp,8,normalized_delta,128
18,0.8086169387753073,0.6369353139889427,0.7952818862309582,0.8086169387753073,0.8086169387753073,0.8086169387753073,0.6434004529437516,0.6369353139889427,0.6369353139889427,0.6369353139889427,depablo_mixed_temp,8,normalized_delta,128
19,0.8069482206219906,0.6355770576628856,0.793620732740352,0.8069482206219906,0.8069482206219906,0.8069482206219906,0.6420226058107801,0.6355770576628856,0.6355770576628856,0.6355770576628856,depablo_mixed_temp,8,normalized_delta,128
20,0.8052845820588501,0.6341175922716502,0.7919610570920141,0.8052845820588501,0.8052845820588501,0.8052845820588501,0.6405454762279987,0.6341175922716502,0.6341175922716502,0.6341175922716502,depablo_mixed_temp,8,normalized_delta,128
21,0.8036009636756621,0.6325800098420586,0.7902799051254987,0.8036009636756621,0.8036009636756621,0.8036009636756621,0.6389908565324731,0.6325800098420586,0.6325800098420586,0.6325800098420586,depablo_mixed_temp,8,normalized_delta,128
22,0.8019073784155281,0.6310123646981083,0.7885890234849955,0.8019073784155281,0.8019073784155281,0.8019073784155281,0.6374084172130097,0.6310123646981083,0.6310123646981083,0.6310123646981083,depablo_mixed_temp,8,normalized_delta,128
23,0.8002732253388355,0.6294413085270207,0.7869556563465219,0.8002732253388355,0.8002732253388355,0.8002732253388355,0.6358237413514871,0.6294413085270207,0.6294413085270207,0.6294413085270207,depablo_mixed_temp,8,normalized_delta,128
24,0.7986961637868693,0.6279392214491963,0.7853786066762711,0.7986961637868693,0.7986961637868693,0.7986961637868693,0.6343089532747399,0.6279392214491963,0.6279392214491963,0.6279392214491963,depablo_mixed_temp,8,normalized_delta,128
25,0.7971317086760935,0.626502933097072,0.7838150478703411,0.7971317086760935,0.7971317086760935,0.7971317086760935,0.6328598874970339,0.626502933097072,0.626502933097072,0.626502933097072,depablo_mixed_temp,8,normalized_delta,128
26,0.7955729328684117,0.6251470813585911,0.7822568926175958,0.7955729328684117,0.7955729328684117,0.7955729328684117,0.631490725238109,0.6251470813585911,0.6251470813585911,0.6251470813585911,depablo_mixed_temp,8,normalized_delta,128
27,0.7940500863876782,0.6238584954116959,0.7807372192018911,0.7940500863876782,0.7940500863876782,0.7940500863876782,0.6301885508582927,0.6238584954116959,0.6238584954116959,0.6238584954116959,depablo_mixed_temp,8,normalized_delta,128
28,0.7925682944098585,0.6226191021851264,0.7792581290202706,0.7925682944098585,0.7925682944098585,0.7925682944098585,0.6289381389506161,0.6226191021851264,0.6226191021851264,0.6226191021851264,depablo_mixed_temp,8,normalized_delta,128
29,0.7911156030469819,0.6213878967391793,0.777807165858777,0.7911156030469819,0.7911156030469819,0.7911156030469819,0.6276969368627761,0.6213878967391793,0.6213878967391793,0.6213878967391793,depablo_mixed_temp,8,normalized_delta,128
30,0.7896647109993195,0.6201550928526558,0.7763570872968749,0.7896647109993195,0.7896647109993195,0.7896647109993195,0.6264540534466505,0.6201550928526558,0.6201550928526558,0.6201550928526558,depablo_mixed_temp,8,normalized_delta,128
31,0.7882024199162659,0.6189184215909336,0.774895339067045,0.7882024199162659,0.7882024199162659,0.7882024199162659,0.6252071060298476,0.6189184215909336,0.6189184215909336,0.6189184215909336,depablo_mixed_temp,8,normalized_delta,128
32,0.7866922029147022,0.6176565880596172,0.7733863713709932,0.7866922029147022,0.7866922029147022,0.7866922029147022,0.6239348398230504,0.6176565880596172,0.6176565880596172,0.6176565880596172,depablo_mixed_temp,8,normalized_delta,128
33,0.7851232777300634,0.616383760701865,0.7718196399313839,0.7851232777300634,0.7851232777300634,0.7851232777300634,0.6226531919965055,0.616383760701865,0.616383760701865,0.616383760701865,depablo_mixed_temp,8,normalized_delta,128
34,0.7834997834735795,0.6151264489162713,0.7701998285164958,0.7834997834735795,0.7834997834735795,0.7834997834735795,0.621389124164125,0.6151264489162713,0.6151264489162713,0.6151264489162713,depablo_mixed_temp,8,normalized_delta,128
35,0.7818470628441949,0.6139213539136108,0.7685537638828943,0.7818470628441949,0.7818470628441949,0.7818470628441949,0.6201814260566607,0.6139213539136108,0.6139213539136108,0.6139213539136108,depablo_mixed_temp,8,normalized_delta,128
36,0.7801876194775105,0.6127940693695564,0.7669054006667514,0.7801876194775105,0.7801876194775105,0.7801876194775105,0.619057198666269,0.6127940693695564,0.6127940693695564,0.6127940693695564,depablo_mixed_temp,8,normalized_delta,128
37,0.7785440293189726,0.6117487371666357,0.7652779039583708,0.7785440293189726,0.7785440293189726,0.7785440293189726,0.6180202970281243,0.6117487371666357,0.6117487371666357,0.6117487371666357,depablo_mixed_temp,8,normalized_delta,128
38,0.7768816551879832,0.6107523606042378,0.7636374708265066,0.7768816551879832,0.7768816551879832,0.7768816551879832,0.6170365952129941,0.6107523606042378,0.6107523606042378,0.6107523606042378,depablo_mixed_temp,8,normalized_delta,128
39,0.7750459181438936,0.6096784814144485,0.761832634085103,0.7750459181438936,0.7750459181438936,0.7750459181438936,0.615981176000787,0.6096784814144485,0.6096784814144485,0.6096784814144485,depablo_mixed_temp,8,normalized_delta,128
40,0.772616748629432,0.6081171165278647,0.7594529616989587,0.772616748629432,0.772616748629432,0.772616748629432,0.6144512561149895,0.6081171165278647,0.6081171165278647,0.6081171165278647,depablo_mixed_temp,8,normalized_delta,128
