epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_lj_noisy_loss_norm,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.0014808590470800135,0.0009961982993893783,0.0014808590470800135,1.841502480334277e-06,0.0,0.0002683300879869963,0.003899006889165289,0.0002752401640877547,0.0009961982993893783,1.2495083865360357e-06,0.0,0.0021366720667040347,0.0004827542801709378,0.0003691685512931623,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.0013890946620434648,0.0009548131061322701,0.0013890946620434648,1.7364742528597537e-06,0.0,0.00024251442026756545,0.003682105239960325,0.00024266432590250411,0.0009548131061322701,1.2146102363885802e-06,0.0,0.00200439190194342,0.000505096462312981,0.00035495095414040935,0.9137497220779607,0.9757726705283705,60.0,0.5809798051936216,0.14774964525220247,0.5809798051936216,0.14774964525220247,0.6726147893384841,0.922574980990178,0.14774964525220247,0.6726147893384841,0.922574980990178,0.14774964525220247,0.9137497220779607,1,1,2,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.0013647048167193226,0.0009360616475742051,0.0013647048167193226,1.7161272313280598e-06,0.0,0.00024443345873576444,0.0036022245580937507,0.0002474564333284522,0.0009360616475742051,1.1831559826684195e-06,0.0,0.001973660371554705,0.000488715157789018,0.00034580941337889284,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0013396673462334038,0.0009081755939807255,0.0013396673462334038,1.6813816246747807e-06,0.0,0.00022731120399840208,0.003555708569333487,0.00023598226536832275,0.0009081755939807255,1.1424164133207644e-06,0.0,0.0019230970655999913,0.00047528108587085316,0.000326148630471332,0.9571813885880673,0.9865814758785951,60.0,0.7460063316675632,0.42762086789185305,0.7460063316675632,0.42762086789185305,0.8450556956034887,0.965342431507348,0.42762086789185305,0.8450556956034887,0.965342431507348,0.42762086789185305,0.9571813885880673,1,1,4,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.0013089256934823142,0.0008796986028006795,0.0013089256934823142,1.6402055694818366e-06,0.0,0.00020920941545796767,0.003491530720748235,0.00022603694424074014,0.0008796986028006795,1.1089149391333801e-06,0.0,0.0018771797354631004,0.00046028484631762014,0.0003016312266213181,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.001277339875810649,0.0008512144652675851,0.001277339875810649,1.6228267507839893e-06,0.0,0.0001938341750655039,0.0034150752137660128,0.0002231102386004299,0.0008512144652675851,1.082198854381507e-06,0.0,0.0018312695602991735,0.0004526718227857062,0.0002697020127178755,0.9747224075034898,0.9875136937377211,60.0,0.7125160967833755,0.1938914704783138,0.7125160967833755,0.1938914704783138,0.9608027889124099,0.9828540309594025,0.1938914704783138,0.9608027889124099,0.9828540309594025,0.1938914704783138,0.9747224075034898,1,1,6,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0012521507943575453,0.0008326503082376073,0.0012521507943575453,1.5828112977675011e-06,0.0,0.00018711748807799777,0.003341430385099283,0.00022790450989535466,0.0008326503082376073,1.0650721359676634e-06,0.0,0.0017956384985428474,0.00045035036238899514,0.0002519620637809794,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.0012341593979829952,0.0008204737266246454,0.0012341593979829952,1.5706735894127632e-06,0.0,0.00018547446127609952,0.0032890506879030917,0.00022795304476979457,0.0008204737266246454,1.0499445153300258e-06,0.0,0.0017723322427555463,0.0004434694396874948,0.000245619497430895,0.9760978385530078,0.9880329462429341,60.0,0.75850709847428,0.33840272634210267,0.75850709847428,0.33840272634210267,0.9550482763207454,0.9820702927599918,0.33840272634210267,0.9550482763207454,0.9820702927599918,0.33840272634210267,0.9760978385530078,1,1,8,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.00121804377656701,0.0008116473107825378,0.00121804377656701,1.5505794341580065e-06,0.0,0.0001812457497457468,0.003252549212087657,0.0002203363678676259,0.0008116473107825378,1.0416057278916924e-06,0.0,0.0017572784617161268,0.0004368651744147986,0.00024079829621668797,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.0012015900150617726,0.0007983594430474565,0.0012015900150617726,1.52733595287453e-06,0.0,0.00017597757488367076,0.003217933466684144,0.00021085900361750295,0.0007983594430474565,1.0233220611629197e-06,0.0,0.0017339186689741836,0.00042608715331133933,0.00023507250685684622,0.9755908334201455,0.9878348901329302,60.0,0.7693183780952427,0.37720544894916563,0.7693183780952427,0.37720544894916563,0.949963769266821,0.9807859160697415,0.37720544894916563,0.949963769266821,0.9807859160697415,0.37720544894916563,0.9755908334201455,1,1,10,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
