epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.5618236682916943,0.4791317727220686,0.5679434392013047,0.6070466916221129,0.6447425267152619,0.43497857210928936,0.5622559301488881,0.6447425267152619,0.4902762484393622,0.7065960797040086,0.33026617090953025,0.4005330726504326,0.4791317744213239,0.7065960797040086,shared_no_mixed,8,normalized_delta,128
2,0.3722992000349781,0.4067788913846016,0.3815421776813373,0.4495148276254325,0.38295618117901314,0.284660424187518,0.37237714433065455,0.4495148276254325,0.3983821959871995,0.4757769396430568,0.3484028633095716,0.396156870299264,0.4067788910839641,0.4757769396430568,shared_no_mixed,8,normalized_delta,128
3,0.30442515627333994,0.3112830780838665,0.29727904383550613,0.28772799473937966,0.3750330397695826,0.25002243171135585,0.30426115540677273,0.3750330397695826,0.29486182104600106,0.2720659304998423,0.25774698337834134,0.40403631949111035,0.31128307778976466,0.40403631949111035,shared_no_mixed,8,normalized_delta,128
4,0.22192454808636716,0.2527581994470797,0.2083380976659164,0.13941991758126188,0.35493088819478685,0.17127500121530734,0.2218752689971187,0.35493088819478685,0.23475741249950308,0.1505512537728799,0.21426523916031184,0.39345810911373086,0.25275820068230753,0.39345810911373086,shared_no_mixed,8,normalized_delta,128
5,0.20259245406640203,0.24127692933145323,0.18948567446909453,0.12142889860781356,0.3374119278893136,0.1489605461949842,0.20260045756403713,0.3374119278893136,0.2248999025868742,0.15247554170261873,0.20645758070443807,0.3648976655774995,0.24127692932818542,0.3648976655774995,shared_no_mixed,8,normalized_delta,128
6,0.19717466457371127,0.23676010138894382,0.18420811082448876,0.1183723035714471,0.32962039041153174,0.14386055270830791,0.19728441556376222,0.32962039041153174,0.22026981299645024,0.14698003359923237,0.20634836148666708,0.35695191166902845,0.23676010225164265,0.35695191166902845,shared_no_mixed,8,normalized_delta,128
7,0.19509032010509256,0.2343839142275484,0.1822111520066596,0.11669176499503599,0.3252972200872344,0.1428762056521679,0.19495506357814607,0.3252972200872344,0.21756019862858872,0.1422256799512788,0.2019226602229633,0.3590033977439529,0.23438391263939837,0.3590033977439529,shared_no_mixed,8,normalized_delta,128
8,0.1934701852108303,0.23504485354611748,0.18100369831449106,0.11499293738792479,0.3251998294079513,0.13937770556985285,0.19319015745524296,0.3251998294079513,0.2178390650764892,0.14376720024370834,0.20526100506908015,0.3561063576293619,0.23504485431405012,0.3561063576293619,shared_no_mixed,8,normalized_delta,128
9,0.19140398863114808,0.23698066637704246,0.17861229683223523,0.11359821257351989,0.3215419667070372,0.13859977146381872,0.19124665024812526,0.3215419667070372,0.21893023899511288,0.14100537565781882,0.20472888266177555,0.36520774148796736,0.23698066660252057,0.36520774148796736,shared_no_mixed,8,normalized_delta,128
10,0.19011336933625372,0.23532907958877713,0.17728624840577442,0.11273490149580256,0.3187887867291768,0.1385827150130481,0.19003546774600918,0.3187887867291768,0.2181056053230637,0.14363474173373297,0.2018911532469486,0.36046134464834867,0.2353290798763434,0.36046134464834867,shared_no_mixed,8,normalized_delta,128
11,0.19042714272151914,0.2345059899907363,0.17799927077272482,0.11165470233134611,0.31928288128815197,0.13857949500936165,0.1898390262096199,0.31928288128815197,0.21692574663381828,0.13680722465444553,0.20657188149267122,0.360138863325119,0.23450598982407858,0.360138863325119,shared_no_mixed,8,normalized_delta,128
12,0.18727959593627275,0.237736018119674,0.17456935524548356,0.11036368750009529,0.31603828060211975,0.13581601412672745,0.18740599407631417,0.31603828060211975,0.21915824715244142,0.13515165258983247,0.20517148628438775,0.3728849129065087,0.23773601726024296,0.3728849129065087,shared_no_mixed,8,normalized_delta,128
13,0.18584746663507662,0.23664677750907445,0.17276435162414583,0.10838344896500798,0.31284997561260275,0.1358494397808324,0.18569428811948105,0.31284997561260275,0.21786175468250324,0.13926714845982038,0.2031341716549114,0.36753901537311706,0.23664677849594962,0.36753901537311706,shared_no_mixed,8,normalized_delta,128
14,0.1840420613163396,0.23589095920324327,0.17149675268875925,0.10736155431901276,0.31111194883522236,0.13323568959736773,0.1839030642505343,0.31111194883522236,0.217921776285297,0.13728996308422403,0.2026207477638596,0.36776216743808043,0.23589095942872138,0.36776216743808043,shared_no_mixed,8,normalized_delta,128
15,0.18421507618929212,0.2373608990327308,0.17166731812452016,0.10648608679266673,0.3103025972058899,0.13399370989451806,0.18359413129769156,0.3103025972058899,0.2188617032217352,0.13889025111535663,0.20993757000879237,0.3632548788660451,0.23736089999673138,0.3632548788660451,shared_no_mixed,8,normalized_delta,128
16,0.18157187156509935,0.2307979911173645,0.16925433407488621,0.10586025016907026,0.3071267818672615,0.13144307997927332,0.1814767040052017,0.3071267818672615,0.21347613256228598,0.13525456925363918,0.20263080248903287,0.3545086022662489,0.230797991336307,0.3545086022662489,shared_no_mixed,8,normalized_delta,128
17,0.18077060112304855,0.23215297205667745,0.1684323798669012,0.10531377600519065,0.30636854885440123,0.1300601428276614,0.18058082256241778,0.30636854885440123,0.21479777862366878,0.1379176214533417,0.20011831525909274,0.3584229789674282,0.23215297189328754,0.3584229789674282,shared_no_mixed,8,normalized_delta,128
18,0.1789923925737017,0.23266152563063722,0.16695407320532882,0.10483196472854052,0.30338691589340827,0.12906516567199378,0.17909468209798085,0.30338691589340827,0.21457501194979015,0.1331439168829667,0.20479911700087158,0.360041544311925,0.2326615260652544,0.360041544311925,shared_no_mixed,8,normalized_delta,128
19,0.17912559663517433,0.23300979290353624,0.1671058587076371,0.10436669447537984,0.30304579253782304,0.12902964679687692,0.17881404460335992,0.30304579253782304,0.21479980369147503,0.13471943464522299,0.20420974796931995,0.36010019414519007,0.23300979225324436,0.36010019414519007,shared_no_mixed,8,normalized_delta,128
20,0.1769353169228947,0.22992461029636233,0.16515025228523372,0.10396463943409248,0.2998577364442641,0.12730805124237873,0.17704347570691178,0.2998577364442641,0.2124619461596012,0.1347781521317206,0.20024201724874346,0.35475366060671054,0.22992460999572487,0.35475366060671054,shared_no_mixed,8,normalized_delta,128
21,0.1766386065566749,0.23214973928897004,0.16442149639652487,0.10290680802755163,0.2997948675563461,0.12639271514245162,0.17636479690878312,0.2997948675563461,0.21455186707408805,0.13678800804344446,0.201013602649695,0.35864760436509785,0.23214973835274577,0.35864760436509785,shared_no_mixed,8,normalized_delta,128
22,0.17459711089991686,0.23278390192671827,0.16316143242936385,0.10248733623425516,0.29583748850906105,0.12533198929016004,0.1745522713444921,0.29583748850906105,0.2146546835177823,0.1350064266178953,0.20163723822487029,0.3617080419079254,0.23278390225023035,0.3617080419079254,shared_no_mixed,8,normalized_delta,128
23,0.17303753314833892,0.2306205766373559,0.16165940841300447,0.10166272804678851,0.29359305827764043,0.12403845055061474,0.17309807895834792,0.29359305827764043,0.21340038180351256,0.1365571471421342,0.1989630987671645,0.35634148124801485,0.23062057571910452,0.35634148124801485,shared_no_mixed,8,normalized_delta,128
24,0.1718002788853227,0.23357504006279142,0.1606059491372945,0.10079953576188902,0.29263131312633817,0.12207944169272913,0.17183676352698543,0.29263131312633817,0.21576129915682893,0.13876626877800413,0.2035073115049224,0.358451538846681,0.23357503970986918,0.358451538846681,shared_no_mixed,8,normalized_delta,128
