split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5,z6,z7
train,reid,0,0,2.6559107303619385,-2.104144811630249,0.7950760126113892,-0.08253467082977295,0.36486953496932983,0.46746671199798584,0.28457894921302795,-1.0577523708343506
train,reid,0,10,2.7962183952331543,-2.5783779621124268,1.2260442972183228,0.5534067153930664,-0.04776258021593094,0.7616391181945801,-0.2306942641735077,-0.5628359317779541
train,reid,0,20,3.054239273071289,-3.2241005897521973,1.7736221551895142,1.29783034324646,-0.5491473078727722,1.0945796966552734,-0.8164538145065308,-0.02433953247964382
train,reid,0,30,3.3394763469696045,-3.9415109157562256,2.3795177936553955,2.1325507164001465,-1.1165313720703125,1.4567843675613403,-1.4694035053253174,0.5825286507606506
train,reid,0,40,3.654109477996826,-4.739057540893555,3.0514230728149414,3.0705361366271973,-1.7585290670394897,1.8535255193710327,-2.2001137733459473,1.2686282396316528
train,reid,0,50,4.00162410736084,-5.630311965942383,3.8015241622924805,4.132112503051758,-2.489206552505493,2.2923028469085693,-3.02469801902771,2.050790309906006
train,reid,0,60,4.381011486053467,-6.624399185180664,4.6396660804748535,5.337435722351074,-3.322068691253662,2.780515193939209,-3.959690809249878,2.9477033615112305
train,reid,0,70,4.787373065948486,-7.72974967956543,5.577036380767822,6.713244438171387,-4.2744245529174805,3.3277931213378906,-5.027521133422852,3.9858293533325195
train,reid,0,80,5.205738544464111,-8.944995880126953,6.619779109954834,8.285808563232422,-5.362338542938232,3.9437222480773926,-6.251583099365234,5.195677757263184
train,reid,0,90,5.614140033721924,-10.25565242767334,7.764199256896973,10.069401741027832,-6.592717170715332,4.633483409881592,-7.646570205688477,6.6001996994018555
train,reid,0,100,5.988229274749756,-11.640135765075684,9.000701904296875,12.06774616241455,-7.965212821960449,5.3991570472717285,-9.219185829162598,8.213852882385254
train,reid,1,0,3.061981439590454,-2.2324271202087402,0.731804609298706,-0.5473127365112305,0.6359272599220276,0.21601280570030212,0.7358666062355042,-1.6436671018600464
train,reid,1,10,3.2781903743743896,-2.7432708740234375,1.1655516624450684,0.027663404121994972,0.2660018801689148,0.49552643299102783,0.2752341628074646,-1.234871506690979
train,reid,1,20,3.586073160171509,-3.3583483695983887,1.6591005325317383,0.628024697303772,-0.13649646937847137,0.7818670868873596,-0.19145604968070984,-0.8445431590080261
train,reid,1,30,3.9092538356781006,-3.995303153991699,2.16521954536438,1.240301489830017,-0.554288923740387,1.0672262907028198,-0.66273033618927,-0.4503670632839203
train,reid,1,40,4.249943256378174,-4.6575469970703125,2.6864709854125977,1.867250680923462,-0.9889650940895081,1.3531333208084106,-1.1408120393753052,-0.05085387080907822
train,reid,1,50,4.610633850097656,-5.349672794342041,3.2263855934143066,2.5132155418395996,-1.4434607028961182,1.641536831855774,-1.6290202140808105,0.3567407727241516
train,reid,1,60,4.992547988891602,-6.075418949127197,3.7882368564605713,3.1833584308624268,-1.921140432357788,1.9346301555633545,-2.131476640701294,0.7764645218849182
train,reid,1,70,5.394772052764893,-6.837133407592773,4.374943733215332,3.884209632873535,-2.4260096549987793,2.2350971698760986,-2.653688907623291,1.214530110359192
train,reid,1,80,5.815115451812744,-7.635915279388428,4.988790035247803,4.622303485870361,-2.9619534015655518,2.5456080436706543,-3.2013278007507324,1.6777278184890747
train,reid,1,90,6.249846458435059,-8.471454620361328,5.631443977355957,5.404545783996582,-3.532783031463623,2.8689613342285156,-3.780618906021118,2.1739017963409424
train,reid,1,100,6.694075584411621,-9.342653274536133,6.304309844970703,6.238410472869873,-4.142604827880859,3.208146095275879,-4.398367404937744,2.7118825912475586
train,reid,2,0,3.101715326309204,-2.577857255935669,0.9247838258743286,-0.581238865852356,0.2795748710632324,0.256447970867157,0.8135342597961426,-1.767783522605896
train,reid,2,10,2.471989154815674,-2.201591968536377,0.8590618371963501,-0.11208689957857132,0.06556498259305954,0.4631325602531433,0.3373769521713257,-1.0743579864501953
train,reid,2,20,1.804103136062622,-1.8300652503967285,0.8138368725776672,0.43333351612091064,-0.20292529463768005,0.6955055594444275,-0.20189474523067474,-0.2968873679637909
train,reid,2,30,1.0995609760284424,-1.471806526184082,0.7967760562896729,1.067912220954895,-0.5356672406196594,0.9581713676452637,-0.8140559792518616,0.5752907991409302
train,reid,2,40,0.37253424525260925,-1.141420841217041,0.8157148361206055,1.7924352884292603,-0.9354751706123352,1.2514071464538574,-1.4976589679718018,1.5365287065505981
train,reid,2,50,-0.35915711522102356,-0.8542876243591309,0.8776877522468567,2.602522850036621,-1.401688814163208,1.5736944675445557,-2.246795654296875,2.575002431869507
train,reid,2,60,-1.077836513519287,-0.623276948928833,0.9873753786087036,3.489433765411377,-1.9303730726242065,1.9220575094223022,-3.05224347114563,3.675128936767578
train,reid,2,70,-1.765073299407959,-0.46037495136260986,1.1484055519104004,4.441573619842529,-2.515249013900757,2.292721748352051,-3.902616024017334,4.818480968475342
train,reid,2,80,-2.406787872314453,-0.37261247634887695,1.361525297164917,5.446074962615967,-3.1485488414764404,2.6815078258514404,-4.786149978637695,5.987456321716309
train,reid,2,90,-2.9927475452423096,-0.3633560538291931,1.6256728172302246,6.490532398223877,-3.8221638202667236,3.0843706130981445,-5.692010879516602,7.166592121124268
train,reid,2,100,-3.5199458599090576,-0.43128064274787903,1.938305139541626,7.5670976638793945,-4.530593395233154,3.498563766479492,-6.613737106323242,8.347663879394531
train,reid,3,0,3.0105767250061035,-2.533587694168091,0.9190232753753662,-0.5068087577819824,0.22854451835155487,0.27640292048454285,0.7452560067176819,-1.6627775430679321
train,reid,3,10,2.406491994857788,-2.1715846061706543,0.8557745814323425,-0.05589234083890915,0.024228066205978394,0.4741523265838623,0.2879328727722168,-0.9963908195495605
train,reid,3,20,1.7526395320892334,-1.8020625114440918,0.806499719619751,0.47103625535964966,-0.2317979484796524,0.6974729895591736,-0.23415745794773102,-0.24092090129852295
train,reid,3,30,1.0423367023468018,-1.428941011428833,0.7778944373130798,1.093437671661377,-0.5530694723129272,0.9531475305557251,-0.8369454145431519,0.6236979365348816
train,reid,3,40,0.28678134083747864,-1.0661031007766724,0.7783411741256714,1.816030502319336,-0.94503253698349,1.242821216583252,-1.5223997831344604,1.5965709686279297
train,reid,3,50,-0.4946221709251404,-0.7304335236549377,0.8154646158218384,2.634037494659424,-1.407332181930542,1.5646158456802368,-2.2839248180389404,2.664785146713257
train,reid,3,60,-1.2757467031478882,-0.4410347044467926,0.8961899876594543,3.5344321727752686,-1.9341917037963867,1.914095163345337,-3.107778310775757,3.8051598072052
train,reid,3,70,-2.0351059436798096,-0.21128199994564056,1.023993730545044,4.502226829528809,-2.517630100250244,2.2861459255218506,-3.9793848991394043,4.994882106781006
train,reid,3,80,-2.757601737976074,-0.04924833029508591,1.2001030445098877,5.524355888366699,-3.150097608566284,2.6764931678771973,-4.886622905731201,6.215689182281494
train,reid,3,90,-3.429926872253418,0.040262386202812195,1.4233982563018799,6.585010051727295,-3.821729898452759,3.0799286365509033,-5.8155131340026855,7.447709083557129
train,reid,3,100,-4.04400634765625,0.056357089430093765,1.6913120746612549,7.670816421508789,-4.523675441741943,3.4921116828918457,-6.754709720611572,8.675561904907227
train,reid,4,0,2.722888469696045,-2.0106709003448486,0.6475802063941956,-0.43216124176979065,0.537919282913208,0.2692878842353821,0.6061038970947266,-1.403013825416565
train,reid,4,10,2.673142194747925,-2.216792345046997,0.8969264030456543,0.05593711882829666,0.24982032179832458,0.5037434697151184,0.18467599153518677,-0.9524134397506714
train,reid,4,20,2.6681911945343018,-2.4584076404571533,1.160671591758728,0.5252460241317749,-0.03286232799291611,0.7319965958595276,-0.21542322635650635,-0.538325309753418
train,reid,4,30,2.6712608337402344,-2.704756498336792,1.425134301185608,0.9860725998878479,-0.3130509853363037,0.9571297764778137,-0.6070924997329712,-0.13530288636684418
train,reid,4,40,2.6793110370635986,-2.9540934562683105,1.6900084018707275,1.4408069849014282,-0.5920678973197937,1.1798862218856812,-0.9925813674926758,0.26011624932289124
train,reid,4,50,2.690260887145996,-3.204720973968506,1.9545848369598389,1.8901431560516357,-0.8701571226119995,1.4004052877426147,-1.372681736946106,0.6494820713996887
train,reid,4,60,2.7026076316833496,-3.455150604248047,2.218092203140259,2.3341944217681885,-1.1471747159957886,1.6185638904571533,-1.7476365566253662,1.0335724353790283
train,reid,4,70,2.716395616531372,-3.7057132720947266,2.4808216094970703,2.7735841274261475,-1.4235490560531616,1.834462285041809,-2.1178905963897705,1.4129120111465454
train,reid,4,80,2.729686975479126,-3.9545178413391113,2.7418196201324463,3.2084755897521973,-1.699051856994629,2.0480875968933105,-2.4838457107543945,1.7885210514068604
train,reid,4,90,2.742546796798706,-4.201449871063232,3.000927686691284,3.6386427879333496,-1.973480463027954,2.259251117706299,-2.8452882766723633,2.1601672172546387
train,reid,4,100,2.7548253536224365,-4.447022438049316,3.2587671279907227,4.065578937530518,-2.247647523880005,2.4684834480285645,-3.2034735679626465,2.5292482376098633
train,reid,5,0,2.811086893081665,-2.201329469680786,0.8337666392326355,-0.12495645135641098,0.4145124852657318,0.44724035263061523,0.33391210436820984,-1.1565264463424683
train,reid,5,10,3.0755057334899902,-2.8239827156066895,1.3549367189407349,0.5478946566581726,-0.04177769273519516,0.7636600136756897,-0.19565626978874207,-0.6863956451416016
train,reid,5,20,3.4594364166259766,-3.623169422149658,1.996436357498169,1.3322656154632568,-0.5922904014587402,1.1200774908065796,-0.7970597147941589,-0.17078109085559845
train,reid,5,30,3.867302179336548,-4.488577365875244,2.6915533542633057,2.198984384536743,-1.207167148590088,1.5015504360198975,-1.4584450721740723,0.40778905153274536
train,reid,5,40,4.319509506225586,-5.446412563323975,3.456770420074463,3.158334255218506,-1.8968110084533691,1.9124008417129517,-2.1853599548339844,1.0492568016052246
train,reid,5,50,4.832028388977051,-6.524742603302002,4.312561511993408,4.232919692993164,-2.6795616149902344,2.36124324798584,-2.9936580657958984,1.7664819955825806
train,reid,5,60,5.405088424682617,-7.736485004425049,5.27176570892334,5.446079730987549,-3.572112560272217,2.8572559356689453,-3.901923179626465,2.579946994781494
train,reid,5,70,6.023359298706055,-9.077570915222168,6.337680339813232,6.818285942077637,-4.586810111999512,3.4087460041046143,-4.928568363189697,3.514423131942749
train,reid,5,80,6.6608686447143555,-10.529725074768066,7.504647731781006,8.363595962524414,-5.729315757751465,4.022087097167969,-6.088610649108887,4.59370756149292
train,reid,5,90,7.284382343292236,-12.05518627166748,8.751062393188477,10.072976112365723,-6.987569332122803,4.695553779602051,-7.379805564880371,5.82421350479126
train,reid,5,100,7.876911163330078,-13.633020401000977,10.064756393432617,11.939539909362793,-8.352139472961426,5.428689002990723,-8.799887657165527,7.207033634185791
