epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8037955690371362,0.8301267267670482,0.8051099003145569,0.8037955690371362,0.8037955690371362,0.8037955690371362,0.830827271391172,0.8301267267670482,0.8301267267670482,0.8301267267670482,depablo_low_temp,4,normalized_delta,128
2,0.5557695671916008,0.823775690398179,0.5573557286670333,0.5557695671916008,0.5557695671916008,0.5557695671916008,0.8221767151262611,0.823775690398179,0.823775690398179,0.823775690398179,depablo_low_temp,4,normalized_delta,128
3,0.5087027194076463,0.719142847956391,0.5105999579947246,0.5087027194076463,0.5087027194076463,0.5087027194076463,0.7194639252556954,0.719142847956391,0.719142847956391,0.719142847956391,depablo_low_temp,4,normalized_delta,128
4,0.48886080143090926,0.7047164576943032,0.4908281480403323,0.48886080143090926,0.48886080143090926,0.48886080143090926,0.7050068862736225,0.7047164576943032,0.7047164576943032,0.7047164576943032,depablo_low_temp,4,normalized_delta,128
5,0.47950872673015843,0.6974135709169786,0.48159718678185814,0.47950872673015843,0.47950872673015843,0.47950872673015843,0.697672836802667,0.6974135709169786,0.6974135709169786,0.6974135709169786,depablo_low_temp,4,normalized_delta,128
6,0.47501226412622555,0.6937493231671397,0.47714383319804543,0.47501226412622555,0.47501226412622555,0.47501226412622555,0.6939911193912849,0.6937493231671397,0.6937493231671397,0.6937493231671397,depablo_low_temp,4,normalized_delta,128
7,0.4722234302053326,0.6904263976030052,0.47437620929589397,0.4722234302053326,0.4722234302053326,0.4722234302053326,0.6906354541133624,0.6904263976030052,0.6904263976030052,0.6904263976030052,depablo_low_temp,4,normalized_delta,128
8,0.4694941626175454,0.6862419285753276,0.47166661818168665,0.4694941626175454,0.4694941626175454,0.4694941626175454,0.6864087333960924,0.6862419285753276,0.6862419285753276,0.6862419285753276,depablo_low_temp,4,normalized_delta,128
9,0.4661326554456824,0.6805306877358817,0.4683244194247221,0.4661326554456824,0.4661326554456824,0.4661326554456824,0.6806511332397349,0.6805306877358817,0.6805306877358817,0.6805306877358817,depablo_low_temp,4,normalized_delta,128
10,0.461071086831783,0.6720756560971495,0.4632881645701433,0.461071086831783,0.461071086831783,0.461071086831783,0.6721290776040405,0.6720756560971495,0.6720756560971495,0.6720756560971495,depablo_low_temp,4,normalized_delta,128
11,0.4523921778719676,0.6590525166830048,0.45462444721672096,0.4523921778719676,0.4523921778719676,0.4523921778719676,0.6589071272173896,0.6590525166830048,0.6590525166830048,0.6590525166830048,depablo_low_temp,4,normalized_delta,128
12,0.4386525365474977,0.6372968825744465,0.44075424982921074,0.4386525365474977,0.4386525365474977,0.4386525365474977,0.6369478288397659,0.6372968825744465,0.6372968825744465,0.6372968825744465,depablo_low_temp,4,normalized_delta,128
13,0.4117732952103803,0.5865957540518139,0.4135081164930996,0.4117732952103803,0.4117732952103803,0.4117732952103803,0.5858868698996957,0.5865957540518139,0.5865957540518139,0.5865957540518139,depablo_low_temp,4,normalized_delta,128
14,0.36562060490250586,0.513082702178508,0.36675187171878,0.36562060490250586,0.36562060490250586,0.36562060490250586,0.5121297905861866,0.513082702178508,0.513082702178508,0.513082702178508,depablo_low_temp,4,normalized_delta,128
15,0.3070891059052787,0.378938745794585,0.30769361609495,0.3070891059052787,0.3070891059052787,0.3070891059052787,0.3779432755545713,0.378938745794585,0.378938745794585,0.378938745794585,depablo_low_temp,4,normalized_delta,128
16,0.21938024254417735,0.24784099977114238,0.21790588749082465,0.21938024254417735,0.21938024254417735,0.21938024254417735,0.2477207480405923,0.24784099977114238,0.24784099977114238,0.24784099977114238,depablo_low_temp,4,normalized_delta,128
17,0.17623354247526118,0.22384509006224107,0.17490925261456716,0.17623354247526118,0.17623354247526118,0.17623354247526118,0.2242830167087959,0.22384509006224107,0.22384509006224107,0.22384509006224107,depablo_low_temp,4,normalized_delta,128
18,0.16474470510882766,0.19010939924919512,0.16410708356844753,0.16474470510882766,0.16474470510882766,0.16474470510882766,0.19021519433590584,0.19010939924919512,0.19010939924919512,0.19010939924919512,depablo_low_temp,4,normalized_delta,128
19,0.1412255760282278,0.19500487370532937,0.14027157576852722,0.1412255760282278,0.1412255760282278,0.1412255760282278,0.1952353003434837,0.19500487370532937,0.19500487370532937,0.19500487370532937,depablo_low_temp,4,normalized_delta,128
20,0.13736831296333357,0.18276167029398493,0.1368228339835217,0.13736831296333357,0.13736831296333357,0.13736831296333357,0.18299160261813086,0.18276167029398493,0.18276167029398493,0.18276167029398493,depablo_low_temp,4,normalized_delta,128
21,0.12724415865285615,0.18962168385041878,0.12663737440873918,0.12724415865285615,0.12724415865285615,0.12724415865285615,0.18991924116562586,0.18962168385041878,0.18962168385041878,0.18962168385041878,depablo_low_temp,4,normalized_delta,128
22,0.12440105157071038,0.19018998518004082,0.12396184654024087,0.12440105157071038,0.12440105157071038,0.12440105157071038,0.1905149525118759,0.19018998518004082,0.19018998518004082,0.19018998518004082,depablo_low_temp,4,normalized_delta,128
23,0.1207579241771447,0.19020642327086534,0.12039637378367939,0.1207579241771447,0.1207579241771447,0.1207579241771447,0.19056205768720247,0.19020642327086534,0.19020642327086534,0.19020642327086534,depablo_low_temp,4,normalized_delta,128
24,0.11782856777212337,0.19076722336467355,0.11753351616330053,0.11782856777212337,0.11782856777212337,0.11782856777212337,0.19114900434215087,0.19076722336467355,0.19076722336467355,0.19076722336467355,depablo_low_temp,4,normalized_delta,128
25,0.11565618830193815,0.19224036727973726,0.11542080227089556,0.11565618830193815,0.11565618830193815,0.11565618830193815,0.19264246846432798,0.19224036727973726,0.19224036727973726,0.19224036727973726,depablo_low_temp,4,normalized_delta,128
26,0.1142328633485656,0.19314794331148732,0.11405275264068654,0.1142328633485656,0.1142328633485656,0.1142328633485656,0.19355309508682694,0.19314794331148732,0.19314794331148732,0.19314794331148732,depablo_low_temp,4,normalized_delta,128
