split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5
train,lj_noisy,0,0,-0.36773520708084106,-0.31033051013946533,-0.4234951138496399,-0.7316616773605347,-0.23781967163085938,0.5649614930152893
train,lj_noisy,0,10,-0.12865661084651947,-0.11241531372070312,-0.17969971895217896,-0.2299385368824005,-0.08676867187023163,0.18458247184753418
train,lj_noisy,0,20,0.10317378491163254,0.08020529896020889,0.05699624493718147,0.2571229338645935,0.0596647709608078,-0.1843222826719284
train,lj_noisy,0,30,0.34690916538238525,0.28381526470184326,0.3063074052333832,0.7702165246009827,0.2136530876159668,-0.5722823143005371
train,lj_noisy,0,40,0.6093292832374573,0.5043572783470154,0.5753780007362366,1.3240078687667847,0.37954452633857727,-0.9902577996253967
train,lj_noisy,0,50,0.8869212865829468,0.7389556765556335,0.8606724739074707,1.9111838340759277,0.5551480650901794,-1.432645559310913
train,lj_noisy,0,60,1.1838421821594238,0.9909851551055908,1.1663066148757935,2.5403311252593994,0.7430643439292908,-1.9059956073760986
train,lj_noisy,0,70,1.5006920099258423,1.2608814239501953,1.4928045272827148,3.2125823497772217,0.9436507821083069,-2.411146402359009
train,lj_noisy,0,80,1.8356659412384033,1.5462852716445923,1.8377994298934937,3.9231557846069336,1.1557018756866455,-2.9449167251586914
train,lj_noisy,0,90,2.18537974357605,1.844570517539978,2.19797945022583,4.665282249450684,1.37715744972229,-3.502182722091675
train,lj_noisy,0,100,2.550501585006714,2.1563727855682373,2.574059247970581,5.440406322479248,1.6083942651748657,-4.083947658538818
train,lj_noisy,1,0,-0.265293687582016,-0.22287654876708984,-0.3154648244380951,-0.5122047662734985,-0.17152459919452667,0.3998396694660187
train,lj_noisy,1,10,0.013765767216682434,0.008899586275219917,-0.03097732551395893,0.07390396296977997,0.005090084858238697,-0.0442829504609108
train,lj_noisy,1,20,0.2928706407546997,0.24206280708312988,0.253993421792984,0.6611263751983643,0.1819099336862564,-0.48809200525283813
train,lj_noisy,1,30,0.597881555557251,0.4980051517486572,0.5655717849731445,1.3035236597061157,0.37508678436279297,-0.9725604057312012
train,lj_noisy,1,40,0.9285283088684082,0.7770923376083374,0.9038072228431702,2.001134157180786,0.5845215320587158,-1.497326135635376
train,lj_noisy,1,50,1.2915836572647095,1.0849756002426147,1.275559902191162,2.768141984939575,0.8144384622573853,-2.0731306076049805
train,lj_noisy,1,60,1.690055012702942,1.4241008758544922,1.6838586330413818,3.610778331756592,1.066684365272522,-2.7047321796417236
train,lj_noisy,1,70,2.124676465988159,1.7951093912124634,2.129486083984375,4.530616760253906,1.3417004346847534,-3.3933043479919434
train,lj_noisy,1,80,2.599142551422119,2.2010819911956787,2.616215705871582,5.535409927368164,1.641758918762207,-4.144718647003174
train,lj_noisy,1,90,3.1138386726379395,2.642347574234009,3.1444625854492188,6.625947952270508,1.9670605659484863,-4.959546089172363
train,lj_noisy,1,100,3.663936138153076,3.114353895187378,3.7090911865234375,7.791491985321045,2.3145456314086914,-5.8299407958984375
train,lj_noisy,2,0,-0.331211119890213,-0.278316468000412,-0.3831743896007538,-0.6526216268539429,-0.21513456106185913,0.5057982206344604
train,lj_noisy,2,10,-0.058071255683898926,-0.05172387510538101,-0.10445624589920044,-0.07892723381519318,-0.04237230494618416,0.07109704613685608
train,lj_noisy,2,20,0.20863382518291473,0.17061534523963928,0.16813413798809052,0.48215240240097046,0.1264791637659073,-0.3531508445739746
train,lj_noisy,2,30,0.47884252667427063,0.397264689207077,0.4448694586753845,1.0517791509628296,0.2976641058921814,-0.7828240990638733
train,lj_noisy,2,40,0.7613276839256287,0.6354358196258545,0.7345700860023499,1.6482610702514648,0.47672027349472046,-1.23188054561615
train,lj_noisy,2,50,1.0539220571517944,0.8830850720405579,1.0349007844924927,2.2668027877807617,0.6622732281684875,-1.6968472003936768
train,lj_noisy,2,60,1.356425166130066,1.1400760412216187,1.3456919193267822,2.9070215225219727,0.8541486263275146,-2.177421808242798
train,lj_noisy,2,70,1.6744506359100342,1.4118196964263916,1.6729463338851929,3.58138370513916,1.0558170080184937,-2.682461738586426
train,lj_noisy,2,80,2.012544870376587,1.7024414539337158,2.02136492729187,4.299702167510986,1.270056962966919,-3.2191290855407715
train,lj_noisy,2,90,2.371969223022461,2.0134341716766357,2.3924264907836914,5.065064430236816,1.4976351261138916,-3.7894623279571533
train,lj_noisy,2,100,2.7587318420410156,2.349997043609619,2.792346477508545,5.890331268310547,1.742271065711975,-4.403116226196289
train,lj_noisy,3,0,-0.3791266679763794,-0.3144821524620056,-0.42899519205093384,-0.7471691966056824,-0.24423927068710327,0.576956033706665
train,lj_noisy,3,10,-0.07636738568544388,-0.06387447565793991,-0.12115360051393509,-0.11229462176561356,-0.05275353416800499,0.0956650823354721
train,lj_noisy,3,20,0.21575869619846344,0.1796063780784607,0.17644786834716797,0.5017138719558716,0.13220398128032684,-0.3684621751308441
train,lj_noisy,3,30,0.527855396270752,0.44157055020332336,0.4951867461204529,1.1594637632369995,0.3299664258956909,-0.8645023107528687
train,lj_noisy,3,40,0.8661448955535889,0.7271259427070618,0.8413087725639343,1.8738924264907837,0.5444220900535583,-1.4022696018218994
train,lj_noisy,3,50,1.2337462902069092,1.0387959480285645,1.217949628829956,2.6514649391174316,0.7775077819824219,-1.9866836071014404
train,lj_noisy,3,60,1.6230249404907227,1.370713233947754,1.6176023483276367,3.4766602516174316,1.0245938301086426,-2.605576276779175
train,lj_noisy,3,70,2.033585786819458,1.7222243547439575,2.039641857147217,4.348247528076172,1.2854417562484741,-3.258197784423828
train,lj_noisy,3,80,2.463642120361328,2.091495990753174,2.4821174144744873,5.262113094329834,1.5588898658752441,-3.9416613578796387
train,lj_noisy,3,90,2.9200077056884766,2.4843766689300537,2.9520092010498047,6.2327880859375,1.8491594791412354,-4.666956424713135
train,lj_noisy,3,100,3.405813217163086,2.903456687927246,3.452514410018921,7.26688289642334,2.1581711769104004,-5.439128875732422
train,lj_noisy,4,0,-0.29460904002189636,-0.24295081198215485,-0.3405326306819916,-0.5674169659614563,-0.19086019694805145,0.44433772563934326
train,lj_noisy,4,10,-0.03536594659090042,-0.027891315519809723,-0.0766146183013916,-0.023425497114658356,-0.026776708662509918,0.03224831447005272
train,lj_noisy,4,20,0.22053372859954834,0.18541452288627625,0.18424050509929657,0.5143097043037415,0.13536345958709717,-0.374264121055603
train,lj_noisy,4,30,0.4917154908180237,0.4125543236732483,0.46105480194091797,1.0850660800933838,0.30724626779556274,-0.8049976229667664
train,lj_noisy,4,40,0.7725911736488342,0.6490946412086487,0.7482934594154358,1.6773631572723389,0.4854622781276703,-1.2510548830032349
train,lj_noisy,4,50,1.068539023399353,0.8995542526245117,1.0513973236083984,2.3025035858154297,0.6733770370483398,-1.7209972143173218
train,lj_noisy,4,60,1.37913179397583,1.163774013519287,1.3700568675994873,2.9598066806793213,0.8707268238067627,-2.2141942977905273
train,lj_noisy,4,70,1.707679033279419,1.4446462392807007,1.7077196836471558,3.656381607055664,1.0795915126800537,-2.7359619140625
train,lj_noisy,4,80,2.053478956222534,1.7418298721313477,2.0638084411621094,4.391020774841309,1.2995460033416748,-3.2852375507354736
train,lj_noisy,4,90,2.417881965637207,2.0568809509277344,2.439926862716675,5.167025566101074,1.5314867496490479,-3.8642454147338867
train,lj_noisy,4,100,2.800532341003418,2.3894457817077637,2.8356833457946777,5.9836883544921875,1.7751665115356445,-4.4725661277771
train,lj_noisy,5,0,-0.3065652847290039,-0.2520155906677246,-0.3526005446910858,-0.5908809900283813,-0.19825905561447144,0.45979878306388855
train,lj_noisy,5,10,-0.0617038793861866,-0.04939475655555725,-0.10323582589626312,-0.07736264169216156,-0.04353514313697815,0.07018738985061646
train,lj_noisy,5,20,0.19311441481113434,0.16213208436965942,0.156573086977005,0.45765039324760437,0.11750790476799011,-0.33541440963745117
train,lj_noisy,5,30,0.45874860882759094,0.3835415840148926,0.42780905961990356,1.0163103342056274,0.28548741340637207,-0.7583810091018677
train,lj_noisy,5,40,0.7356101870536804,0.6153174042701721,0.7109790444374084,1.5996527671813965,0.46068334579467773,-1.199389934539795
train,lj_noisy,5,50,1.0252599716186523,0.8589257001876831,1.0077701807022095,2.211160898208618,0.6441068649291992,-1.6609820127487183
train,lj_noisy,5,60,1.3306119441986084,1.1170239448547363,1.3212708234786987,2.85722279548645,0.8376306295394897,-2.147853374481201
train,lj_noisy,5,70,1.6556917428970337,1.3933194875717163,1.6557669639587402,3.546715259552002,1.0438520908355713,-2.6665213108062744
train,lj_noisy,5,80,1.9974230527877808,1.6861510276794434,2.008701801300049,4.274380207061768,1.2611004114151,-3.212566375732422
train,lj_noisy,5,90,2.3799004554748535,2.0166232585906982,2.4051661491394043,5.091991424560547,1.5046095848083496,-3.8245770931243896
train,lj_noisy,5,100,2.8225975036621094,2.4023077487945557,2.8656885623931885,6.042026042938232,1.7868109941482544,-4.533915996551514
train,lj_noisy,6,0,-0.22107639908790588,-0.18181300163269043,-0.2651140093803406,-0.41207292675971985,-0.14306718111038208,0.3262317180633545
train,lj_noisy,6,10,0.05181904137134552,0.04495309293270111,0.0128644909709692,0.1611464023590088,0.02989315800368786,-0.10814131796360016
train,lj_noisy,6,20,0.31179365515708923,0.2622646391391754,0.2784585952758789,0.7086340188980103,0.1949256956577301,-0.522442638874054
train,lj_noisy,6,30,0.582128643989563,0.489652156829834,0.5552941560745239,1.2794232368469238,0.366707980632782,-0.9535940885543823
train,lj_noisy,6,40,0.8651263117790222,0.7290548086166382,0.8456993103027344,1.8783478736877441,0.5466856360435486,-1.405191421508789
