epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8582344875523918,0.6870412654825486,0.8508196517825126,0.8582344875523918,0.8582344875523918,0.8582344875523918,0.6846718276501633,0.6870412654825486,0.6870412654825486,0.6870412654825486,reid,2,normalized_delta,128
2,0.622833756396645,0.621758843655698,0.6159644943318869,0.622833756396645,0.622833756396645,0.622833756396645,0.6189186635310762,0.621758843655698,0.621758843655698,0.621758843655698,reid,2,normalized_delta,128
3,0.5893879906519464,0.6197750797728077,0.5822930708527565,0.5893879906519464,0.5893879906519464,0.5893879906519464,0.6170244720124174,0.6197750797728077,0.6197750797728077,0.6197750797728077,reid,2,normalized_delta,128
4,0.5788159300230051,0.6302133737481199,0.5715949031671411,0.5788159300230051,0.5788159300230051,0.5788159300230051,0.6275393708783668,0.6302133737481199,0.6302133737481199,0.6302133737481199,reid,2,normalized_delta,128
5,0.5768284597679189,0.6325186516914982,0.5696223081726777,0.5768284597679189,0.5768284597679189,0.5768284597679189,0.6299132862768602,0.6325186516914982,0.6325186516914982,0.6325186516914982,reid,2,normalized_delta,128
6,0.5736512195515006,0.6295708131074207,0.5664206159350119,0.5736512195515006,0.5736512195515006,0.5736512195515006,0.6270326342055341,0.6295708131074207,0.6295708131074207,0.6295708131074207,reid,2,normalized_delta,128
7,0.5677808459848166,0.6210497740394203,0.5604249253084785,0.5677808459848166,0.5677808459848166,0.5677808459848166,0.6186726793384878,0.6210497740394203,0.6210497740394203,0.6210497740394203,reid,2,normalized_delta,128
8,0.5492336930412995,0.5947275784565136,0.5423639685895882,0.5492336930412995,0.5492336930412995,0.5492336930412995,0.5926770056976238,0.5947275784565136,0.5947275784565136,0.5947275784565136,reid,2,normalized_delta,128
9,0.5138395235726708,0.5823884322744561,0.5079513893903871,0.5138395235726708,0.5138395235726708,0.5138395235726708,0.5808052553766174,0.5823884322744561,0.5823884322744561,0.5823884322744561,reid,2,normalized_delta,128
10,0.4842255904486305,0.5754595961188897,0.4792568176984787,0.4842255904486305,0.4842255904486305,0.4842255904486305,0.5741385777655523,0.5754595961188897,0.5754595961188897,0.5754595961188897,reid,2,normalized_delta,128
11,0.4631645000686771,0.5583714794483967,0.4585831407261522,0.4631645000686771,0.4631645000686771,0.4631645000686771,0.5570947513042483,0.5583714794483967,0.5583714794483967,0.5583714794483967,reid,2,normalized_delta,128
12,0.4476087292950404,0.5446374420425855,0.44331362263152474,0.4476087292950404,0.4476087292950404,0.4476087292950404,0.5434522179712076,0.5446374420425855,0.5446374420425855,0.5446374420425855,reid,2,normalized_delta,128
13,0.4364851910816996,0.5353769536595792,0.43240841617317577,0.4364851910816996,0.4364851910816996,0.4364851910816996,0.5342689038661774,0.5353769536595792,0.5353769536595792,0.5353769536595792,reid,2,normalized_delta,128
14,0.42821374939460505,0.52893478149781,0.4242959150750386,0.42821374939460505,0.42821374939460505,0.42821374939460505,0.5278832681651693,0.52893478149781,0.52893478149781,0.52893478149781,reid,2,normalized_delta,128
15,0.42167696360694734,0.5238726543611847,0.41787363992709864,0.42167696360694734,0.42167696360694734,0.42167696360694734,0.5228638791304547,0.5238726543611847,0.5238726543611847,0.5238726543611847,reid,2,normalized_delta,128
16,0.4158787817547196,0.5189368239662144,0.4121663929600465,0.4158787817547196,0.4158787817547196,0.4158787817547196,0.5179653916275129,0.5189368239662144,0.5189368239662144,0.5189368239662144,reid,2,normalized_delta,128
17,0.40952106498573954,0.5123883209889755,0.4059057553739924,0.40952106498573954,0.40952106498573954,0.40952106498573954,0.5114560263464227,0.5123883209889755,0.5123883209889755,0.5123883209889755,reid,2,normalized_delta,128
18,0.39962936204515004,0.49922259178129025,0.3961809380666206,0.39962936204515004,0.39962936204515004,0.39962936204515004,0.49835886544315144,0.49922259178129025,0.49922259178129025,0.49922259178129025,reid,2,normalized_delta,128
19,0.3796935614198446,0.47195476343040355,0.37660600188139237,0.3796935614198446,0.3796935614198446,0.3796935614198446,0.4713227626052685,0.47195476343040355,0.47195476343040355,0.47195476343040355,reid,2,normalized_delta,128
20,0.36133005628852466,0.4499728254158981,0.358633457241874,0.36133005628852466,0.36133005628852466,0.36133005628852466,0.4497671757999342,0.4499728254158981,0.4499728254158981,0.4499728254158981,reid,2,normalized_delta,128
21,0.3544698772657859,0.42467187144211493,0.35163049899825927,0.3544698772657859,0.3544698772657859,0.3544698772657859,0.4247323104646057,0.42467187144211493,0.42467187144211493,0.42467187144211493,reid,2,normalized_delta,128
22,0.3360574869733108,0.3978704421024304,0.3328795550096976,0.3360574869733108,0.3360574869733108,0.3360574869733108,0.39770089319790713,0.3978704421024304,0.3978704421024304,0.3978704421024304,reid,2,normalized_delta,128
23,0.3143998932485518,0.38177483587060124,0.31098216862270706,0.3143998932485518,0.3143998932485518,0.3143998932485518,0.38138922772486694,0.38177483587060124,0.38177483587060124,0.38177483587060124,reid,2,normalized_delta,128
24,0.2974025306929099,0.3680314687662758,0.29386858344078065,0.2974025306929099,0.2974025306929099,0.2974025306929099,0.36751632900268305,0.3680314687662758,0.3680314687662758,0.3680314687662758,reid,2,normalized_delta,128
25,0.2835169714728468,0.35919889382785186,0.27995837773931653,0.2835169714728468,0.2835169714728468,0.2835169714728468,0.35866683287895285,0.35919889382785186,0.35919889382785186,0.35919889382785186,reid,2,normalized_delta,128
