epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.1165223121643066,0.8922518342733383,1.1165223121643066,0.00011340647082154949,0.0,0.8922518342733383,9.419765592610929e-05,0.0,,,,,,,,,,,1,1,1,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1115032037099202,0.8863320797681808,1.1115032037099202,0.00011277989324298687,0.0,0.8863320797681808,9.356611190014519e-05,0.0,-0.7881215820774659,0.4480667369283541,20.0,-0.7881215820774659,-0.7881215820774659,-0.7881215820774659,-0.7881215820774659,-0.7881215820774659,-0.7881215820774659,-0.7881215820774659,1,1,2,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.0926950474580128,0.878741666674614,1.0926950474580128,0.00011105299199698493,0.0,0.878741666674614,9.275561205868144e-05,0.0,,,,,,,,,,,1,1,3,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.0936437249183655,0.8688561171293259,1.0936437249183655,0.00011095932374397914,0.0,0.8688561171293259,9.169663644570392e-05,0.0,-0.7839244369002132,0.44761056025591267,20.0,-0.7839244369002132,-0.7839244369002132,-0.7839244369002132,-0.7839244369002132,-0.7839244369002132,-0.7839244369002132,-0.7839244369002132,1,1,4,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.0838146805763245,0.8558542728424072,1.0838146805763245,0.00010987964681892966,0.0,0.8558542728424072,9.030056935444009e-05,0.0,,,,,,,,,,,1,1,5,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.0653530756632488,0.8389090597629547,1.0653530756632488,0.0001079605159854206,0.0,0.8389090597629547,8.847431581671117e-05,0.0,-0.7775931631508981,0.4467187863946594,20.0,-0.7775931631508981,-0.7775931631508981,-0.7775931631508981,-0.7775931631508981,-0.7775931631508981,-0.7775931631508981,-0.7775931631508981,1,1,6,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,1.0534628828366597,0.817063644528389,1.0534628828366597,0.00010675630619516596,0.0,0.817063644528389,8.610625627625268e-05,0.0,,,,,,,,,,,1,1,7,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,1.0242232779661815,0.78937928378582,1.0242232779661815,0.00010354178205792171,0.0,0.78937928378582,8.308560518344166e-05,0.0,-0.7612065370420928,0.4452434949336047,20.0,-0.7612065370420928,-0.7612065370420928,-0.7612065370420928,-0.7612065370420928,-0.7612065370420928,-0.7612065370420928,-0.7612065370420928,1,1,8,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.993171751499176,0.7556995898485184,0.993171751499176,0.00010005964092367019,0.0,0.7556995898485184,7.937739792396314e-05,0.0,,,,,,,,,,,1,1,9,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.9481315612792969,0.7162450924515724,0.9481315612792969,9.551252151140943e-05,0.0,0.7162450924515724,7.498555805796059e-05,0.0,-0.7187910173655732,0.44284209816945,20.0,-0.7187910173655732,-0.7187910173655732,-0.7187910173655732,-0.7187910173655732,-0.7187910173655732,-0.7187910173655732,-0.7187910173655732,1,1,10,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.9194311996301016,0.6718397438526154,0.9194311996301016,9.197139903941813e-05,0.0,0.6718397438526154,6.99719075782923e-05,0.0,,,,,,,,,,,1,1,11,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.8818569382031759,0.6237599030137062,0.8818569382031759,8.768487047442856e-05,0.0,0.6237599030137062,6.444984319387004e-05,0.0,-0.6094749413595884,0.43973096640755305,20.0,-0.6094749413595884,-0.6094749413595884,-0.6094749413595884,-0.6094749413595884,-0.6094749413595884,-0.6094749413595884,-0.6094749413595884,1,1,12,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
13,0.8198867738246918,0.5739382579922676,0.8198867738246918,8.06984292770115e-05,0.0,0.5739382579922676,5.860526925971499e-05,0.0,,,,,,,,,,,1,1,13,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
14,0.7737381358941396,0.5254584699869156,0.7737381358941396,7.530045331805013e-05,0.0,0.5254584699869156,5.275637431623181e-05,0.0,-0.39884135616534366,0.43619907962950616,20.0,-0.39884135616534366,-0.39884135616534366,-0.39884135616534366,-0.39884135616534366,-0.39884135616534366,-0.39884135616534366,-0.39884135616534366,1,1,14,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
15,0.7250927189985911,0.4822206012904644,0.7250927189985911,6.924042039220997e-05,0.0,0.4822206012904644,4.733161949843634e-05,0.0,,,,,,,,,,,1,1,15,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
16,0.6956056455771128,0.44808313995599747,0.6956056455771128,6.534621206810698e-05,0.0,0.44808313995599747,4.282225199858658e-05,0.0,-0.12127960412461425,0.4323032791321931,20.0,-0.12127960412461425,-0.12127960412461425,-0.12127960412461425,-0.12127960412461425,-0.12127960412461425,-0.12127960412461425,-0.12127960412461425,1,1,16,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
17,0.6670866509278616,0.4243394806981087,0.6670866509278616,6.14616007320971e-05,0.0,0.4243394806981087,3.953374471166171e-05,0.0,,,,,,,,,,,1,1,17,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
18,0.6420081357161204,0.4068443030118942,0.6420081357161204,5.8337513716348134e-05,0.0,0.4068443030118942,3.72274362234748e-05,0.0,0.055863106476013336,0.4277968859022239,20.0,0.055863106476013336,0.055863106476013336,0.055863106476013336,0.055863106476013336,0.055863106476013336,0.055863106476013336,0.055863106476013336,1,1,18,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
19,0.6172685623168945,0.39033225923776627,0.6172685623168945,5.550542421891199e-05,0.0,0.39033225923776627,3.530016374497791e-05,0.0,,,,,,,,,,,1,1,19,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
20,0.6054137150446574,0.37428051233291626,0.6054137150446574,5.411400525190402e-05,0.0,0.37428051233291626,3.351761552039534e-05,0.0,0.08876690431373879,0.42474422442368753,20.0,0.08876690431373879,0.08876690431373879,0.08876690431373879,0.08876690431373879,0.08876690431373879,0.08876690431373879,0.08876690431373879,1,1,20,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
21,0.5913375020027161,0.36016158014535904,0.5913375020027161,5.243925018779313e-05,0.0,0.36016158014535904,3.19107298309973e-05,0.0,,,,,,,,,,,1,1,21,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
22,0.5783921281496683,0.34736236557364464,0.5783921281496683,5.093616285497168e-05,0.0,0.34736236557364464,3.0403010896407068e-05,0.0,0.0686970059272437,0.421749355552754,20.0,0.0686970059272437,0.0686970059272437,0.0686970059272437,0.0686970059272437,0.0686970059272437,0.0686970059272437,0.0686970059272437,1,1,22,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
23,0.5581128199895223,0.33472779020667076,0.5581128199895223,4.891478117012108e-05,0.0,0.33472779020667076,2.890646351261239e-05,0.0,,,,,,,,,,,1,1,23,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
24,0.5522466003894806,0.3226334862411022,0.5522466003894806,4.797457343859909e-05,0.0,0.3226334862411022,2.7514710382092744e-05,0.0,0.07753842104106101,0.41728337567574236,20.0,0.07753842104106101,0.07753842104106101,0.07753842104106101,0.07753842104106101,0.07753842104106101,0.07753842104106101,0.07753842104106101,1,1,24,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
25,0.5386637101570765,0.31129904463887215,0.5386637101570765,4.649903955093274e-05,0.0,0.31129904463887215,2.622512624839146e-05,0.0,,,,,,,,,,,1,1,25,lj_noisy,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
