epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.5813887607256571,1.120252124130726,0.5819004445572694,0.5813887607256571,0.5813887607256571,0.5813887607256571,1.0773067829608918,1.120252124130726,1.120252124130726,1.120252124130726,noisy-LJ only,4,normalized_delta,96
2,0.4241528340006868,0.8977060785591602,0.4244487298503518,0.4241528340006868,0.4241528340006868,0.4241528340006868,0.8555456449389458,0.8977060785591602,0.8977060785591602,0.8977060785591602,noisy-LJ only,4,normalized_delta,96
3,0.3419807748173674,0.5954540690481662,0.3418669942865769,0.3419807748173674,0.3419807748173674,0.3419807748173674,0.5713862282037735,0.5954540690481662,0.5954540690481662,0.5954540690481662,noisy-LJ only,4,normalized_delta,96
4,0.32747811897347373,0.47042320284247396,0.3272300327072541,0.32747811897347373,0.32747811897347373,0.32747811897347373,0.4592008248269558,0.47042320284247396,0.47042320284247396,0.47042320284247396,noisy-LJ only,4,normalized_delta,96
5,0.3225429409742355,0.4339585515707731,0.3222543716207147,0.3225429409742355,0.3225429409742355,0.3225429409742355,0.4260808959305286,0.4339585515707731,0.4339585515707731,0.4339585515707731,noisy-LJ only,4,normalized_delta,96
6,0.31943976153433323,0.41520721386373044,0.3191536808535457,0.31943976153433323,0.31943976153433323,0.31943976153433323,0.40876377491652965,0.41520721386373044,0.41520721386373044,0.41520721386373044,noisy-LJ only,4,normalized_delta,96
7,0.316484762587895,0.40330950638651847,0.3162087445259094,0.316484762587895,0.316484762587895,0.316484762587895,0.39774534840881826,0.40330950638651847,0.40330950638651847,0.40330950638651847,noisy-LJ only,4,normalized_delta,96
8,0.3134109617906312,0.3954632975012064,0.3131418545382718,0.3134109617906312,0.3134109617906312,0.3134109617906312,0.39054836101830004,0.3954632975012064,0.3954632975012064,0.3954632975012064,noisy-LJ only,4,normalized_delta,96
9,0.31022270781174305,0.39050625225901603,0.30994523370141785,0.31022270781174305,0.31022270781174305,0.31022270781174305,0.38611297765374186,0.39050625225901603,0.39050625225901603,0.39050625225901603,noisy-LJ only,4,normalized_delta,96
10,0.3074257815045615,0.3849150519967079,0.3071226074633499,0.3074257815045615,0.3074257815045615,0.3074257815045615,0.3809621739536524,0.3849150519967079,0.3849150519967079,0.3849150519967079,noisy-LJ only,4,normalized_delta,96
