epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.6879051983356476,0.5055056344129537,0.6992635080688878,0.6863174865120336,0.8547487528700578,0.522649348252698,0.6879051958782632,0.8547487528700578,0.4999597025250918,0.37344237632350996,0.7121979383518919,0.4418398493435234,0.5091600546729751,0.7121979383518919,0.35384777827311775,-0.21627067159440583,1.4240578593671671e-05,-0.21627067159440583,-0.698962453529951,1.1230533777961682e-05,-0.698962453529951,0.035428655055792624,1.1132446161354892e-05,0.035428655055792624,-0.2932681566895214,-0.698962453529951,2D AE mixed-T exclusion,2,normalized_delta,96
2,0.4076623517431711,0.427901859395206,0.42160763858180295,0.49630601962930276,0.3774922983034661,0.3491887344733665,0.4076623508020451,0.49630601962930276,0.42217902210786157,0.31678292018477805,0.6258663087501191,0.3527413922129199,0.431796873715939,0.6258663087501191,0.43905397847495997,-0.06091074607889779,9.147080612592618e-06,-0.06091074607889779,-0.011555836635926964,8.626690191704257e-06,-0.011555836635926964,0.11671608735447292,8.886919329142983e-06,0.11671608735447292,0.01474983487988272,-0.06091074607889779,2D AE mixed-T exclusion,2,normalized_delta,96
3,0.365680111238831,0.3688687437508059,0.3738250546549496,0.4284232165468366,0.34540661812612883,0.32321049825925574,0.36568011097740705,0.4284232165468366,0.36159729865428647,0.3003387119533727,0.47489520156523213,0.3478394339908846,0.37435778250316315,0.47489520156523213,0.5214575132054826,0.1584896529852352,8.758841647704686e-06,0.1584896529852352,-0.05291889228214686,8.47901262659434e-06,-0.05291889228214686,0.060222466678719,9.217433841968159e-06,0.060222466678719,0.05526440912726912,-0.05291889228214686,2D AE mixed-T exclusion,2,normalized_delta,96
4,0.31205154845589084,0.339190902923675,0.3062596319537414,0.30281166785249586,0.33778680476703143,0.29555617468921763,0.312051549102915,0.33778680476703143,0.33303944451832457,0.2893226304440759,0.39021141329430975,0.3497292034444399,0.34308774906094186,0.39021141329430975,0.7103326284688705,0.4625778044886847,7.951162672270584e-06,0.4625778044886847,-0.17509969713242302,8.665253426443087e-06,-0.17509969713242302,0.5974040368390636,8.679724271587474e-06,0.5974040368390636,0.2949607147317751,-0.17509969713242302,2D AE mixed-T exclusion,2,normalized_delta,96
5,0.29203629556455113,0.3163330212382502,0.2835182361696896,0.26798746609374097,0.32756757230350847,0.28055384770820013,0.2920362953684832,0.32756757230350847,0.3104582684065558,0.2754148395761149,0.32891128727351315,0.35482653829967603,0.319717555049768,0.35482653829967603,0.7165305998646447,0.578848716192459,7.466868271421845e-06,0.578848716192459,-0.5446986089439783,9.271200883631537e-06,-0.5446986089439783,0.30999842307387604,9.259581202059052e-06,0.30999842307387604,0.11471617677411894,-0.5446986089439783,2D AE mixed-T exclusion,2,normalized_delta,96
6,0.2310954894282316,0.2363055976230259,0.22021604117594268,0.17317981116081538,0.3180723330692241,0.20203432681921282,0.23109549034975077,0.3180723330692241,0.23384486287587175,0.20169597712083487,0.16818048570712563,0.3423532821179833,0.23740991498198127,0.3423532821179833,0.9444536000302997,0.9281867605053826,4.275414619314688e-06,0.9281867605053826,-0.22510299991393112,8.838688631840342e-06,-0.22510299991393112,0.9538227934170082,6.801997346883581e-06,0.9538227934170082,0.5523021846694866,-0.22510299991393112,2D AE mixed-T exclusion,2,normalized_delta,96
7,0.20275882309988924,0.22954200410504677,0.19132293639214415,0.13008405156433583,0.30866677298357614,0.1695256441047317,0.20275882288421454,0.30866677298357614,0.2270068171164511,0.1989403845909692,0.15835666278144345,0.33492276463948656,0.23073993733729972,0.33492276463948656,0.9450227056541932,0.9203170875174745,3.919652010608843e-06,0.9203170875174745,-0.06630055127440104,8.657733565087255e-06,-0.06630055127440104,0.9632145284326007,6.625064122545154e-06,0.9632145284326007,0.6057436882252247,-0.06630055127440104,2D AE mixed-T exclusion,2,normalized_delta,96
8,0.1988616743762242,0.227212529352523,0.18724744308151697,0.12380046444503885,0.3077526647793619,0.16503189160047393,0.19886167360829154,0.3077526647793619,0.2246614706432937,0.20076953831448918,0.1532367225154303,0.331395028726547,0.22846709651882216,0.331395028726547,0.9468096250219334,0.9250865392005313,3.828454055110342e-06,0.9250865392005313,-0.13423028627157296,8.677498817633022e-06,-0.13423028627157296,0.9710162771238356,6.694970716125681e-06,0.9710162771238356,0.5872908433509313,-0.13423028627157296,2D AE mixed-T exclusion,2,normalized_delta,96
9,0.19628160090038652,0.2231009925004879,0.18454438432266837,0.1209436849347855,0.30485173961833906,0.16304938004989372,0.19628160153433946,0.30485173961833906,0.22063334553110364,0.19419738857686752,0.146532741462579,0.3321659927314613,0.2242987075903026,0.3321659927314613,0.9566058345400198,0.9524953666963086,3.4632715170346274e-06,0.9524953666963086,-0.19467765053464525,8.604291861047386e-06,-0.19467765053464525,0.9673874311396753,6.5668261584050924e-06,0.9673874311396753,0.5750683824337796,-0.19467765053464525,2D AE mixed-T exclusion,2,normalized_delta,96
10,0.19464396414788146,0.22573929435794093,0.1829132449862204,0.11847415427236181,0.3035173909052422,0.1619403524226264,0.19464396586674346,0.3035173909052422,0.22312350771389902,0.19856125171281747,0.1524179000116419,0.32987829089688603,0.2269524808737818,0.32987829089688603,0.9490944259174217,0.9364002539519221,3.479262932160054e-06,0.9364002539519221,-0.26065569168657876,8.593088932684622e-06,-0.26065569168657876,0.9689503988039354,6.50590681061658e-06,0.9689503988039354,0.5482316536897596,-0.26065569168657876,2D AE mixed-T exclusion,2,normalized_delta,96
