source,rollout_steps,used,total,p_ratio_r2,p_ratio_mae,target_variance,kind,dimension,seed
depablo_mixed_temp,10,20,20,0.3310568392693238,0.2914886824345689,0.1792210970466572,ae,2,786
depablo_mixed_temp,25,20,20,0.7699750044517343,0.1638313166306236,0.1814265265332104,ae,2,786
depablo_mixed_temp,50,20,20,0.8324868710919864,0.1100262999657646,0.1290510646927359,ae,2,786
depablo_mixed_temp,75,20,20,0.951462920109824,0.066215194085829,0.1721180025747532,ae,2,786
depablo_mixed_temp,100,20,20,0.8969783347807323,0.0801961454230396,0.1264354805514444,ae,2,786
lj_noisy,5,20,20,-14.73161867282868,0.1208784637517772,0.0012192600578043,ae,2,786
lj_noisy,10,20,20,-5.870455046395595,0.1027579935368141,0.0021538442446725,ae,2,786
lj_noisy,25,20,20,-0.7864065023043629,0.0711293414537944,0.0041168599721615,ae,2,786
lj_noisy,50,20,20,0.4070783809664414,0.043671065851199,0.0047651600463273,ae,2,786
lj_noisy,75,20,20,0.5365240366310182,0.0414826410153741,0.0050961142073924,ae,2,786
lj_noisy,100,20,20,0.2859926950507379,0.0550799410645456,0.0053100823581802,ae,2,786
reid,5,20,20,0.037120978095596,0.1231921078567709,0.0215407678341569,rollout,2,786
reid,10,20,20,0.2668244454274479,0.122872842507207,0.0283466184553629,rollout,2,786
reid,25,20,20,0.5799583862174409,0.1022245595420805,0.0340742914742546,rollout,2,786
reid,50,20,20,0.730072486228469,0.0856834744821286,0.03674579830514,rollout,2,786
reid,75,20,20,0.7791451381331059,0.0787666907428918,0.0381454871288846,rollout,2,786
reid,100,20,20,0.798198621004593,0.0752900815414977,0.0392619338029476,rollout,2,786
depablo_low_temp,5,20,20,0.4559181150038492,0.1565164827640962,0.0635535199374179,rollout,2,786
depablo_low_temp,10,20,20,0.5710305540412619,0.1540635560535534,0.0890919672458267,rollout,2,786
depablo_low_temp,25,20,20,0.7768847975870504,0.1209156349108719,0.1113451632350467,rollout,2,786
depablo_low_temp,50,20,20,0.8875414009807823,0.0901214571206933,0.121923909291221,rollout,2,786
depablo_low_temp,75,20,20,0.9208949122071955,0.0774032057827541,0.1271388104990921,rollout,2,786
depablo_low_temp,100,20,20,0.9346165504128316,0.0719389316344634,0.1309363081666797,rollout,2,786
depablo_mixed_temp,5,20,20,-0.1436278624363609,0.4035786942227236,0.2267994575756468,rollout,2,786
depablo_mixed_temp,10,20,20,0.237046813709684,0.2880840677311628,0.1792210970466572,rollout,2,786
depablo_mixed_temp,25,20,20,0.3757960711926424,0.2352995156197401,0.1814265265332104,rollout,2,786
depablo_mixed_temp,50,20,20,0.559968609122405,0.1832845315260011,0.1290510646927359,rollout,2,786
depablo_mixed_temp,75,20,20,0.6859882092750484,0.1417194349533715,0.1721180025747532,rollout,2,786
depablo_mixed_temp,100,20,20,0.8961061339930103,0.0883518276877507,0.1264354805514444,rollout,2,786
lj_noisy,5,20,20,-23.03328452614098,0.149351376225379,0.0012192600578043,rollout,2,786
lj_noisy,10,20,20,-16.45831072230706,0.180978061035022,0.0021538442446725,rollout,2,786
lj_noisy,25,20,20,-12.944912663382496,0.2291981038712491,0.0041168599721615,rollout,2,786
lj_noisy,50,20,20,-13.946488989815412,0.2561562945941814,0.0047651600463273,rollout,2,786
lj_noisy,75,20,20,-13.712622297261497,0.2616620006305459,0.0050961142073924,rollout,2,786
lj_noisy,100,20,20,-12.97586807291409,0.2588283977267637,0.0053100823581802,rollout,2,786
reid,5,20,20,-0.4715622976689455,0.1513530298251517,0.0215407678341569,ae,2,2026
reid,10,20,20,0.6116447341847302,0.0923696951497169,0.0283466184553629,ae,2,2026
reid,25,20,20,0.9440884472204234,0.0315864632718692,0.0340742914742546,ae,2,2026
reid,50,20,20,0.981305947470892,0.0211140937283395,0.03674579830514,ae,2,2026
reid,75,20,20,0.9855051248176931,0.0194933475046624,0.0381454871288846,ae,2,2026
reid,100,20,20,0.9840784999278064,0.0192999652673208,0.0392619338029476,ae,2,2026
depablo_low_temp,5,20,20,0.5247784906936963,0.1518215754482103,0.0635535199374179,ae,2,2026
depablo_low_temp,10,20,20,0.7147110103906169,0.1291688252572829,0.0890919672458267,ae,2,2026
depablo_low_temp,25,20,20,0.8463000920115904,0.1049053858041569,0.1113451632350467,ae,2,2026
depablo_low_temp,50,20,20,0.9379560430820192,0.0795892631659154,0.121923909291221,ae,2,2026
depablo_low_temp,75,20,20,0.9660588998297492,0.0603833497766126,0.1271388104990921,ae,2,2026
depablo_low_temp,100,20,20,0.9771854983475292,0.0459340632097633,0.1309363081666797,ae,2,2026
depablo_mixed_temp,5,20,20,-0.0404061251948237,0.3947682857988198,0.2267994575756468,ae,2,2026
depablo_mixed_temp,10,20,20,0.3079901893952185,0.2846340359244036,0.1792210970466572,ae,2,2026
