source,rollout_steps,used,total,p_ratio_r2,p_ratio_mae,target_variance,kind,dimension,seed
lj_noisy,10,20,20,-14.51721611843152,0.156084110495361,0.0021538442446725,rollout,4,3456456
lj_noisy,25,20,20,-9.956698381026058,0.1893675355342265,0.0041168599721615,rollout,4,3456456
lj_noisy,50,20,20,-9.358621604479884,0.1990737658538761,0.0047651600463273,rollout,4,3456456
lj_noisy,75,20,20,-8.141126318541245,0.1907054468448558,0.0050961142073924,rollout,4,3456456
lj_noisy,100,20,20,-7.357035379433116,0.1849039293134535,0.0053100823581802,rollout,4,3456456
reid,5,20,20,-4.580466787334301,0.3119517185727291,0.0215407678341569,ae,4,123
reid,10,20,20,-1.648234938125504,0.2458088140799471,0.0283466184553629,ae,4,123
reid,25,20,20,0.4350679127703938,0.1184215339890391,0.0340742914742546,ae,4,123
reid,50,20,20,0.8972559516609987,0.0529914204239772,0.03674579830514,ae,4,123
reid,75,20,20,0.9497863905277342,0.0372637847359282,0.0381454871288846,ae,4,123
reid,100,20,20,0.9459512997781938,0.0397567577152303,0.0392619338029476,ae,4,123
depablo_low_temp,5,20,20,0.4493780805044286,0.14802688303899,0.0635535199374179,ae,4,123
depablo_low_temp,10,20,20,0.5864913542266068,0.145909536232017,0.0890919672458267,ae,4,123
depablo_low_temp,25,20,20,0.8167061344244677,0.1020495799367417,0.1113451632350467,ae,4,123
depablo_low_temp,50,20,20,0.9248682296382986,0.0656589400187464,0.121923909291221,ae,4,123
depablo_low_temp,75,20,20,0.9535287553147858,0.0521298001392244,0.1271388104990921,ae,4,123
depablo_low_temp,100,20,20,0.9611129632472134,0.0512583223417481,0.1309363081666797,ae,4,123
depablo_mixed_temp,5,20,20,0.0605516343524472,0.3491547212242271,0.2267994575756468,ae,4,123
depablo_mixed_temp,10,20,20,0.4384266671946288,0.2625909169125621,0.1792210970466572,ae,4,123
depablo_mixed_temp,25,20,20,0.0016081347493352,0.2218011133346284,0.1814265265332104,ae,4,123
depablo_mixed_temp,50,20,20,0.7798150368211506,0.1240515063248598,0.1290510646927359,ae,4,123
depablo_mixed_temp,75,20,20,0.9546816264354548,0.065681158586844,0.1721180025747532,ae,4,123
depablo_mixed_temp,100,20,20,0.9416252044050142,0.0594934123178279,0.1264354805514444,ae,4,123
lj_noisy,5,20,20,-20.470067818759723,0.1402085769259456,0.0012192600578043,ae,4,123
lj_noisy,10,20,20,-6.559451408643879,0.1090060446132891,0.0021538442446725,ae,4,123
lj_noisy,25,20,20,-0.3851266254804795,0.0672757232849895,0.0041168599721615,ae,4,123
lj_noisy,50,20,20,0.4799257609523611,0.0414311729062357,0.0047651600463273,ae,4,123
lj_noisy,75,20,20,0.5264294183901755,0.0376816897125932,0.0050961142073924,ae,4,123
lj_noisy,100,20,20,0.1874460976626192,0.0526829251896444,0.0053100823581802,ae,4,123
reid,5,20,20,-4.32553840282204,0.304649084348123,0.0215407678341569,rollout,4,123
reid,10,20,20,-1.696846102669852,0.2446141243966345,0.0283466184553629,rollout,4,123
reid,25,20,20,0.156831266714559,0.1414490953235492,0.0340742914742546,rollout,4,123
reid,50,20,20,0.6536485672353112,0.0940095002189125,0.03674579830514,rollout,4,123
reid,75,20,20,0.7657181201139336,0.0782298736666537,0.0381454871288846,rollout,4,123
reid,100,20,20,0.7957386505175202,0.0736576306751811,0.0392619338029476,rollout,4,123
depablo_low_temp,5,20,20,0.5432541838742557,0.1407001751283478,0.0635535199374179,rollout,4,123
depablo_low_temp,10,20,20,0.6284736832049715,0.1438603340385941,0.0890919672458267,rollout,4,123
depablo_low_temp,25,20,20,0.7802167089191705,0.1250806183037171,0.1113451632350467,rollout,4,123
depablo_low_temp,50,20,20,0.8778555915681536,0.0996892578661947,0.121923909291221,rollout,4,123
depablo_low_temp,75,20,20,0.9191081774394556,0.0827454380484503,0.1271388104990921,rollout,4,123
depablo_low_temp,100,20,20,0.9366581178953666,0.0726406303999319,0.1309363081666797,rollout,4,123
depablo_mixed_temp,5,20,20,0.0806242209073645,0.3369103205490842,0.2267994575756468,rollout,4,123
depablo_mixed_temp,10,20,20,0.1841082170497329,0.2970539003396005,0.1792210970466572,rollout,4,123
depablo_mixed_temp,25,20,20,0.3812138414344631,0.2489137200430352,0.1814265265332104,rollout,4,123
depablo_mixed_temp,50,20,20,0.5696373802460001,0.1943879369022818,0.1290510646927359,rollout,4,123
depablo_mixed_temp,75,20,20,0.6572225585009551,0.1602372300567269,0.1721180025747532,rollout,4,123
depablo_mixed_temp,100,20,20,0.8916809673025333,0.0993281897306941,0.1264354805514444,rollout,4,123
lj_noisy,5,20,20,-34.80572362681726,0.1834257114414685,0.0012192600578043,rollout,4,123
lj_noisy,10,20,20,-20.160842178977465,0.1851074369813118,0.0021538442446725,rollout,4,123
lj_noisy,25,20,20,-11.537019483468764,0.2054313943508218,0.0041168599721615,rollout,4,123
lj_noisy,50,20,20,-10.507944414930336,0.2175605887804984,0.0047651600463273,rollout,4,123
lj_noisy,75,20,20,-9.276510497925734,0.2121227213361952,0.0050961142073924,rollout,4,123
lj_noisy,100,20,20,-8.331061790594799,0.2047502268890756,0.0053100823581802,rollout,4,123
reid,5,20,20,-3.1599834294997224,0.2543395314266494,0.0215407678341569,ae,4,456
reid,10,20,20,-1.131319391569494,0.2049382410133452,0.0283466184553629,ae,4,456
reid,25,20,20,0.2724792677494697,0.1246767077342538,0.0340742914742546,ae,4,456
reid,50,20,20,0.8775497645324827,0.0554050054697061,0.03674579830514,ae,4,456
reid,75,20,20,0.9368527634384158,0.0425366359069436,0.0381454871288846,ae,4,456
reid,100,20,20,0.9299034795656884,0.0434390819952312,0.0392619338029476,ae,4,456
depablo_low_temp,5,20,20,0.1129746328579864,0.1652148293221866,0.0635535199374179,ae,4,456
depablo_low_temp,10,20,20,0.4599000763773578,0.1659628229819696,0.0890919672458267,ae,4,456
depablo_low_temp,25,20,20,0.7597543931437414,0.1241457906901144,0.1113451632350467,ae,4,456
depablo_low_temp,50,20,20,0.9132995618314744,0.0739146720449177,0.121923909291221,ae,4,456
depablo_low_temp,75,20,20,0.953577847060368,0.0519141503256599,0.1271388104990921,ae,4,456
depablo_low_temp,100,20,20,0.9676492122959464,0.0499496538168446,0.1309363081666797,ae,4,456
depablo_mixed_temp,5,20,20,-0.3146288140288451,0.4425400860824698,0.2267994575756468,ae,4,456
depablo_mixed_temp,10,20,20,0.1082744418883836,0.2897903937133817,0.1792210970466572,ae,4,456
depablo_mixed_temp,25,20,20,0.4568631041698499,0.2159021843210766,0.1814265265332104,ae,4,456
depablo_mixed_temp,50,20,20,0.5686209651353331,0.137573344889663,0.1290510646927359,ae,4,456
depablo_mixed_temp,75,20,20,0.9143064068252332,0.083023595788279,0.1721180025747532,ae,4,456
depablo_mixed_temp,100,20,20,0.9199013847270748,0.0801415684647338,0.1264354805514444,ae,4,456
lj_noisy,5,20,20,-32.83266362634588,0.1543352723646413,0.0012192600578043,ae,4,456
lj_noisy,10,20,20,-11.779232288584645,0.1289440974077738,0.0021538442446725,ae,4,456
lj_noisy,25,20,20,-1.9946431884506328,0.0901969182623873,0.0041168599721615,ae,4,456
lj_noisy,50,20,20,-0.4093532654672323,0.0668529869172335,0.0047651600463273,ae,4,456
lj_noisy,75,20,20,-1.2152056356714578,0.0818822267851631,0.0050961142073924,ae,4,456
lj_noisy,100,20,20,-3.467735139410244,0.1118606478315412,0.0053100823581802,ae,4,456
reid,5,20,20,-6.137372039285971,0.2887293058709108,0.0215407678341569,rollout,4,456
reid,10,20,20,-1.48894712273901,0.221355497174438,0.0283466184553629,rollout,4,456
reid,25,20,20,-0.2156458218218357,0.1634899396345589,0.0340742914742546,rollout,4,456
reid,50,20,20,0.5019917143902752,0.1138919493193559,0.03674579830514,rollout,4,456
reid,75,20,20,0.6192787752910047,0.0977886675437593,0.0381454871288846,rollout,4,456
reid,100,20,20,0.5997770230676918,0.1011755205931517,0.0392619338029476,rollout,4,456
depablo_low_temp,5,20,20,0.0992767539384091,0.1681320186499582,0.0635535199374179,rollout,4,456
depablo_low_temp,10,20,20,0.4289644916863817,0.1764640730653679,0.0890919672458267,rollout,4,456
depablo_low_temp,25,20,20,0.680290636997003,0.1576739873689157,0.1113451632350467,rollout,4,456
depablo_low_temp,50,20,20,0.8222049783366384,0.1279327411771882,0.121923909291221,rollout,4,456
depablo_low_temp,75,20,20,0.8562770458815456,0.1175487262629222,0.1271388104990921,rollout,4,456
depablo_low_temp,100,20,20,0.8687580058457541,0.1136432931816041,0.1309363081666797,rollout,4,456
depablo_mixed_temp,5,20,20,0.0412200388275268,0.3637045931596424,0.2267994575756468,rollout,4,456
depablo_mixed_temp,10,20,20,0.075838352662387,0.264572838626382,0.1792210970466572,rollout,4,456
depablo_mixed_temp,25,20,20,0.1859914904278022,0.271368461694198,0.1814265265332104,rollout,4,456
depablo_mixed_temp,50,20,20,0.3961203872516394,0.2111323770426512,0.1290510646927359,rollout,4,456
depablo_mixed_temp,75,20,20,0.6498025254495017,0.1842592807179157,0.1721180025747532,rollout,4,456
depablo_mixed_temp,100,20,20,0.805237974881324,0.1376426183261649,0.1264354805514444,rollout,4,456
lj_noisy,5,20,20,-22.80663970672883,0.1305318313487841,0.0012192600578043,rollout,4,456
lj_noisy,10,20,20,-7.072637485449187,0.1047091320419031,0.0021538442446725,rollout,4,456
lj_noisy,25,20,20,-2.8677995356336963,0.0996433085794383,0.0041168599721615,rollout,4,456
lj_noisy,50,20,20,-3.886253398477586,0.11947459803591,0.0047651600463273,rollout,4,456
lj_noisy,75,20,20,-4.407677393398315,0.1288902201273906,0.0050961142073924,rollout,4,456
lj_noisy,100,20,20,-4.409957246189986,0.1287864423244969,0.0053100823581802,rollout,4,456
reid,5,20,20,-1.1949609484921964,0.191648703194911,0.0215407678341569,ae,4,786
reid,10,20,20,-0.1073515980810269,0.1524564441857795,0.0283466184553629,ae,4,786
reid,25,20,20,0.7538091766935555,0.0667349941623794,0.0340742914742546,ae,4,786
reid,50,20,20,0.9360247982324216,0.0385806250592076,0.03674579830514,ae,4,786
reid,75,20,20,0.9579903200999874,0.0324260338072275,0.0381454871288846,ae,4,786
reid,100,20,20,0.9619097735776913,0.029751058271172,0.0392619338029476,ae,4,786
depablo_low_temp,5,20,20,0.1692382109210732,0.1962052040390102,0.0635535199374179,ae,4,786
depablo_low_temp,10,20,20,0.4831145813332779,0.1809244295683098,0.0890919672458267,ae,4,786
depablo_low_temp,25,20,20,0.8474192648370239,0.1026048633589741,0.1113451632350467,ae,4,786
depablo_low_temp,50,20,20,0.9688379942067477,0.0462168070131622,0.121923909291221,ae,4,786
depablo_low_temp,75,20,20,0.985500811650675,0.0341700940384574,0.1271388104990921,ae,4,786
depablo_low_temp,100,20,20,0.9856974919450364,0.037750839275616,0.1309363081666797,ae,4,786
depablo_mixed_temp,5,20,20,0.0340182558772347,0.3742557652170427,0.2267994575756468,ae,4,786
depablo_mixed_temp,10,20,20,0.14711212932748,0.2812197793196466,0.1792210970466572,ae,4,786
depablo_mixed_temp,25,20,20,0.7979405627552993,0.1444340957517128,0.1814265265332104,ae,4,786
depablo_mixed_temp,50,20,20,0.8029336441225401,0.1114620918242591,0.1290510646927359,ae,4,786
depablo_mixed_temp,75,20,20,0.9826120897005144,0.0453886210967994,0.1721180025747532,ae,4,786
depablo_mixed_temp,100,20,20,0.9621472631085812,0.0478944838514074,0.1264354805514444,ae,4,786
lj_noisy,5,20,20,-7.189700507877177,0.0899748986575393,0.0012192600578043,ae,4,786
lj_noisy,10,20,20,-3.349690514341879,0.083722075080474,0.0021538442446725,ae,4,786
lj_noisy,25,20,20,-0.645377436120852,0.0662391897082693,0.0041168599721615,ae,4,786
lj_noisy,50,20,20,0.5168213679295026,0.0391070654167904,0.0047651600463273,ae,4,786
lj_noisy,75,20,20,0.5638768599899001,0.0417622381003609,0.0050961142073924,ae,4,786
lj_noisy,100,20,20,0.1597629883140364,0.055573001410168,0.0053100823581802,ae,4,786
reid,5,20,20,-1.347554797950504,0.1942724575118501,0.0215407678341569,rollout,4,786
reid,10,20,20,-0.4314631697226205,0.1696175100048534,0.0283466184553629,rollout,4,786
reid,25,20,20,0.3923333236460259,0.1174936493512672,0.0340742914742546,rollout,4,786
reid,50,20,20,0.6814514603374519,0.0910255728668556,0.03674579830514,rollout,4,786
reid,75,20,20,0.7565114065911942,0.0817054565387248,0.0381454871288846,rollout,4,786
reid,100,20,20,0.7537427236412213,0.0832540177533797,0.0392619338029476,rollout,4,786
depablo_low_temp,5,20,20,0.4110375482609745,0.1681632894889565,0.0635535199374179,rollout,4,786
depablo_low_temp,10,20,20,0.6420981660189301,0.1539301521238261,0.0890919672458267,rollout,4,786
depablo_low_temp,25,20,20,0.8720174935179108,0.0958618726517644,0.1113451632350467,rollout,4,786
depablo_low_temp,50,20,20,0.9421999256059396,0.069781709630311,0.121923909291221,rollout,4,786
depablo_low_temp,75,20,20,0.9579666167682244,0.0583168577209007,0.1271388104990921,rollout,4,786
depablo_low_temp,100,20,20,0.9624141845124108,0.0551974946324626,0.1309363081666797,rollout,4,786
depablo_mixed_temp,5,20,20,-0.0340032696794274,0.385127759412088,0.2267994575756468,rollout,4,786
depablo_mixed_temp,10,20,20,0.3476979379420361,0.2545453691667678,0.1792210970466572,rollout,4,786
depablo_mixed_temp,25,20,20,0.3443961345247293,0.2289515272029128,0.1814265265332104,rollout,4,786
depablo_mixed_temp,50,20,20,0.4831695516370198,0.1705541866555028,0.1290510646927359,rollout,4,786
depablo_mixed_temp,75,20,20,0.7349437247204778,0.1336855221683451,0.1721180025747532,rollout,4,786
depablo_mixed_temp,100,20,20,0.90604405612409,0.0914093014767951,0.1264354805514444,rollout,4,786
lj_noisy,5,20,20,-10.497983958671185,0.0995481317947245,0.0012192600578043,rollout,4,786
lj_noisy,10,20,20,-9.2275825372802,0.1371035955865759,0.0021538442446725,rollout,4,786
lj_noisy,25,20,20,-9.859121549111352,0.2003004542823815,0.0041168599721615,rollout,4,786
lj_noisy,50,20,20,-11.215146746598723,0.2274514914637022,0.0047651600463273,rollout,4,786
lj_noisy,75,20,20,-10.982329075283609,0.2301277701933696,0.0050961142073924,rollout,4,786
lj_noisy,100,20,20,-11.440932445916744,0.2384917024356255,0.0053100823581802,rollout,4,786
reid,5,20,20,-2.6869933205355303,0.2274295396298698,0.0215407678341569,ae,4,2026
reid,10,20,20,-0.4768454963301698,0.1762742502839082,0.0283466184553629,ae,4,2026
reid,25,20,20,0.4509851154692752,0.1205053367029835,0.0340742914742546,ae,4,2026
reid,50,20,20,0.8360623973139257,0.0674706536053269,0.03674579830514,ae,4,2026
reid,75,20,20,0.945624937503674,0.037563973955742,0.0381454871288846,ae,4,2026
reid,100,20,20,0.954472920700009,0.0319055131974147,0.0392619338029476,ae,4,2026
depablo_low_temp,5,20,20,0.4098172097814917,0.1594840731235004,0.0635535199374179,ae,4,2026
depablo_low_temp,10,20,20,0.7176194727173697,0.1256578901934113,0.0890919672458267,ae,4,2026
depablo_low_temp,25,20,20,0.8814890824097508,0.082477696165444,0.1113451632350467,ae,4,2026
depablo_low_temp,50,20,20,0.9436770285449996,0.0671962862074088,0.121923909291221,ae,4,2026
depablo_low_temp,75,20,20,0.9597551781139022,0.0565722011322153,0.1271388104990921,ae,4,2026
depablo_low_temp,100,20,20,0.966171203606004,0.0527352675006083,0.1309363081666797,ae,4,2026
depablo_mixed_temp,5,20,20,0.0273279143260541,0.3557321744717082,0.2267994575756468,ae,4,2026
depablo_mixed_temp,10,20,20,0.3833861547955143,0.2719020822814913,0.1792210970466572,ae,4,2026
depablo_mixed_temp,25,20,20,0.7267362912438129,0.1405152916408426,0.1814265265332104,ae,4,2026
depablo_mixed_temp,50,20,20,0.7797436131668967,0.1143052239954301,0.1290510646927359,ae,4,2026
depablo_mixed_temp,75,20,20,0.9440813408139194,0.0683447244638815,0.1721180025747532,ae,4,2026
depablo_mixed_temp,100,20,20,0.9411582207017352,0.05994777386349,0.1264354805514444,ae,4,2026
lj_noisy,5,20,20,-9.903085218534509,0.095988794197965,0.0012192600578043,ae,4,2026
lj_noisy,10,20,20,-3.755287749640417,0.0883221956580727,0.0021538442446725,ae,4,2026
lj_noisy,25,20,20,-0.3901506979282763,0.0681704149102963,0.0041168599721615,ae,4,2026
lj_noisy,50,20,20,0.4311760021696922,0.0447827779090417,0.0047651600463273,ae,4,2026
lj_noisy,75,20,20,0.4201162528221577,0.0440997185142153,0.0050961142073924,ae,4,2026
lj_noisy,100,20,20,-0.0443825508983222,0.0632586515692316,0.0053100823581802,ae,4,2026
reid,5,20,20,-3.262893786610481,0.2448005413621825,0.0215407678341569,rollout,4,2026
reid,10,20,20,-0.7693687063191683,0.1962897614495699,0.0283466184553629,rollout,4,2026
reid,25,20,20,0.1040318797548,0.1528219909064891,0.0340742914742546,rollout,4,2026
reid,50,20,20,0.4859412223140721,0.1138656558219634,0.03674579830514,rollout,4,2026
reid,75,20,20,0.6573935981949488,0.0929972718754991,0.0381454871288846,rollout,4,2026
reid,100,20,20,0.7169479181520402,0.0833564256428494,0.0392619338029476,rollout,4,2026
depablo_low_temp,5,20,20,0.3455557825120879,0.163977771184603,0.0635535199374179,rollout,4,2026
depablo_low_temp,10,20,20,0.7203472437173803,0.1250740493012974,0.0890919672458267,rollout,4,2026
depablo_low_temp,25,20,20,0.8474469359821288,0.0997662413338948,0.1113451632350467,rollout,4,2026
depablo_low_temp,50,20,20,0.902679104142258,0.0886062448006414,0.121923909291221,rollout,4,2026
depablo_low_temp,75,20,20,0.9259408747767508,0.0791984446696184,0.1271388104990921,rollout,4,2026
depablo_low_temp,100,20,20,0.9378201041367908,0.0743637615384823,0.1309363081666797,rollout,4,2026
depablo_mixed_temp,5,20,20,0.0962180999567505,0.3344621856846063,0.2267994575756468,rollout,4,2026
depablo_mixed_temp,10,20,20,0.1417870205026449,0.2886217850998067,0.1792210970466572,rollout,4,2026
depablo_mixed_temp,25,20,20,0.3848895694949714,0.2380861816731788,0.1814265265332104,rollout,4,2026
depablo_mixed_temp,50,20,20,0.5671145452087221,0.1834253335670108,0.1290510646927359,rollout,4,2026
depablo_mixed_temp,75,20,20,0.6710074447912,0.1463315915583078,0.1721180025747532,rollout,4,2026
depablo_mixed_temp,100,20,20,0.9033992677527208,0.0899836088696093,0.1264354805514444,rollout,4,2026
lj_noisy,5,20,20,-16.847174482942886,0.1283131673475007,0.0012192600578043,rollout,4,2026
lj_noisy,10,20,20,-12.298681873529834,0.1476931991910556,0.0021538442446725,rollout,4,2026
lj_noisy,25,20,20,-9.819652158602498,0.1852574781867038,0.0041168599721615,rollout,4,2026
lj_noisy,50,20,20,-10.320376534688611,0.2111851904877687,0.0047651600463273,rollout,4,2026
lj_noisy,75,20,20,-10.000866818079697,0.2172984574961053,0.0050961142073924,rollout,4,2026
lj_noisy,100,20,20,-9.558270657799676,0.2186566246855777,0.0053100823581802,rollout,4,2026
