source,split,index,original_index,target,z0_0,z0_1,z1_0,z1_1,z5_0,z5_1
reid,calibration,1,45,-0.232251246533386,-0.7033609747886658,-1.1274962425231934,-0.7475627064704895,-1.1806340217590332,-0.9690093398094177,-1.44687819480896
reid,calibration,2,43,0.34530588309025634,-1.0969425439834595,-1.5628324747085571,-1.1339616775512695,-1.6072778701782227,-1.2754606008529663,-1.7771708965301514
reid,calibration,3,73,0.3546914498807752,-1.187312126159668,-1.6699875593185425,-1.2232489585876465,-1.7131353616714478,-1.3611350059509277,-1.8786709308624268
reid,calibration,4,85,-0.04034466635495291,-0.775725781917572,-1.2042927742004395,-0.8192748427391052,-1.2566213607788086,-1.0108356475830078,-1.4868055582046509
reid,calibration,5,22,-0.41202700293673356,-0.7684506773948669,-1.2060065269470215,-0.8179264664649963,-1.26535165309906,-1.0836882591247559,-1.5842257738113403
reid,calibration,6,47,-0.2000712201151801,-0.6999035477638245,-1.1225675344467163,-0.7459723353385925,-1.1778796911239624,-0.9644783735275269,-1.4402400255203247
reid,calibration,7,27,-0.16419202194022636,-0.7459897398948669,-1.1786805391311646,-0.7959120869636536,-1.2385512590408325,-1.0296261310577393,-1.5188502073287964
reid,calibration,8,87,0.27845350203017877,-1.0122908353805542,-1.4749698638916016,-1.0503290891647339,-1.5206880569458008,-1.194897174835205,-1.6944308280944824
reid,calibration,9,67,0.2827574554363437,-0.9570691585540771,-1.4037750959396362,-0.9962472915649414,-1.4508132934570312,-1.1453336477279663,-1.629788875579834
reid,calibration,10,71,0.3225968972047046,-1.0825788974761963,-1.54524564743042,-1.1185884475708008,-1.58848237991333,-1.2569509744644165,-1.7546014785766602
reid,calibration,11,36,-0.19027884597049458,-0.7911525964736938,-1.2314443588256836,-0.8350210785865784,-1.2841836214065552,-1.0520601272583008,-1.5451550483703613
reid,calibration,12,65,0.38860791826309066,-1.0788203477859497,-1.5409331321716309,-1.1143049001693726,-1.5835248231887817,-1.2456865310668945,-1.7412092685699463
