epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7908776360122781,0.8266303003765643,0.7921012217276975,0.7908776360122781,0.7908776360122781,0.7908776360122781,0.8270744982874021,0.8266303003765643,0.8266303003765643,0.8266303003765643,depablo_low_temp,2,normalized_delta,128
2,0.5466539240589268,0.7657442791969515,0.548303654476216,0.5466539240589268,0.5466539240589268,0.5466539240589268,0.7662155155558139,0.7657442791969515,0.7657442791969515,0.7657442791969515,depablo_low_temp,2,normalized_delta,128
3,0.5025289719826297,0.7116057047678623,0.5042525813375649,0.5025289719826297,0.5025289719826297,0.5025289719826297,0.7124604985001497,0.7116057047678623,0.7116057047678623,0.7116057047678623,depablo_low_temp,2,normalized_delta,128
4,0.48393285078437703,0.6956272232055198,0.48601358960333624,0.48393285078437703,0.48393285078437703,0.48393285078437703,0.6964805712923408,0.6956272232055198,0.6956272232055198,0.6956272232055198,depablo_low_temp,2,normalized_delta,128
5,0.47370908044670756,0.6857241964899004,0.4759080539604551,0.47370908044670756,0.47370908044670756,0.47370908044670756,0.6866312616330106,0.6857241964899004,0.6857241964899004,0.6857241964899004,depablo_low_temp,2,normalized_delta,128
6,0.4673486941739132,0.6762220402306411,0.46953630102308175,0.4673486941739132,0.4673486941739132,0.4673486941739132,0.67721166627598,0.6762220402306411,0.6762220402306411,0.6762220402306411,depablo_low_temp,2,normalized_delta,128
7,0.460226199795541,0.6639229406719096,0.4623693414032459,0.460226199795541,0.460226199795541,0.460226199795541,0.6649113791936543,0.6639229406719096,0.6639229406719096,0.6639229406719096,depablo_low_temp,2,normalized_delta,128
8,0.4506882730871439,0.6502373794501182,0.4527328262791822,0.4506882730871439,0.4506882730871439,0.4506882730871439,0.6512083884445019,0.6502373794501182,0.6502373794501182,0.6502373794501182,depablo_low_temp,2,normalized_delta,128
9,0.43926082516187115,0.6344641213363502,0.4411520916184312,0.43926082516187115,0.43926082516187115,0.43926082516187115,0.6354138148308266,0.6344641213363502,0.6344641213363502,0.6344641213363502,depablo_low_temp,2,normalized_delta,128
10,0.4270436011842991,0.6169649204530288,0.4286714214439455,0.4270436011842991,0.4270436011842991,0.4270436011842991,0.6177233187772799,0.6169649204530288,0.6169649204530288,0.6169649204530288,depablo_low_temp,2,normalized_delta,128
11,0.41554952634400444,0.6015958667558152,0.416923255787084,0.41554952634400444,0.41554952634400444,0.41554952634400444,0.6020810692571104,0.6015958667558152,0.6015958667558152,0.6015958667558152,depablo_low_temp,2,normalized_delta,128
12,0.4049830714632806,0.5916855917603243,0.4061123931388322,0.4049830714632806,0.4049830714632806,0.4049830714632806,0.5919813627842814,0.5916855917603243,0.5916855917603243,0.5916855917603243,depablo_low_temp,2,normalized_delta,128
13,0.3958487805175154,0.5833050594956148,0.396766702968039,0.3958487805175154,0.3958487805175154,0.3958487805175154,0.5836111136013642,0.5833050594956148,0.5833050594956148,0.5833050594956148,depablo_low_temp,2,normalized_delta,128
14,0.38739688431746083,0.5732422940491233,0.38816706743091345,0.38739688431746083,0.38739688431746083,0.38739688431746083,0.5736142698442563,0.5732422940491233,0.5732422940491233,0.5732422940491233,depablo_low_temp,2,normalized_delta,128
15,0.37772638894813626,0.5600814462231938,0.378361478271453,0.37772638894813626,0.37772638894813626,0.37772638894813626,0.5605134325742256,0.5600814462231938,0.5600814462231938,0.5600814462231938,depablo_low_temp,2,normalized_delta,128
16,0.36556925772640264,0.5391774204617832,0.36610557281069067,0.36556925772640264,0.36556925772640264,0.36556925772640264,0.5396097259654198,0.5391774204617832,0.5391774204617832,0.5391774204617832,depablo_low_temp,2,normalized_delta,128
17,0.35116490282510454,0.5195658741868101,0.35157030633601705,0.35116490282510454,0.35116490282510454,0.35116490282510454,0.5198825652478263,0.5195658741868101,0.5195658741868101,0.5195658741868101,depablo_low_temp,2,normalized_delta,128
18,0.3371103803774244,0.5005882546538487,0.3373884191638545,0.3371103803774244,0.3371103803774244,0.3371103803774244,0.5007823105552234,0.5005882546538487,0.5005882546538487,0.5005882546538487,depablo_low_temp,2,normalized_delta,128
19,0.32374204032515225,0.4793117483786773,0.3239652156339664,0.32374204032515225,0.32374204032515225,0.32374204032515225,0.4794004474533722,0.4793117483786773,0.4793117483786773,0.4793117483786773,depablo_low_temp,2,normalized_delta,128
20,0.31098543451608796,0.45932767394697294,0.3112095086688274,0.31098543451608796,0.31098543451608796,0.31098543451608796,0.4593114858435001,0.45932767394697294,0.45932767394697294,0.45932767394697294,depablo_low_temp,2,normalized_delta,128
21,0.299500824060095,0.4422957308124751,0.299694137275219,0.299500824060095,0.299500824060095,0.299500824060095,0.44219001318560913,0.4422957308124751,0.4422957308124751,0.4422957308124751,depablo_low_temp,2,normalized_delta,128
22,0.2894536882638931,0.4270897388923913,0.28959281779825685,0.2894536882638931,0.2894536882638931,0.2894536882638931,0.42690478439908475,0.4270897388923913,0.4270897388923913,0.4270897388923913,depablo_low_temp,2,normalized_delta,128
23,0.2801613739054454,0.4140173459309153,0.2802212060576207,0.2801613739054454,0.2801613739054454,0.2801613739054454,0.41377515872591175,0.4140173459309153,0.4140173459309153,0.4140173459309153,depablo_low_temp,2,normalized_delta,128
24,0.27075265242080937,0.39951148281397764,0.2707220970015777,0.27075265242080937,0.27075265242080937,0.27075265242080937,0.39923638419713825,0.39951148281397764,0.39951148281397764,0.39951148281397764,depablo_low_temp,2,normalized_delta,128
25,0.2582012154456032,0.3727789270633366,0.25805936994913375,0.2582012154456032,0.2582012154456032,0.2582012154456032,0.3725030189816607,0.3727789270633366,0.3727789270633366,0.3727789270633366,depablo_low_temp,2,normalized_delta,128
26,0.22840917920203585,0.28999833174748346,0.2280119398314702,0.22840917920203585,0.22840917920203585,0.22840917920203585,0.289791012313799,0.28999833174748346,0.28999833174748346,0.28999833174748346,depablo_low_temp,2,normalized_delta,128
27,0.17140244348464828,0.22421618236694485,0.1703165001480987,0.17140244348464828,0.17140244348464828,0.17140244348464828,0.2243962589709554,0.22421618236694485,0.22421618236694485,0.22421618236694485,depablo_low_temp,2,normalized_delta,128
28,0.14194263981557206,0.20279100676998496,0.14103186279535293,0.14194263981557206,0.14194263981557206,0.14194263981557206,0.2030634839902632,0.20279100676998496,0.20279100676998496,0.20279100676998496,depablo_low_temp,2,normalized_delta,128
29,0.12995160868097294,0.18493989905982744,0.1292922295973097,0.12995160868097294,0.12995160868097294,0.12995160868097294,0.18523071729578078,0.18493989905982744,0.18493989905982744,0.18493989905982744,depablo_low_temp,2,normalized_delta,128
30,0.12092548300953287,0.1749052644445328,0.12032538323025954,0.12092548300953287,0.12092548300953287,0.12092548300953287,0.17516775580588728,0.1749052644445328,0.1749052644445328,0.1749052644445328,depablo_low_temp,2,normalized_delta,128
31,0.11628679037094117,0.16912485771172214,0.11572057255788853,0.11628679037094117,0.11628679037094117,0.11628679037094117,0.16935902944533154,0.16912485771172214,0.16912485771172214,0.16912485771172214,depablo_low_temp,2,normalized_delta,128
32,0.11460125501218595,0.17227717768400908,0.11401306587320409,0.11460125501218595,0.11460125501218595,0.11460125501218595,0.17241244920296595,0.17227717768400908,0.17227717768400908,0.17227717768400908,depablo_low_temp,2,normalized_delta,128
33,0.11169562420660728,0.17105228119180538,0.1111970285639951,0.11169562420660728,0.11169562420660728,0.11169562420660728,0.17113974031235557,0.17105228119180538,0.17105228119180538,0.17105228119180538,depablo_low_temp,2,normalized_delta,128
34,0.10900825427256916,0.1696831550798379,0.10851561106055191,0.10900825427256916,0.10900825427256916,0.10900825427256916,0.16975786877446808,0.1696831550798379,0.1696831550798379,0.1696831550798379,depablo_low_temp,2,normalized_delta,128
35,0.10761167439877202,0.17058111415826716,0.10714593056197229,0.10761167439877202,0.10761167439877202,0.10761167439877202,0.1706619055767078,0.17058111415826716,0.17058111415826716,0.17058111415826716,depablo_low_temp,2,normalized_delta,128
36,0.10808308596085561,0.17571958858752623,0.10767828808411171,0.10808308596085561,0.10808308596085561,0.10808308596085561,0.17581307716318406,0.17571958858752623,0.17571958858752623,0.17571958858752623,depablo_low_temp,2,normalized_delta,128
37,0.10975941319606806,0.1778066779661458,0.10943005056561608,0.10975941319606806,0.10975941319606806,0.10975941319606806,0.17788096331059933,0.1778066779661458,0.1778066779661458,0.1778066779661458,depablo_low_temp,2,normalized_delta,128
38,0.10781539316338144,0.1775332351680845,0.10746560025666105,0.10781539316338144,0.10781539316338144,0.10781539316338144,0.17760145189822651,0.1775332351680845,0.1775332351680845,0.1775332351680845,depablo_low_temp,2,normalized_delta,128
