epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.127182328182718,1.0846071283022563,1.127182328182718,0.1172923351759496,0.0,1.0846071283022563,0.1158477634191513,0.0,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.0887944750163867,1.0818498412768045,1.0887944750163867,0.11316856207407039,0.0,1.0818498412768045,0.11554194912314415,0.0,0.519852886127106,0.811151323391074,80.0,0.3053134379506274,-0.6538256626515524,0.3053134379506274,-0.6538256626515524,0.9091014956518458,0.9581310271627257,-0.6538256626515524,0.00784689163949015,0.9091014956518458,0.9581310271627257,-0.6538256626515524,0.00784689163949015,0.519852886127106,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.1164214792458906,1.0735103845596314,1.1164214792458906,0.11583498962547469,0.0,1.0735103845596314,0.11461021353801092,0.0,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.0863137141517971,1.0518258810043335,1.0863137141517971,0.11279759199722954,0.0,1.0518258810043335,0.11219939788182577,0.0,0.6079917877181409,0.8216387507991422,80.0,0.3289299887191215,-0.13967804116381122,0.3289299887191215,-0.13967804116381122,0.7345704221460297,0.83204603782412,-0.13967804116381122,-0.11121846392985257,0.7345704221460297,0.83204603782412,-0.13967804116381122,-0.11121846392985257,0.6079917877181409,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.1173494561858799,1.0032187143961588,1.1173494561858799,0.1160845111893571,0.0,1.0032187143961588,0.10681748762726784,0.0,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.0559520695520483,0.9237294912338256,1.0559520695520483,0.10925153286560722,0.0,0.9237294912338256,0.09801988179485004,0.0,0.1874196681931256,0.6438114296239882,80.0,-0.4125925715147615,-1.7525084574339806,-0.4125925715147615,-1.7525084574339806,0.9310702444348201,0.3091288639980545,-1.13806093705794,-1.7525084574339806,0.9310702444348201,0.3091288639980545,-1.13806093705794,-1.7525084574339806,0.1874196681931256,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,1.0266112918439119,0.8530283629894256,1.0266112918439119,0.10619366298551144,0.0,0.8530283629894256,0.09014959335327148,0.0,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,1.0186659149501636,0.8189452330271403,1.0186659149501636,0.10518397714780725,0.0,0.8189452330271403,0.08636483798424403,0.0,0.3170733666660591,0.6760587344445395,80.0,-0.6122386003809641,-2.0257456590070917,-0.6122386003809641,-2.0257456590070917,-0.5273869531501931,0.5457235141716572,-0.44154530353822863,-2.0257456590070917,-0.5273869531501931,0.5457235141716572,-0.44154530353822863,-2.0257456590070917,0.3170733666660591,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,1.0411555844804514,0.799651978413264,1.0411555844804514,0.10732574858095335,0.0,0.799651978413264,0.08422329599658648,0.0,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,1.019543627034063,0.790700634320577,1.019543627034063,0.10495530959704648,0.0,0.790700634320577,0.08322077045838037,0.0,0.5056880851056355,0.7862607187706344,80.0,-0.3532335103895421,-1.3073792947095022,-0.3532335103895421,-1.3073792947095022,-1.0151036640477948,0.8285018636697097,0.08104705352941899,-1.3073792947095022,-1.0151036640477948,0.8285018636697097,0.08104705352941899,-1.3073792947095022,0.5056880851056355,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
