epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8145187001630484,0.7964339721349468,0.8145187001630484,0.0001798531121607537,0.5640075393469937,1.0650298626547359,0.7964339721349468,0.00017191688597866078,1.0679985682815314,0.5426141194403171,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.4772497224640176,0.5854404319580794,0.4772497224640176,0.00010493261231521862,0.4013750589635956,0.5531243840793529,0.5854404319580794,0.00012481940274119003,0.8051370374709368,0.3700916093159467,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.3715723839749294,0.46587320934956794,0.3715723839749294,8.001820119771075e-05,0.2712004805305397,0.47194428703033303,0.46587320934956794,9.74453168069944e-05,0.7129261944117025,0.2190028442721814,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.3169767657018091,0.42591396364734985,0.3169767657018091,6.733636459044413e-05,0.19032933084241838,0.44362420014229165,0.42591396364734985,8.817120874060167e-05,0.6976759501816705,0.15423855710495263,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.2990975251877643,0.40565921907148594,0.2990975251877643,6.326125697389406e-05,0.16864410458678702,0.42955094683601197,0.40565921907148594,8.37916608443366e-05,0.6721922703683376,0.13822770795878023,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.2908526442974926,0.4043341907195702,0.2908526442974926,6.13517493175424e-05,0.1653775683488233,0.41632772033592785,0.4043341907195702,8.332423100611492e-05,0.677524400357157,0.13122960218042135,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.2856733451885392,0.39911684429976174,0.2856733451885392,6.013445220534675e-05,0.16441906806096496,0.40692762222634743,0.39911684429976174,8.209798818222086e-05,0.6714056628253311,0.12736755399219693,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.28177812515971173,0.3823301134260285,0.28177812515971173,5.921119876269272e-05,0.1613902406220934,0.402166009637486,0.3823301134260285,7.867928791485846e-05,0.6396861628936603,0.12444724708469584,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.27886015392211544,0.3748838085123435,0.27886015392211544,5.8533170944662766e-05,0.16258404179509864,0.3951362662286644,0.3748838085123435,7.714329532060661e-05,0.6263794006183744,0.12262243838747963,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.27675211746769257,0.37702972092513787,0.27675211746769257,5.8040346403689926e-05,0.16223066273223924,0.391273572487405,0.37702972092513787,7.755635255682157e-05,0.6342174650027882,0.11971219497360289,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
