epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6677043352127076,0.5872463890463113,0.682403150677681,0.7280724927186966,0.6073361749053001,0.6677043338119983,0.7280724927186966,0.5852503958716988,0.41800849948823454,0.7564842786043883,0.5872463890463114,0.7564842786043883,Reid + low-T 2D AE,4,normalized_delta,96
2,0.45805596923828124,0.46555773165263237,0.45309488189220426,0.4523356038928032,0.46377633488178255,0.45805596938729287,0.46377633488178255,0.46640953302383426,0.5149966152496636,0.4161188480556011,0.46555773165263237,0.5149966152496636,Reid + low-T 2D AE,4,normalized_delta,96
3,0.34136312681436537,0.3950776655636728,0.31753498244285583,0.2872031059861183,0.3955231471657753,0.3413631265759468,0.3955231471657753,0.3958739117402583,0.45804966578632594,0.33210566534101965,0.3950776655636728,0.45804966578632594,Reid + low-T 2D AE,4,normalized_delta,96
4,0.31335277724266053,0.3743863880876452,0.2890303190350533,0.25867946130037306,0.3680260932445526,0.3133527772724628,0.3680260932445526,0.3749864915162325,0.4312761112600565,0.3174966649152339,0.3743863880876452,0.4312761112600565,Reid + low-T 2D AE,4,normalized_delta,96
5,0.2994506456851959,0.352714173913002,0.2752748646736145,0.2449688495993614,0.3539324426651001,0.29945064613223077,0.3539324426651001,0.35360576439276337,0.4257958625219762,0.2796324853040278,0.35271417391300197,0.4257958625219762,Reid + low-T 2D AE,4,normalized_delta,96
6,0.24707215392589568,0.3017859406489879,0.22263627222180365,0.18157841876149178,0.3125658899843693,0.24707215437293054,0.3125658899843693,0.3039780680835247,0.42233975511416794,0.18123212618380785,0.3017859406489879,0.42233975511416794,Reid + low-T 2D AE,4,normalized_delta,96
7,0.1854318270981312,0.3043971208948642,0.16657339003682137,0.12799425476789475,0.24286939945816993,0.18543182711303235,0.24286939945816993,0.30683886473067107,0.45364828732609747,0.15514595446363091,0.3043971208948642,0.45364828732609747,Reid + low-T 2D AE,4,normalized_delta,96
8,0.17295998191833495,0.3062877802932635,0.15485822173953057,0.118661813929677,0.22725815027952195,0.17295998210459948,0.22725815027952195,0.30856892143841835,0.44798501683957875,0.16459054374694823,0.3062877802932635,0.44798501683957875,Reid + low-T 2D AE,4,normalized_delta,96
9,0.1687974730730057,0.2816165137570351,0.15126435795426368,0.11626602901518344,0.22132891793549062,0.16879747347533702,0.22132891793549062,0.2832247925680131,0.4124170064367354,0.15081602107733488,0.2816165137570351,0.4124170064367354,Reid + low-T 2D AE,4,normalized_delta,96
10,0.16463327649235726,0.30976357986498626,0.1479523933827877,0.11372119781374931,0.21554535536468028,0.16463327658921478,0.21554535536468028,0.31181416431814435,0.46471328795701267,0.15481387177295983,0.30976357986498626,0.46471328795701267,Reid + low-T 2D AE,4,normalized_delta,96
11,0.16248719960451127,0.2896213787123561,0.1462598190307617,0.11279028514027596,0.21218411363661288,0.16248719938844441,0.21218411363661288,0.29142743785120545,0.42633642853796483,0.15290632888674735,0.2896213787123561,0.42633642853796483,Reid + low-T 2D AE,4,normalized_delta,96
12,0.1603857849240303,0.2823678794540465,0.1444921916425228,0.11137720069289207,0.20939436940848827,0.16038578505069018,0.20939436940848827,0.28408856540452687,0.4080834922678769,0.15665226664021611,0.2823678794540465,0.4080834922678769,Reid + low-T 2D AE,4,normalized_delta,96
13,0.15856069776415824,0.29891687479801476,0.1430258021056652,0.11080584755539893,0.2063155479580164,0.15856069775670767,0.2063155479580164,0.3008518469519913,0.4479520996902138,0.14988164990581573,0.29891687479801476,0.4479520996902138,Reid + low-T 2D AE,4,normalized_delta,96
14,0.15707518664002418,0.30658459340594707,0.1416142681837082,0.1098351650685072,0.2043152076303959,0.15707518634945156,0.2043152076303959,0.3087307455400005,0.46129498711787165,0.15187419969402255,0.3065845934059471,0.46129498711787165,Reid + low-T 2D AE,4,normalized_delta,96
15,0.15586600533127784,0.3021138783339411,0.14091162657737732,0.10934504401683807,0.20238696797192096,0.15586600599437953,0.20238696797192096,0.30427599360607566,0.45433448685891925,0.14989326980896295,0.3021138783339411,0.45433448685891925,Reid + low-T 2D AE,4,normalized_delta,96
16,0.15454072359204293,0.3017005278104916,0.13968446525931358,0.10841038718819618,0.20067106148600578,0.15454072433710098,0.20067106148600578,0.30373165557626636,0.4491764102913439,0.1542246453296393,0.3017005278104916,0.4491764102913439,Reid + low-T 2D AE,4,normalized_delta,96
17,0.15352252396941185,0.28105351407639684,0.1385546727478504,0.10759093770384788,0.19945410946011544,0.15352252358198165,0.19945410946011544,0.2828957235077396,0.40296773924306034,0.1591392889097333,0.28105351407639684,0.40296773924306034,Reid + low-T 2D AE,4,normalized_delta,96
18,0.15190277606248856,0.2942454003896564,0.13734057453274726,0.10661534920334816,0.1971902029812336,0.1519027760922909,0.1971902029812336,0.29625960244890304,0.43267393559031186,0.15581686518900095,0.2942454003896564,0.43267393559031186,Reid + low-T 2D AE,4,normalized_delta,96
19,0.15117963057756423,0.3023677278747782,0.13683260479569434,0.10614390948414802,0.19621535220742226,0.15117963084578515,0.19621535220742226,0.3045556255010888,0.4460507840588689,0.15868467169068753,0.3023677278747782,0.4460507840588689,Reid + low-T 2D AE,4,normalized_delta,96
20,0.14983437965810298,0.3158262525270693,0.13566341510415078,0.10519774214923382,0.19447101679444312,0.14983437947183847,0.19447101679444312,0.31820630765520036,0.47755536128766835,0.15409714376647024,0.3158262525270693,0.47755536128766835,Reid + low-T 2D AE,4,normalized_delta,96
21,0.14858930760622024,0.30916897545335814,0.13459785750508307,0.10438304856419563,0.19279556693136693,0.14858930774778129,0.19279556693136693,0.3114650080208667,0.4649745325297117,0.15336341837700457,0.30916897545335814,0.4649745325297117,Reid + low-T 2D AE,4,normalized_delta,96
22,0.14793523901700972,0.30596954908128826,0.1340516799390316,0.10392568638920784,0.1919447918087244,0.1479352390989661,0.1919447918087244,0.3081205646167509,0.458396361047402,0.15354273711517452,0.30596954908128826,0.458396361047402,Reid + low-T 2D AE,4,normalized_delta,96
23,0.1471486663520336,0.294705229240004,0.13344629698991775,0.1036387205645442,0.1906586114615202,0.1471486660130322,0.1906586114615202,0.29675547156156973,0.43557378425914794,0.15383667422086,0.294705229240004,0.43557378425914794,Reid + low-T 2D AE,4,normalized_delta,96
24,0.14598635722696782,0.3020505988155492,0.13256502467393874,0.10275190678238869,0.18922080852091314,0.1459863576516509,0.18922080852091314,0.30425307448673994,0.44624827369861303,0.1578529239324853,0.3020505988155492,0.44624827369861303,Reid + low-T 2D AE,4,normalized_delta,96
25,0.14509026420116425,0.30174443799210715,0.13168247981369496,0.10178366634249687,0.18839686235785486,0.14509026435017586,0.18839686235785486,0.30372603477630766,0.44390245546773077,0.15958642051648347,0.30174443799210715,0.44390245546773077,Reid + low-T 2D AE,4,normalized_delta,96
