epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9663206355940355,0.7076205288176425,0.9524992071778366,0.9663206355940355,0.9663206355940355,0.9663206355940355,0.7136093186563812,0.7076205288176425,0.7076205288176425,0.7076205288176425,depablo_mixed_temp,8,normalized_delta,128
2,0.878222547863659,0.7066992146428674,0.8653249300232059,0.878222547863659,0.878222547863659,0.878222547863659,0.7126827572355978,0.7066992146428674,0.7066992146428674,0.7066992146428674,depablo_mixed_temp,8,normalized_delta,128
3,0.8731471131898855,0.7060105554410256,0.8603836966580466,0.8731471131898855,0.8731471131898855,0.8731471131898855,0.7119790103170089,0.7060105554410256,0.7060105554410256,0.7060105554410256,depablo_mixed_temp,8,normalized_delta,128
4,0.8667352306607522,0.7048617175896652,0.8540401025822288,0.8667352306607522,0.8667352306607522,0.8667352306607522,0.7108708696905524,0.7048617175896652,0.7048617175896652,0.7048617175896652,depablo_mixed_temp,8,normalized_delta,128
5,0.856685817594591,0.7089994951384142,0.8439996635835422,0.856685817594591,0.856685817594591,0.856685817594591,0.7154376126127318,0.7089994951384142,0.7089994951384142,0.7089994951384142,depablo_mixed_temp,8,normalized_delta,128
6,0.8462771737261823,0.7017747559584677,0.8333832618437316,0.8462771737261823,0.8462771737261823,0.8462771737261823,0.7087065281230025,0.7017747559584677,0.7017747559584677,0.7017747559584677,depablo_mixed_temp,8,normalized_delta,128
7,0.8332860518835092,0.6709076081751846,0.8201163991109321,0.8332860518835092,0.8332860518835092,0.8332860518835092,0.6778525747358799,0.6709076081751846,0.6709076081751846,0.6709076081751846,depablo_mixed_temp,8,normalized_delta,128
8,0.8163488376885653,0.6464600432955194,0.8030822033748815,0.8163488376885653,0.8163488376885653,0.8163488376885653,0.6531540835276246,0.6464600432955194,0.6464600432955194,0.6464600432955194,depablo_mixed_temp,8,normalized_delta,128
9,0.8086815037617557,0.6433582667377777,0.7954987428984359,0.8086815037617557,0.8086815037617557,0.8086815037617557,0.6501466402260121,0.6433582667377777,0.6433582667377777,0.6433582667377777,depablo_mixed_temp,8,normalized_delta,128
10,0.804630096256733,0.6408110048505478,0.7914759346136921,0.804630096256733,0.804630096256733,0.804630096256733,0.6475648492050823,0.6408110048505478,0.6408110048505478,0.6408110048505478,depablo_mixed_temp,8,normalized_delta,128
11,0.8021386085372222,0.6386989254679065,0.7890324788266107,0.8021386085372222,0.8021386085372222,0.8021386085372222,0.6453980805235915,0.6386989254679065,0.6386989254679065,0.6386989254679065,depablo_mixed_temp,8,normalized_delta,128
12,0.8002581447166832,0.636793470417615,0.7871966803544446,0.8002581447166832,0.8002581447166832,0.8002581447166832,0.6434306977898814,0.636793470417615,0.636793470417615,0.636793470417615,depablo_mixed_temp,8,normalized_delta,128
