epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.45750259385506314,0.40574615909531714,0.4771193300684293,0.5447875691254934,0.48019074552257857,0.34752946816384794,0.45750259427063994,0.5447875691254934,0.4025908700227737,0.29545942452922463,0.5129040471240878,0.40887500563263895,0.4057461590953171,0.5129040471240878,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
2,0.27285292915503184,0.24253386012340586,0.2867108575503031,0.38475099637111027,0.20887617662549018,0.22493161461502315,0.27285292920387455,0.38475099637111027,0.24139953194186092,0.2266306019462645,0.13324679246544838,0.3677241859585047,0.24253386012340586,0.3677241859585047,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
3,0.20769449091951053,0.2263150199720015,0.2281624950269858,0.3604809466401736,0.10225298981741071,0.16034953804314137,0.20769449150024188,0.3604809466401736,0.2252899804394692,0.20362943896092475,0.11729755128547549,0.3580180696696043,0.2263150199720015,0.3580180696696043,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
4,0.20009998807311058,0.2244714026954025,0.2209689502219359,0.3523391050000986,0.09530319274341066,0.15265766617904106,0.20009998797418346,0.3523391050000986,0.2235394251961261,0.20215191322751344,0.11571283335238695,0.3555494615063071,0.22447140269540253,0.3555494615063071,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
5,0.19599924585223197,0.22460456429359812,0.21691590094566346,0.3475899867216746,0.09082884028181434,0.14957891093939543,0.1959992459809615,0.3475899867216746,0.22357345834809045,0.20478504185564816,0.1124816601164639,0.35654699090868236,0.22460456429359812,0.35654699090868236,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
6,0.1931964681049188,0.22571250270244975,0.21433880447347958,0.34395783925056456,0.08783424753447373,0.14779731969287,0.19319646882596941,0.34395783925056456,0.22463283277365068,0.20658157241530717,0.11422770758718252,0.3563282281048596,0.22571250270244977,0.3563282281048596,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
7,0.19136316149433455,0.22115040182818968,0.2123836843073368,0.34176115967830023,0.08615477093557516,0.14617355324452122,0.19136316128613218,0.34176115967830023,0.21994357123163838,0.19651153402402996,0.1087504462338984,0.3581892252266407,0.2211504018281897,0.3581892252266407,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
8,0.18957834775249163,0.22156601005358,0.21061349726716677,0.3397590492566427,0.08443054350217183,0.14454545138031244,0.18957834804637566,0.3397590492566427,0.22039100251688312,0.19861807961389422,0.10845561210624874,0.35762433844059704,0.22156601005358,0.35762433844059704,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
9,0.1882800798714161,0.22240365131758152,0.20942890984316667,0.3381952725350857,0.08306173199539384,0.1435832356462876,0.18828008005892238,0.3381952725350857,0.22117747352365405,0.2017780709899962,0.10936028186045588,0.35607260110229255,0.22240365131758155,0.35607260110229255,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
10,0.18516378245751064,0.22210344070506594,0.20619428487618766,0.3343339357376099,0.07977979104220867,0.14137762107824287,0.18516378261935382,0.3343339357376099,0.2207851663865149,0.20409227049537004,0.1071695423349738,0.35504850928485393,0.22210344070506594,0.35504850928485393,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
