epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.9991171324954313,1.0638412584861119,0.9991171324954313,0.0017078154213616952,1.3859818753074198,1.0373105091207169,0.5740589902681463,1.0638412584861119,0.0017884912085719407,0.39990988622109097,1.772211839755376,1.0194021066029866,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
2,0.9865225869066575,1.0476130694150925,0.9865225869066575,0.0016850870623088935,1.3651035392985624,1.023967329193564,0.5704968817093793,1.0476130694150925,0.001760303780126075,0.3951524421572685,1.744623174269994,1.0030635843674343,0.2703950272690049,0.7481878622281206,60.0,-2.2369541183357824,-6.4534724857817976,-2.2369541183357824,-6.4534724857817976,-0.11679805311634905,-0.14059181610920057,-6.4534724857817976,-0.11679805311634905,-0.14059181610920057,-6.4534724857817976,0.2703950272690049,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
3,0.9639572606367224,1.0147847284873326,0.9639572606367224,0.0016447408809600508,1.3323247783324297,0.9965548410135157,0.5629921993788551,1.0147847284873326,0.0017024716653395444,0.38623236616452533,1.690776765346527,0.9673450440168381,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
4,0.922986858031329,0.953181137641271,0.922986858031329,0.0015698968336972244,1.271417400416206,0.9450747440843021,0.5524684032973122,0.953181137641271,0.0015930312511045486,0.3703702812393506,1.5942789216836293,0.8948942124843597,0.33696567014811685,0.7521948414266647,60.0,-1.5743113875911963,-4.591103982704848,-1.5743113875911963,-4.591103982704848,-0.06126296323973479,-0.07056721682900635,-4.591103982704848,-0.06126296323973479,-0.07056721682900635,-4.591103982704848,0.33696567014811685,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
5,0.8515495868290172,0.8602132797241211,0.8515495868290172,0.0014391602496342624,1.1715391138020683,0.8522118610494277,0.5308978049194112,0.8602132797241211,0.0014269990109217663,0.3467346852024396,1.4574314852555592,0.776473676164945,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
6,0.7565239527646233,0.7528242468833923,0.7565239527646233,0.0012627982548164094,1.0489873500431286,0.7145171095343197,0.5060674109879661,0.7528242468833923,0.0012342945168105264,0.3173107181986173,1.3058598041534424,0.6353022505839666,0.48379677164401214,0.7461151955465996,60.0,-0.23990366119957196,-0.8990172207658484,-0.23990366119957196,-0.8990172207658484,0.085994802729915,0.09331143443721757,-0.8990172207658484,0.085994802729915,0.09331143443721757,-0.8990172207658484,0.48379677164401214,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
7,0.6662956230780658,0.6645928571621577,0.6662956230780658,0.001093650349717149,0.9381795981351067,0.5858132190564099,0.47489403801805835,0.6645928571621577,0.0010781983049431194,0.28501540422439575,1.1691067318121593,0.5396564453840256,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
8,0.6064865378772512,0.6139378299315771,0.6064865378772512,0.0009849001276854646,0.8530941079644596,0.5228101891629836,0.443555342800477,0.6139378299315771,0.0009971044831521187,0.26173173015316326,1.0637829502423604,0.5162988180915514,0.5571643815507177,0.7474551361676625,60.0,0.002512841158442377,-0.4439064453951267,0.002512841158442377,-0.4439064453951267,0.24571799731729915,0.20572697155315467,-0.4439064453951267,0.24571799731729915,0.20572697155315467,-0.4439064453951267,0.5571643815507177,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
9,0.5652354219380546,0.5678776552279791,0.5652354219380546,0.0009192292242968345,0.7725868154974544,0.5013030784971574,0.4218163560418522,0.5678776552279791,0.0009259295475203544,0.2531672616799672,0.9589046686887741,0.49156101296345395,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
10,0.5199841909548816,0.5142674421270689,0.5199841909548816,0.0008486178429687724,0.6782112612443811,0.47353387930813956,0.4082074445836684,0.5142674421270689,0.0008446610348376756,0.24068367977937064,0.8376745581626892,0.4644441107908885,0.605473041015522,0.7796434300015652,60.0,0.07030847431976743,-0.3505707685370938,0.07030847431976743,-0.3505707685370938,0.2401882542793855,0.32130793721701056,-0.3505707685370938,0.2401882542793855,0.32130793721701056,-0.3505707685370938,0.605473041015522,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
11,0.47040385183166056,0.454790065685908,0.47040385183166056,0.0007732990129357751,0.5816992661532234,0.44626158300568075,0.38325072737301097,0.454790065685908,0.0007559297713063037,0.22405732919772467,0.7056245158116022,0.4346883570154508,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
