split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,6.248320119084383e-07,0.0,,6.585798928426811e-07
train,lj_noisy,5,False,5,5,5,4.7461965664297167e-07,9.486441570061288e-08,-4.0570333348364525,5.184343336850361e-07
train,lj_noisy,10,False,5,5,5,3.778914845042891e-07,3.9631250956517763e-07,0.032902152459786935,4.367078190625762e-07
train,lj_noisy,25,False,5,5,5,4.871464057032426e-07,2.6223908207612114e-06,0.8121508745753688,6.468634126122197e-07
train,lj_noisy,50,False,5,5,5,1.8279862615599995e-06,1.09006710772519e-05,0.8296559867813086,2.32992156270484e-06
train,lj_noisy,75,False,5,5,5,4.488993272389052e-06,2.5082033971557394e-05,0.8173356845466453,5.484774919750634e-06
train,lj_noisy,100,False,5,5,5,8.387641992158024e-06,4.512062150752172e-05,0.8102315718929051,9.933488036040216e-06
train,lj_noisy,125,False,5,5,5,1.3362405115913135e-05,7.115652042557485e-05,0.808773204780395,1.55234411067795e-05
train,lj_noisy,149,False,5,5,5,1.9184659140591976e-05,0.00010185747232753784,0.8094323769141069,2.183712313126307e-05
train,lj_noisy,175,False,5,5,5,2.7224332734476774e-05,0.00014140228158794345,0.8068824274868792,3.036014641111251e-05
train,lj_noisy,199,False,5,5,5,3.6532148078549655e-05,0.00018346654542256147,0.8016412766693197,4.003409958386328e-05
validation,lj_noisy,0,False,20,20,20,6.206781293371932e-07,0.0,,7.082484486886642e-07
validation,lj_noisy,5,False,20,20,20,4.712102267490081e-07,9.562797735895856e-08,-3.94202635036516,5.744962678022602e-07
validation,lj_noisy,10,False,20,20,20,3.7211445587104207e-07,4.023101709549337e-07,0.07095201136823817,4.94145769636134e-07
validation,lj_noisy,25,False,20,20,20,4.6312639909729116e-07,2.700515562992223e-06,0.8284325681574298,6.783396607090708e-07
validation,lj_noisy,50,False,20,20,20,1.728980396364932e-06,1.1352922138030408e-05,0.8491030189836287,2.2296878796623787e-06
validation,lj_noisy,75,False,20,20,20,4.281180406451313e-06,2.626361301736324e-05,0.8388215551402789,5.178325682209106e-06
validation,lj_noisy,100,False,20,20,20,8.03982172783435e-06,4.754355759359896e-05,0.8327300935835498,9.498173585598125e-06
validation,lj_noisy,125,False,20,20,20,1.3263684786579688e-05,7.53616273868829e-05,0.8265375648947557,1.5583423692078214e-05
validation,lj_noisy,149,False,20,20,20,1.9951553895225516e-05,0.00010829863385879435,0.8193071795732099,2.3346167108684312e-05
validation,lj_noisy,175,False,20,20,20,2.9412296316877474e-05,0.00015109891755855643,0.8098228876245969,3.3933592476387275e-05
validation,lj_noisy,199,False,20,20,20,4.023838082503062e-05,0.00019709730695467443,0.8006999299311914,4.607248220054316e-05
