epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.857505533334456,0.6874388974974863,0.8501234299258182,0.857505533334456,0.857505533334456,0.857505533334456,0.6850471718935296,0.6874388974974863,0.6874388974974863,0.6874388974974863,reid,6,normalized_delta,128
2,0.6295302930631136,0.6309703652514145,0.6226070146811636,0.6295302930631136,0.6295302930631136,0.6295302930631136,0.6280622964550275,0.6309703652514145,0.6309703652514145,0.6309703652514145,reid,6,normalized_delta,128
3,0.5956650238288076,0.6269330428913236,0.588526795294724,0.5956650238288076,0.5956650238288076,0.5956650238288076,0.6240835423523095,0.6269330428913236,0.6269330428913236,0.6269330428913236,reid,6,normalized_delta,128
4,0.5827002134370176,0.6317186859960202,0.575523589355381,0.5827002134370176,0.5827002134370176,0.5827002134370176,0.6290104725630954,0.6317186859960202,0.6317186859960202,0.6317186859960202,reid,6,normalized_delta,128
5,0.5787944801347821,0.6327531119750347,0.571616686174744,0.5787944801347821,0.5787944801347821,0.5787944801347821,0.6301248531090096,0.6327531119750347,0.6327531119750347,0.6327531119750347,reid,6,normalized_delta,128
6,0.5764059165590688,0.6306354056723649,0.5692344968844402,0.5764059165590688,0.5764059165590688,0.5764059165590688,0.628053452441236,0.6306354056723649,0.6306354056723649,0.6306354056723649,reid,6,normalized_delta,128
7,0.5734554488996142,0.6272070097620599,0.5662842268418324,0.5734554488996142,0.5734554488996142,0.5734554488996142,0.6246534039237304,0.6272070097620599,0.6272070097620599,0.6272070097620599,reid,6,normalized_delta,128
8,0.5695467774217066,0.6221825451793848,0.5623727757287653,0.5695467774217066,0.5695467774217066,0.5695467774217066,0.6196474638272775,0.6221825451793848,0.6221825451793848,0.6221825451793848,reid,6,normalized_delta,128
9,0.5628744895324895,0.6123318868631031,0.5557070526245393,0.5628744895324895,0.5628744895324895,0.5628744895324895,0.6098284607724054,0.6123318868631031,0.6123318868631031,0.6123318868631031,reid,6,normalized_delta,128
10,0.5480781106964538,0.5920527868584031,0.5409525758145671,0.5480781106964538,0.5480781106964538,0.5480781106964538,0.5898051954136463,0.5920527868584031,0.5920527868584031,0.5920527868584031,reid,6,normalized_delta,128
11,0.5164868629292438,0.5645926337747369,0.5101345112057108,0.5164868629292438,0.5164868629292438,0.5164868629292438,0.5625934631680138,0.5645926337747369,0.5645926337747369,0.5645926337747369,reid,6,normalized_delta,128
12,0.48290844402815164,0.5540124734106939,0.4775079513458829,0.48290844402815164,0.48290844402815164,0.48290844402815164,0.552312191517558,0.5540124734106939,0.5540124734106939,0.5540124734106939,reid,6,normalized_delta,128
13,0.45920077628995243,0.5456543496402446,0.4544429951592496,0.45920077628995243,0.45920077628995243,0.45920077628995243,0.5441700166556984,0.5456543496402446,0.5456543496402446,0.5456543496402446,reid,6,normalized_delta,128
14,0.44251533146751554,0.5365080200135708,0.4381198656402136,0.44251533146751554,0.44251533146751554,0.44251533146751554,0.5350987452839036,0.5365080200135708,0.5365080200135708,0.5365080200135708,reid,6,normalized_delta,128
15,0.4317535430977219,0.5296577425324358,0.42750922923809603,0.4317535430977219,0.4317535430977219,0.4317535430977219,0.5282690644671675,0.5296577425324358,0.5296577425324358,0.5296577425324358,reid,6,normalized_delta,128
16,0.42404766580776165,0.5238138833374251,0.419860108981007,0.42404766580776165,0.42404766580776165,0.42404766580776165,0.5224335954408161,0.5238138833374251,0.5238138833374251,0.5238138833374251,reid,6,normalized_delta,128
17,0.41765797589170306,0.5189156608248595,0.4134945264380229,0.41765797589170306,0.41765797589170306,0.41765797589170306,0.5175409985822625,0.5189156608248595,0.5189156608248595,0.5189156608248595,reid,6,normalized_delta,128
18,0.41217439751091756,0.5146042593405582,0.4080290888485156,0.41217439751091756,0.41217439751091756,0.41217439751091756,0.5132264701242093,0.5146042593405582,0.5146042593405582,0.5146042593405582,reid,6,normalized_delta,128
19,0.40746478861884067,0.510845871467609,0.4033495676360632,0.40746478861884067,0.40746478861884067,0.40746478861884067,0.5094474601210095,0.510845871467609,0.510845871467609,0.510845871467609,reid,6,normalized_delta,128
20,0.40357920907829936,0.507257964607561,0.3995195561725842,0.40357920907829936,0.40357920907829936,0.40357920907829936,0.5058162382920273,0.507257964607561,0.507257964607561,0.507257964607561,reid,6,normalized_delta,128
21,0.40004097960497204,0.5034222391259391,0.39605543684018285,0.40004097960497204,0.40004097960497204,0.40004097960497204,0.5019416950526647,0.5034222391259391,0.5034222391259391,0.5034222391259391,reid,6,normalized_delta,128
