epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7477396477209894,0.580166631466464,0.7233922934323026,0.27726963028626544,1.7166647831598918,0.24972844110769138,0.7478876181846162,1.7166647831598918,0.6718360807550581,0.2419708724868925,0.17214755549242622,1.3263814604596087,0.5801666294796425,1.3263814604596087,shared3,8,normalized_delta,128
2,0.6491765783544172,0.5528715805003518,0.6239064590972766,0.1709943748354702,1.6173762886147751,0.15857406222637285,0.6489815752255395,1.6173762886147751,0.6409480373326101,0.2102111430936738,0.15926655033897413,1.2891370426667363,0.5528715786997948,1.2891370426667363,shared3,8,normalized_delta,128
3,0.6293641186597054,0.5176676300795455,0.6021910671602215,0.1403873034188865,1.596169160332596,0.13451505545199963,0.6236905064011607,1.596169160332596,0.6020218521356583,0.1551105226144979,0.14936781200139146,1.248524556191344,0.5176676302690778,1.248524556191344,shared3,8,normalized_delta,128
4,0.5679144590047368,0.4938920051643723,0.5450040846540217,0.11536044641856996,1.4603798513349733,0.1279534732498098,0.5678979236677844,1.4603798513349733,0.5769596004172375,0.1285720618147599,0.14070605037635878,1.2123979043019446,0.4938920054976878,1.2123979043019446,shared3,8,normalized_delta,128
5,0.543984710124501,0.4738185547684368,0.5228296452969835,0.09713333389315178,1.4112547757855634,0.12308957772819619,0.5438258958023038,1.4112547757855634,0.5587622027648123,0.10221611261367798,0.1328620101570299,1.186377533564442,0.47381855211171664,1.186377533564442,shared3,8,normalized_delta,128
6,0.5140289392910505,0.4386856953564443,0.49310191629225747,0.06779978485305754,1.3556684781584822,0.11687164067437775,0.5134466345619725,1.3556684781584822,0.5203365006729176,0.06370526302213732,0.12190581413083955,1.1304460102006009,0.43868569578452593,1.1304460102006009,shared3,8,normalized_delta,128
7,0.489288428164365,0.4308157400865304,0.4698432451800296,0.05439429515710389,1.3211006337090543,0.09163970488466715,0.4890448779169418,1.3211006337090543,0.5141152499537719,0.05676326814940885,0.10170266842959742,1.1339812823816349,0.430815739653547,1.1339812823816349,shared3,8,normalized_delta,128
8,0.47730903986253237,0.429792205597225,0.4601198753505422,0.05248520440015365,1.3021091160544178,0.07733920698233863,0.47731117581230337,1.3021091160544178,0.512795388031947,0.05799826480644314,0.10276212681477007,1.1286162239940543,0.42979220520508915,1.1286162239940543,shared3,8,normalized_delta,128
9,0.47349346818631155,0.42648041616929205,0.45604039893338555,0.05076772035558669,1.2944321857471215,0.07522739496474204,0.4734757670224834,1.2944321857471215,0.5079405182286313,0.05857915453808872,0.09819936458217471,1.1226627321619735,0.426480417094079,1.1226627321619735,shared3,8,normalized_delta,128
10,0.4704651836240501,0.42415657733616074,0.4541072650959617,0.04982360604245373,1.2870314898982382,0.07428772683141001,0.470380940924034,1.2870314898982382,0.5053255422334922,0.05538747113590178,0.0968945582838435,1.1201876979909444,0.42415657580356325,1.1201876979909444,shared3,8,normalized_delta,128
11,0.47108675832288305,0.4253734617248962,0.4550730436517481,0.04957776709827004,1.286819877331717,0.07345426060063275,0.46995063501020656,1.286819877331717,0.5063015631154963,0.057501407398989325,0.1000144222457158,1.118604559412128,0.42537346301894435,1.118604559412128,shared3,8,normalized_delta,128
12,0.46677886864595247,0.42715829563768287,0.45203908091051537,0.04886737534723861,1.2746214928334219,0.0722063405124732,0.4652317362310445,1.2746214928334219,0.5082348392197961,0.059380849362596085,0.10043820286855885,1.1216558312114917,0.4271582944808822,1.1216558312114917,shared3,8,normalized_delta,128
13,0.46331089630461575,0.4153225116431713,0.44810216097455274,0.04725426446620218,1.2646711695612523,0.07221236701793315,0.46137926701512916,1.2646711695612523,0.4947345254844741,0.05309044636393848,0.09452287447883895,1.0983542108222057,0.4153225105549944,1.0983542108222057,shared3,8,normalized_delta,128
14,0.4543958138217006,0.41808625126355575,0.4407889992782944,0.0467006080508442,1.2417984269167248,0.07198813915775533,0.45349572470844146,1.2417984269167248,0.49760717392752046,0.05515733514177172,0.09665666767641118,1.10244475344294,0.418086252087041,1.10244475344294,shared3,8,normalized_delta,128
15,0.4475178034682023,0.41604345785944086,0.43437982463000113,0.04568291647674542,1.2232926495242538,0.0719260282291655,0.4469671980767216,1.2232926495242538,0.49614085672717345,0.052140757985609146,0.09522797094756051,1.1007616430521012,0.41604345732842357,1.1007616430521012,shared3,8,normalized_delta,128
16,0.4411593012381018,0.42057923305975764,0.42910552162088844,0.04505147975803891,1.2078831041460498,0.07056376803339573,0.4411661173124948,1.2078831041460498,0.5009011908189247,0.05526388249801178,0.09641746005141422,1.1100563589679568,0.42057923383912765,1.1100563589679568,shared3,8,normalized_delta,128
17,0.44009355076572354,0.4176681272685528,0.428358418768958,0.043999387541602195,1.204179192164488,0.06977394065705307,0.4393175067877144,1.204179192164488,0.49866145566890113,0.05104467116884495,0.09349558961234594,1.1084641217401152,0.4176681275071021,1.1084641217401152,shared3,8,normalized_delta,128
18,0.4337594502066311,0.4230879251502062,0.422624146062554,0.043335840240461936,1.188755123343384,0.0691640058826459,0.43375165648883063,1.188755123343384,0.5044038106736384,0.05353445706790999,0.09482414959684798,1.1209051732169955,0.42308792662725114,1.1209051732169955,shared3,8,normalized_delta,128
19,0.4354370874271058,0.41958980030919374,0.4258888691663742,0.04249612663702016,1.1902753203584437,0.06896348935143466,0.43391164544896615,1.1902753203584437,0.5007938988114659,0.05355470928510553,0.09327154605600395,1.1119431485470972,0.4195898012960689,1.1119431485470972,shared3,8,normalized_delta,128
20,0.4349848024154964,0.4215273970443951,0.42315505651528373,0.04202083211628274,1.1897877423909673,0.06808376271735157,0.4332974457415339,1.1897877423909673,0.5025210107235532,0.052288096403016855,0.09540761885674376,1.116886482034859,0.4215273990982065,1.116886482034859,shared3,8,normalized_delta,128
21,0.42909470205767114,0.42001224187643904,0.41864693136068815,0.0415765083506441,1.1767525568343045,0.06748050453239365,0.4286031899057807,1.1767525568343045,0.5002755489788557,0.0527830413395637,0.09423365327284525,1.1130200334285434,0.42001224268031745,1.1130200334285434,shared3,8,normalized_delta,128
