split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,6.794844068735983e-07,0.0,,7.149386362925725e-07
train,lj_noisy,5,False,5,5,5,5.204800515912211e-07,9.486441570061288e-08,-4.588580768491011,5.673966626318361e-07
train,lj_noisy,10,False,5,5,5,4.060616390688665e-07,3.9631250956517763e-07,-0.047545066691855785,4.683975745933822e-07
train,lj_noisy,25,False,5,5,5,4.6013383894205615e-07,2.6223908207612114e-06,0.822537226807593,6.231304325865494e-07
train,lj_noisy,50,False,5,5,5,1.7289756669924828e-06,1.09006710772519e-05,0.839016836528464,2.222974239884934e-06
train,lj_noisy,75,False,5,5,5,4.424801045388449e-06,2.5082033971557394e-05,0.8200267106489185,5.3512558224610984e-06
train,lj_noisy,100,False,5,5,5,8.438141867372905e-06,4.512062150752172e-05,0.8089377093973014,9.8177588370163e-06
train,lj_noisy,125,False,5,5,5,1.3546378795581404e-05,7.115652042557485e-05,0.8058744963320299,1.554962400405202e-05
train,lj_noisy,149,False,5,5,5,1.9580086700443644e-05,0.00010185747232753784,0.8053023701922395,2.2139790962683038e-05
train,lj_noisy,175,False,5,5,5,2.8015510542900303e-05,0.00014140228158794345,0.8012452202224034,3.1118994229473174e-05
train,lj_noisy,199,False,5,5,5,3.7909713500994255e-05,0.00018346654542256147,0.7943939527984556,4.156011636951007e-05
validation,lj_noisy,0,False,20,20,20,6.248192931934682e-07,0.0,,7.162277967154296e-07
validation,lj_noisy,5,False,20,20,20,4.7480394016474747e-07,9.562797735895856e-08,-3.9793391905120488,5.842698925562218e-07
validation,lj_noisy,10,False,20,20,20,3.685066936043313e-07,4.023101709549337e-07,0.08142934283393538,4.987098437325699e-07
validation,lj_noisy,25,False,20,20,20,4.3442965775852825e-07,2.700515562992223e-06,0.8396708508208712,6.64489810020541e-07
validation,lj_noisy,50,False,20,20,20,1.6559895698264882e-06,1.1352922138030408e-05,0.8558328252057338,2.2281490828390817e-06
validation,lj_noisy,75,False,20,20,20,4.211270049836458e-06,2.626361301736324e-05,0.8415753737246483,5.289400746733008e-06
validation,lj_noisy,100,False,20,20,20,8.000263096619165e-06,4.754355759359896e-05,0.8334433249757977,9.709782830213953e-06
validation,lj_noisy,125,False,20,20,20,1.3188713364797876e-05,7.53616273868829e-05,0.827277225766444,1.5933842314552747e-05
validation,lj_noisy,149,False,20,20,20,1.9860776137647918e-05,0.00010829863385879435,0.81982173290126,2.4019436432354267e-05
validation,lj_noisy,175,False,20,20,20,2.940593303719652e-05,0.00015109891755855643,0.8096438765743201,3.506754983391147e-05
validation,lj_noisy,199,False,20,20,20,4.0299819920619485e-05,0.00019709730695467443,0.8002976091225549,4.718185746241943e-05
