epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6729087312963833,0.5241121662110679,0.6709968885677157,0.275199902600223,1.8733889585591872,0.311132328894412,0.2319137285362762,0.6729087296475246,1.8733889585591872,0.6072473682080333,0.18566226168524608,0.17792756036807425,0.28446677462621167,1.4483920685623004,0.5241121663104581,1.4483920685623004,shared4,2,normalized_delta,128
2,0.574872381139871,0.5040543382111274,0.5731427949462529,0.1876157517581785,1.7676636948591802,0.17670509001942927,0.16750498543589284,0.5748723805181702,1.7676636948591802,0.5871636850442811,0.1812986477090436,0.1750997267516234,0.23898175129070584,1.42083723059756,0.5040543390872332,1.42083723059756,shared4,2,normalized_delta,128
3,0.5603386178652026,0.4934115289699419,0.5582001992061459,0.17617492057324086,1.7435882369886917,0.17153288625023452,0.150058422419476,0.5603386165579107,1.7435882369886917,0.5770644612698687,0.18019137816437383,0.16733659096356673,0.22266499078261995,1.4034531545262092,0.49341152860919246,1.4034531545262092,shared4,2,normalized_delta,128
4,0.5427550352657691,0.5076919345869848,0.5424469366944874,0.16067397694710378,1.7003801634884133,0.1708450370264242,0.13912096449068323,0.5427550354881561,1.7003801634884133,0.5977164546373804,0.17770730149692934,0.15903226763245618,0.18536627370672734,1.508661894459027,0.507691934323785,1.508661894459027,shared4,2,normalized_delta,128
5,0.498405921978183,0.42922039447801386,0.49652456651419635,0.11327194307972542,1.5700513280161452,0.16937552509450976,0.14092489534934938,0.4984059228849324,1.5700513280161452,0.5035814109880462,0.17640258083230423,0.16054237154662138,0.09491973703822836,1.2850168923379874,0.4292203954387854,1.2850168923379874,shared4,2,normalized_delta,128
6,0.4618173636751628,0.4149771872834255,0.4562253607805612,0.07063993403201525,1.4725952807391225,0.1650819822870647,0.13895225910700879,0.46181736404130275,1.4725952807391225,0.48889785404261865,0.1725708258894121,0.1499830916001215,0.07641747289451332,1.2609373666787806,0.4149771892657069,1.2609373666787806,shared4,2,normalized_delta,128
7,0.447052959401878,0.40460179380984174,0.4426019324240395,0.0645414114878132,1.4540193460311612,0.16152552849463234,0.10812555033821701,0.44705295908795595,1.4540193460311612,0.4777114481735135,0.17394305304016755,0.1207011390860255,0.06907154508155915,1.2546914450735913,0.4046017955703359,1.2546914450735913,shared4,2,normalized_delta,128
8,0.4375003632108895,0.39908811903518177,0.4337535125834961,0.06084998848167369,1.440757940068723,0.15655600653573046,0.09183751919496028,0.4375003635702719,1.440757940068723,0.473216023899821,0.1708826429648656,0.11212051853081101,0.06531337438070256,1.2480359418472282,0.39908811943090183,1.2480359418472282,shared4,2,normalized_delta,128
9,0.43314096422025583,0.39991990921525616,0.4310880092250326,0.05956033533955076,1.4327822641363874,0.15347204675853723,0.08674920411746075,0.43314096258798407,1.4327822641363874,0.473803583665092,0.16841782758697102,0.11048649632824739,0.06744198932536977,1.2533333315679678,0.399919911202139,1.2533333315679678,shared4,2,normalized_delta,128
10,0.4291849998968572,0.4012613729408136,0.4273424078968395,0.05814113732584627,1.4238527594109638,0.1513346664725476,0.08341143570722408,0.4291849997291454,1.4238527594109638,0.47670052344855585,0.16935871006633807,0.10937965316734766,0.06649808826020702,1.2598090408583404,0.4012613730880583,1.2598090408583404,shared4,2,normalized_delta,128
11,0.42634323475228764,0.40517905472295557,0.42461761097008444,0.057376291546331705,1.4163701822858372,0.14983108942458373,0.08179537938308158,0.4263432356599586,1.4163701822858372,0.4805160361846445,0.17255177954763998,0.11027281854316416,0.06665011575232029,1.2712415098672798,0.40517905592760106,1.2712415098672798,shared4,2,normalized_delta,128
12,0.42387354999072946,0.3996006960689786,0.4226663610001038,0.0566245839589504,1.4103218638252142,0.14856955110731887,0.07997820151866583,0.4238735501025373,1.4103218638252142,0.4738607637201373,0.16811174585340405,0.108748642738776,0.0670780424183242,1.2544643517892822,0.3996006956999466,1.2544643517892822,shared4,2,normalized_delta,128
13,0.4217842775237277,0.40073287816858105,0.4208472502027149,0.05634663174405576,1.4043329879444948,0.14745169946810815,0.0790057906851487,0.42178427746045183,1.4043329879444948,0.4756208436467902,0.17016173973164186,0.10789758465786578,0.06644734052992739,1.2584248446664321,0.4007328773964668,1.2584248446664321,shared4,2,normalized_delta,128
14,0.41993468233180237,0.40296498447538837,0.4196414519347113,0.05661225779409616,1.39769148401975,0.14709967654935602,0.07833531375060296,0.41993468302845127,1.39769148401975,0.4779015748279368,0.16822359976340306,0.10846552508975206,0.06550013064866952,1.2696706830512865,0.4029649846382778,1.2696706830512865,shared4,2,normalized_delta,128
15,0.4181775064613071,0.4043673552543278,0.41858786513591506,0.05633691834939501,1.3922388243801047,0.14587408934761634,0.07826018641582422,0.418177504623235,1.3922388243801047,0.48001775024790067,0.1684229064828499,0.10451092676668182,0.06395634194917005,1.2805792388944286,0.40436735352328257,1.2805792388944286,shared4,2,normalized_delta,128
16,0.41671944863720745,0.3981732133584531,0.4168017570293044,0.056166065552107264,1.38854679716923,0.14497643495887755,0.07718849758369391,0.41671944881597717,1.38854679716923,0.47238246310251975,0.16941834824240726,0.10620121408268633,0.06473614774983037,1.252337142589535,0.39817321316611476,1.252337142589535,shared4,2,normalized_delta,128
