epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6849236000024549,0.5133754752370209,0.6826739754321393,0.28638857998209455,1.8809842260500371,0.33849252921610207,0.23382906166045364,0.6849235992271718,1.8809842260500371,0.6001410860671357,0.18536733143885617,0.27017623130158475,0.16420875569223886,1.4337495806895697,0.5133754747805623,1.4337495806895697,shared4,4,normalized_delta,128
2,0.5722475006665277,0.501506425646454,0.5711964922797397,0.18879287486458518,1.778465448001444,0.17523545733503113,0.14649623459927483,0.5722475037000837,1.778465448001444,0.5874692900143123,0.17612767454398714,0.25270366025241936,0.1524709304757858,1.424723436003146,0.5015064253188346,1.424723436003146,shared4,4,normalized_delta,128
3,0.5488278945234646,0.48397548602739343,0.5508506373160748,0.17557326958350108,1.7231939611145564,0.17012381922247227,0.12642052505745266,0.5488278937444956,1.7231939611145564,0.5656676410804153,0.17240163323878063,0.2091982559017513,0.1551347281967875,1.3991673248323055,0.4839754855424062,1.3991673248323055,shared4,4,normalized_delta,128
4,0.49996330972397235,0.41816313582446735,0.49874990431488664,0.1192926644767809,1.5843306637533736,0.1698680401418486,0.1263618767851261,0.4999633112892823,1.5843306637533736,0.4942165268032918,0.1748658335756643,0.096919004897414,0.14092666197847942,1.2599410422941442,0.4181631356864255,1.2599410422941442,shared4,4,normalized_delta,128
5,0.45102125842684493,0.39897900472281006,0.4466364136000107,0.06542918027076369,1.4799094684913479,0.16167797126603314,0.09706840581091067,0.4510212564597638,1.4799094684913479,0.47407283404245676,0.16949134533525456,0.07154580120645139,0.11428837434723679,1.2405904967323123,0.39897900440531375,1.2405904967323123,shared4,4,normalized_delta,128
6,0.4387840118878435,0.3952385361781233,0.4350781509343112,0.059788410881126304,1.455694655236594,0.15653708016888132,0.08311590377614884,0.4387840125156876,1.455694655236594,0.4701480584241185,0.16661934712128676,0.07131462823967688,0.10672060970820693,1.2362995599451743,0.3952385362535862,1.2362995599451743,shared4,4,normalized_delta,128
7,0.43380045700120423,0.3945954491498442,0.43121474645147223,0.05838549557562161,1.443881611317632,0.1534010312399559,0.07953369701256617,0.4338004587864439,1.443881611317632,0.46979247339864966,0.16453279441465501,0.07198571461978048,0.1086341795831801,1.2332291068884695,0.3945954488765213,1.2332291068884695,shared4,4,normalized_delta,128
8,0.43109884732316855,0.3948746438730847,0.42890052182850547,0.05801815830053157,1.4368538593082125,0.15078510911668352,0.07873826404900774,0.4310988476936088,1.4368538593082125,0.4701554923366181,0.16339654814849494,0.07013178482401394,0.10548308483608392,1.240487158887471,0.39487464417401597,1.240487158887471,shared4,4,normalized_delta,128
9,0.4290125149063825,0.39935037640950427,0.4266692884364669,0.056911496750243734,1.4315128243850215,0.14957446108097924,0.07805127553926845,0.4290125144388782,1.4315128243850215,0.4756784880820942,0.164595392322823,0.07060741046406771,0.10567956274235438,1.2565191421112996,0.3993503769101362,1.2565191421112996,shared4,4,normalized_delta,128
10,0.4274593491431591,0.39606539760771475,0.4250755821573388,0.05699825338714591,1.4262133082252064,0.1488294016353609,0.07779643350676449,0.4274593491886194,1.4262133082252064,0.47304218035677204,0.16452008831082832,0.0694090993798857,0.10517605567873702,1.2451563492240643,0.3960653981483788,1.2451563492240643,shared4,4,normalized_delta,128
11,0.4253026734162761,0.3942327928460634,0.42268878595023796,0.0565070343845202,1.4186208895297039,0.14832429654188553,0.07775847314510465,0.4253026734003036,1.4186208895297039,0.46973012258177216,0.1656885852691213,0.07035601312449209,0.10520269268416899,1.235683881894873,0.39423279324316385,1.235683881894873,shared4,4,normalized_delta,128
12,0.4229554230823995,0.39254325457476813,0.4213744130840717,0.056109586624934836,1.4113805123794048,0.1470606915239923,0.07727090553392836,0.4229554240155651,1.4113805123794048,0.4665901997226029,0.16335535761366485,0.07004560829092392,0.10830839435485276,1.2284636563463174,0.39254325415143976,1.2284636563463174,shared4,4,normalized_delta,128
13,0.42039498631746597,0.39858701271501923,0.4183467557570236,0.055830969752886365,1.4024653314443252,0.14662960813550333,0.07665403288516331,0.4203949855544695,1.4024653314443252,0.4755833521779818,0.16245107862936414,0.07067395880700571,0.10516872559950168,1.2560542811871518,0.39858701105575584,1.2560542811871518,shared4,4,normalized_delta,128
14,0.4182075901364903,0.3956379820353429,0.4172494383160231,0.056324935896631755,1.3943316058150068,0.14579676697644992,0.07637705120176942,0.4182075899724645,1.3943316058150068,0.471369716990371,0.16241326800772088,0.06910820385043623,0.10630554182771519,1.2447249194967889,0.3956379832956653,1.2447249194967889,shared4,4,normalized_delta,128
15,0.4156023975373258,0.3969471702874885,0.41499299691660735,0.05643755102181183,1.3847155690507713,0.14482842203927543,0.07642803895274929,0.41560239526615195,1.3847155690507713,0.4727209259870024,0.16297211398631922,0.07237113391973167,0.10696049213865882,1.2454849393824814,0.3969471698567978,1.2454849393824814,shared4,4,normalized_delta,128
16,0.4132096680534861,0.39622702758773987,0.41230348794472876,0.05630939632241361,1.376344818631703,0.1441336598217802,0.07605079432462876,0.41320966727513136,1.376344818631703,0.4720360874658517,0.16137733996621234,0.07453673099178688,0.10731616506183689,1.2416778753986473,0.39622702785462083,1.2416778753986473,shared4,4,normalized_delta,128
