epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8004174784021942,0.8311038201209158,0.8016583803649011,0.8004174784021942,0.8004174784021942,0.8004174784021942,0.8314997256966308,0.8311038201209158,0.8311038201209158,0.8311038201209158,depablo_low_temp,4,normalized_delta,128
2,0.5490334436297417,0.7783844603109173,0.5507425145883309,0.5490334436297417,0.5490334436297417,0.5490334436297417,0.7783117746585049,0.7783844603109173,0.7783844603109173,0.7783844603109173,depablo_low_temp,4,normalized_delta,128
3,0.500123579329566,0.7092055085813627,0.5019912285828276,0.500123579329566,0.500123579329566,0.500123579329566,0.7096321370336227,0.7092055085813627,0.7092055085813627,0.7092055085813627,depablo_low_temp,4,normalized_delta,128
4,0.48460138340137504,0.695630096597597,0.486702451502022,0.48460138340137504,0.48460138340137504,0.48460138340137504,0.695979844284011,0.695630096597597,0.695630096597597,0.695630096597597,depablo_low_temp,4,normalized_delta,128
5,0.47569183587635816,0.6879542421957012,0.4779566836592398,0.47569183587635816,0.47569183587635816,0.47569183587635816,0.6882711553771514,0.6879542421957012,0.6879542421957012,0.6879542421957012,depablo_low_temp,4,normalized_delta,128
6,0.4707235966662043,0.6815653029771056,0.4730566677490347,0.4707235966662043,0.4707235966662043,0.4707235966662043,0.6818351997935679,0.6815653029771056,0.6815653029771056,0.6815653029771056,depablo_low_temp,4,normalized_delta,128
7,0.46532251654486906,0.6733760571223684,0.4676977425813675,0.46532251654486906,0.46532251654486906,0.46532251654486906,0.6735131232999265,0.6733760571223684,0.6733760571223684,0.6733760571223684,depablo_low_temp,4,normalized_delta,128
8,0.4566377138620929,0.6579785938665736,0.4589991495405373,0.4566377138620929,0.4566377138620929,0.4566377138620929,0.6578955535078421,0.6579785938665736,0.6579785938665736,0.6579785938665736,depablo_low_temp,4,normalized_delta,128
9,0.44162131543026156,0.632848371489672,0.4437047436147144,0.44162131543026156,0.44162131543026156,0.44162131543026156,0.6324651599279605,0.632848371489672,0.632848371489672,0.632848371489672,depablo_low_temp,4,normalized_delta,128
10,0.4208239870636087,0.6065635943086818,0.4223039113671372,0.4208239870636087,0.4208239870636087,0.4208239870636087,0.6058677509718109,0.6065635943086818,0.6065635943086818,0.6065635943086818,depablo_low_temp,4,normalized_delta,128
11,0.3985712498818573,0.5879719044605736,0.39937334063609964,0.3985712498818573,0.3985712498818573,0.3985712498818573,0.5871580617967993,0.5879719044605736,0.5879719044605736,0.5879719044605736,depablo_low_temp,4,normalized_delta,128
12,0.37875243685159243,0.5686381706327666,0.37919117347582393,0.37875243685159243,0.37875243685159243,0.37875243685159243,0.5677365987212397,0.5686381706327666,0.5686381706327666,0.5686381706327666,depablo_low_temp,4,normalized_delta,128
13,0.36143738534301517,0.5440926901064813,0.36167541858985236,0.36143738534301517,0.36143738534301517,0.36143738534301517,0.5430515380867291,0.5440926901064813,0.5440926901064813,0.5440926901064813,depablo_low_temp,4,normalized_delta,128
14,0.3448621478127806,0.518854458729038,0.3448693017622358,0.3448621478127806,0.3448621478127806,0.3448621478127806,0.5176638946577441,0.518854458729038,0.518854458729038,0.518854458729038,depablo_low_temp,4,normalized_delta,128
15,0.3296626567742542,0.4975383105338551,0.32944403816210593,0.3296626567742542,0.3296626567742542,0.3296626567742542,0.4962893904594239,0.4975383105338551,0.4975383105338551,0.4975383105338551,depablo_low_temp,4,normalized_delta,128
16,0.3170952916733528,0.4753822782658972,0.3167005689912721,0.3170952916733528,0.3170952916733528,0.3170952916733528,0.47409433222492225,0.4753822782658972,0.4753822782658972,0.4753822782658972,depablo_low_temp,4,normalized_delta,128
17,0.30491148054991896,0.4536048125301022,0.30443845398135877,0.30491148054991896,0.30491148054991896,0.30491148054991896,0.45224443342885934,0.4536048125301022,0.4536048125301022,0.4536048125301022,depablo_low_temp,4,normalized_delta,128
18,0.2931454684879435,0.4327327765058726,0.29264145292537774,0.2931454684879435,0.2931454684879435,0.2931454684879435,0.43136437400244176,0.4327327765058726,0.4327327765058726,0.4327327765058726,depablo_low_temp,4,normalized_delta,128
