epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6484428576231003,0.5498434312790632,0.6603657076358795,0.700457316339016,0.5964284000992774,0.6484428582191467,0.700457316339016,0.547949282836169,0.433585485458374,0.6661013770997525,0.5498434312790632,0.6661013770997525,Reid + low-T 2D AE,4,normalized_delta,96
2,0.3766017742753029,0.3712968251742423,0.3577344028353691,0.33339888793230055,0.4198046594262123,0.3766017736792564,0.4198046594262123,0.3704419874344021,0.3982219420820475,0.34437170826643704,0.37129682517424223,0.3982219420820475,Reid + low-T 2D AE,4,normalized_delta,96
3,0.324746208190918,0.35772034378908574,0.3023594788312912,0.27022324669361114,0.3792691697478294,0.3247462082207203,0.3792691697478294,0.35677836325764656,0.3858595272153616,0.3295811603628099,0.35772034378908574,0.3858595272153616,Reid + low-T 2D AE,4,normalized_delta,96
4,0.300508537709713,0.3313604634776711,0.27746851402521133,0.24535995694994928,0.35565711706876757,0.3005085370093584,0.35565711706876757,0.3307261803932488,0.3860473919436336,0.2766735350117087,0.3313604634776711,0.3860473919436336,Reid + low-T 2D AE,4,normalized_delta,96
5,0.24914753562211991,0.2529899069564417,0.22419114327430725,0.1760535506606102,0.32224151852726934,0.2491475345939398,0.32224151852726934,0.25282063997536897,0.34784295508265495,0.15813685883022846,0.2529899069564417,0.34784295508265495,Reid + low-T 2D AE,4,normalized_delta,96
6,0.18896327370405197,0.2257949619591236,0.16940739560127258,0.12810778042674065,0.24981876760721206,0.18896327401697635,0.24981876760721206,0.22666958480142058,0.299149351388216,0.1524405725300312,0.22579496195912363,0.299149351388216,Reid + low-T 2D AE,4,normalized_delta,96
7,0.17352652290463447,0.22265609215479343,0.15548668709397315,0.11734806343913079,0.22970498090982436,0.17352652217447756,0.22970498090982436,0.22366014382382854,0.30378150889649985,0.141530675413087,0.22265609215479343,0.30378150889649985,Reid + low-T 2D AE,4,normalized_delta,96
8,0.16683306458592415,0.23901036486588417,0.14977450987696647,0.11235160706937312,0.22131452214717864,0.16683306460827588,0.22131452214717864,0.2403438769131899,0.33604296514764426,0.1419777645841241,0.23901036486588417,0.33604296514764426,Reid + low-T 2D AE,4,normalized_delta,96
9,0.16262171426415442,0.23427663433738052,0.14588961641490458,0.10885847207903862,0.2163849567770958,0.16262171442806722,0.2163849567770958,0.2351927625471726,0.3312851417530328,0.13726812692172824,0.23427663433738052,0.3312851417530328,Reid + low-T 2D AE,4,normalized_delta,96
10,0.15948442935943605,0.2219581779646687,0.143196048617363,0.10674402567744255,0.21222483384609223,0.15948442976176738,0.21222483384609223,0.22263450129702686,0.30644887719955294,0.1374674787297845,0.2219581779646687,0.30644887719955294,Reid + low-T 2D AE,4,normalized_delta,96
11,0.15687165537476538,0.22657139678578825,0.1410694745182991,0.10550434629619121,0.20823896469175815,0.1568716554939747,0.20823896469175815,0.22711462919134648,0.3177714602574706,0.13537133331410586,0.22657139678578825,0.3177714602574706,Reid + low-T 2D AE,4,normalized_delta,96
12,0.154532022356987,0.2215760819967836,0.13930027577280998,0.10423786502331495,0.20482617892324925,0.15453202197328209,0.20482617892324925,0.22193145145848395,0.30451901998743414,0.13863314400613308,0.2215760819967836,0.30451901998743414,Reid + low-T 2D AE,4,normalized_delta,96
13,0.15334266290068627,0.22004750353796407,0.13829196015000345,0.1033370710760355,0.20334825550019742,0.15334266328811647,0.20334825550019742,0.22009498471673578,0.3033775325426832,0.13671747453324495,0.22004750353796407,0.3033775325426832,Reid + low-T 2D AE,4,normalized_delta,96
14,0.15114564010500908,0.24339845576602964,0.13655133584141732,0.1023991392403841,0.19989214055240154,0.15114563989639282,0.19989214055240154,0.24320436963438988,0.34059855303540826,0.14619835849665105,0.24339845576602964,0.34059855303540826,Reid + low-T 2D AE,4,normalized_delta,96
