epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.36542874399353475,0.3527492806315422,0.36542874399353475,0.00011088824248872697,0.0,0.3527492806315422,0.00010507394896800785,0.0,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,0.3580859619028428,0.3398452301820119,0.3580859619028428,0.00010829347850042669,0.0,0.3398452301820119,0.0001007470533901748,0.0,0.9536223471023029,0.9866077364726883,60.0,0.40407882646189885,-0.7022008363488934,0.40407882646189885,-0.7022008363488934,0.9405952337703154,0.9738420819642746,-0.7022008363488934,0.9405952337703154,0.9738420819642746,-0.7022008363488934,0.9536223471023029,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,0.3382631522767684,0.3135225127140681,0.3382631522767684,0.00010168260932379566,0.0,0.3135225127140681,9.198959135877278e-05,0.0,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,0.30263714755282684,0.26573579385876656,0.30263714755282684,8.981713814565035e-05,0.0,0.26573579385876656,7.652460408280604e-05,0.0,0.9657898140805928,0.9874804251069357,60.0,0.5522955237528099,-0.2726489225243669,0.5522955237528099,-0.2726489225243669,0.9446965089842225,0.9848389847985739,-0.2726489225243669,0.9446965089842225,0.9848389847985739,-0.2726489225243669,0.9657898140805928,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.24887901369263143,0.20767270401120186,0.24887901369263143,7.297063455232146e-05,0.0,0.20767270401120186,5.9809210749032594e-05,0.0,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.19800935860942392,0.16007105136911073,0.19800935860942392,5.972157262423185e-05,0.0,0.16007105136911073,4.7582697031126976e-05,0.0,0.9766403916776984,0.988345037468669,60.0,0.7018332738490803,0.16656999618172308,0.7018332738490803,0.16656999618172308,0.9457939853343168,0.9931358400312011,0.16656999618172308,0.9457939853343168,0.9931358400312011,0.16656999618172308,0.9766403916776984,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.15325893111088695,0.12323909625411034,0.15325893111088695,4.757890158490387e-05,0.0,0.12323909625411034,3.667187744819481e-05,0.0,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.12459039863418131,0.1065500807017088,0.12459039863418131,3.9259905486901786e-05,0.0,0.1065500807017088,3.1707752896181773e-05,0.0,0.9733225099869843,0.9869802899572119,60.0,0.6943376744157655,0.15775202801635946,0.6943376744157655,0.15775202801635946,0.93730695933331,0.9879540358976273,0.15775202801635946,0.93730695933331,0.9879540358976273,0.15775202801635946,0.9733225099869843,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.1113022662260953,0.09620386982957523,0.1113022662260953,3.51186959853615e-05,0.0,0.09620386982957523,2.8424199778479913e-05,0.0,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.10038644163047566,0.08756482973694801,0.10038644163047566,3.15346902318518e-05,0.0,0.08756482973694801,2.5539589387335582e-05,0.0,0.9736764010752279,0.9869583413426127,60.0,0.6825955790318768,0.12315559261763376,0.6825955790318768,0.12315559261763376,0.9331718380667083,0.9914593064112885,0.12315559261763376,0.9331718380667083,0.9914593064112885,0.12315559261763376,0.9736764010752279,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
