epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8485695493508534,0.8406260766418104,0.8485695493508534,0.00018727159248917442,0.5583843924553997,1.1387547064258392,0.8406260766418104,0.00017914910254824437,1.2207983905673028,0.4861639316678047,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.416613591124255,0.5016113304936076,0.416613591124255,9.099129065033188e-05,0.31954810505052167,0.5136790799508133,0.5016113304936076,0.00010720398208937206,0.7046083723828197,0.3009678634991869,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.2603615456257001,0.34386433162595553,0.2603615456257001,5.553204119864694e-05,0.15669261038782129,0.364030481342331,0.34386433162595553,7.079184615297454e-05,0.5808271230254323,0.10680280250497162,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.1950893902994064,0.3148101477240433,0.1950893902994064,4.0459881080848675e-05,0.0716063104584873,0.3185724707911292,0.3148101477240433,6.45535695740655e-05,0.542179257100448,0.08741124865971506,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.17861605511910944,0.3044080949684392,0.17861605511910944,3.6947462846059585e-05,0.06284612005045376,0.2943859900905186,0.3044080949684392,6.239815518365941e-05,0.5209482626765967,0.08810999988624826,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.16715444489774933,0.29217327348224026,0.16715444489774933,3.4572211295443666e-05,0.059051922788043096,0.27525696728423416,0.29217327348224026,5.9868869932214796e-05,0.4958423524312675,0.08854248368833215,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.15481941868741828,0.28091619202019047,0.15481941868741828,3.2055814991768005e-05,0.05606492617014182,0.2535739114365903,0.28091619202019047,5.749509520432546e-05,0.4723278960697353,0.08949383681500331,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.14161502261717157,0.2854529480360089,0.14161502261717157,2.9377397019257717e-05,0.053433017259142006,0.2297970281921357,0.2854529480360089,5.808971280930746e-05,0.4804427376948297,0.09179050190001727,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.12745814647779885,0.281821516575058,0.12745814647779885,2.6527710501448815e-05,0.05084330449815855,0.2040729884013354,0.281821516575058,5.7193683971745824e-05,0.47146696285158396,0.09389010858675464,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.1133700284029705,0.2962532279396759,0.1133700284029705,2.370659853566387e-05,0.04863638012673721,0.17810367569925795,0.2962532279396759,5.977240875235893e-05,0.501506055412814,0.09479438467230648,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
11,0.10126506790040009,0.3035985304037554,0.10126506790040009,2.129784647639968e-05,0.046750099977934695,0.15578003547128186,0.3035985304037554,6.105329392901779e-05,0.5167614669809117,0.09560349312378094,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
12,0.0912889663474148,0.34142815170343965,0.0912889663474148,1.9328593808097364e-05,0.0451466010801165,0.13743133111351943,0.34142815170343965,6.82173820770715e-05,0.5960820884611457,0.09662304385844618,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
13,0.08381061011319418,0.3453906342621199,0.08381061011319418,1.7852592847418006e-05,0.04362780674843185,0.12399341357520306,0.3453906342621199,6.886500250648013e-05,0.6103068567235023,0.09187199956853874,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
14,0.07844509101326926,0.36355195005039076,0.07844509101326926,1.679496777745749e-05,0.042548375279010536,0.11434180679989148,0.36355195005039076,7.225256656401615e-05,0.6482091045118868,0.09366830494999885,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
15,0.07494002250004485,0.36409319187565914,0.07494002250004485,1.6098186896410753e-05,0.04167671695007497,0.10820332788918392,0.36409319187565914,7.230128402216408e-05,0.6516577007286251,0.09218644480546936,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
