epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.44269488982154886,0.38360648883790677,0.44269488982154886,0.4531911135672676,0.49227318638806655,0.33815968539532715,0.4278746617835538,0.49227318638806655,0.38360648883790677,0.2914661582252209,0.5095507961942961,0.34588106782420686,0.3822993407479079,0.5095507961942961,2D AE mixed-T exclusion,8,normalized_delta,192
2,0.3343531538866341,0.38017230020862414,0.3343531538866341,0.35799782631214094,0.3692986017380896,0.24265076946566413,0.3233157325052982,0.3692986017380896,0.38017230020862414,0.31095398431941074,0.4828405857870453,0.33947652731286854,0.37775703247310816,0.4828405857870453,2D AE mixed-T exclusion,8,normalized_delta,192
3,0.23148677592061553,0.2285779483933398,0.23148677592061553,0.13500221896102754,0.3448235336724225,0.16165283858465102,0.21382619707270037,0.3448235336724225,0.2285779483933398,0.20321883463815965,0.14041239499163471,0.33840431961181916,0.22734518308053783,0.33840431961181916,2D AE mixed-T exclusion,8,normalized_delta,192
4,0.21448102421383664,0.2219758521070281,0.21448102421383664,0.10508107413499754,0.33701676921670853,0.1411452012973611,0.19441434821635573,0.33701676921670853,0.2219758521070281,0.20115693109704458,0.13133196862610547,0.3289971729274839,0.22049535755021132,0.3289971729274839,2D AE mixed-T exclusion,8,normalized_delta,192
5,0.21185640457415453,0.21837584266822177,0.21185640457415453,0.10241535843265628,0.3342623935208439,0.13787917642759864,0.19151897612703295,0.3342623935208439,0.21837584266822177,0.1990281399512822,0.1268820108404677,0.3248890975882348,0.21693308279332824,0.3248890975882348,2D AE mixed-T exclusion,8,normalized_delta,192
6,0.21026207961896384,0.21919780563982533,0.21026207961896384,0.10116614462215566,0.33233334759306526,0.13627142141875853,0.18992363787799316,0.33233334759306526,0.21919780563982533,0.1975957181780262,0.12651016981291927,0.3294031941969144,0.2178363607292866,0.3294031941969144,2D AE mixed-T exclusion,8,normalized_delta,192
7,0.20911495988364753,0.21736159834825824,0.20911495988364753,0.10024802762763592,0.3307435535437049,0.13543435598047016,0.18880864571727032,0.3307435535437049,0.21736159834825824,0.1956543600870336,0.12344779770233129,0.32861327680416014,0.21590514486450832,0.32861327680416014,2D AE mixed-T exclusion,8,normalized_delta,192
8,0.20816818988661995,0.21959830329634566,0.20816818988661995,0.0994013112541255,0.32931868128518227,0.13407097748260727,0.187596990007305,0.32931868128518227,0.21959830329634566,0.20141836018747392,0.12525928811121143,0.32802055003611663,0.2182327327782673,0.32802055003611663,2D AE mixed-T exclusion,8,normalized_delta,192
9,0.2060953778070836,0.21797025004973147,0.2060953778070836,0.09814559358633644,0.3269425383893042,0.13300811974612953,0.18603208390725676,0.3269425383893042,0.21797025004973147,0.19872426593854547,0.12424996165117543,0.3269033084476465,0.21662584534578913,0.3269033084476465,2D AE mixed-T exclusion,8,normalized_delta,192
10,0.20387908836188157,0.2169495989904567,0.20387908836188157,0.09719128026023216,0.32316086081321455,0.13231051985511877,0.18422088697618846,0.32316086081321455,0.2169495989904567,0.20149341257328682,0.11977080035660612,0.32550425383899556,0.2155894889229628,0.32550425383899556,2D AE mixed-T exclusion,8,normalized_delta,192
11,0.201316650778214,0.21533813664742502,0.201316650778214,0.09550074138389122,0.3196093405515855,0.13046704653028537,0.1818590428219207,0.3196093405515855,0.21533813664742502,0.19346234992522984,0.12078798768404675,0.3277375798084234,0.21399597247256663,0.3277375798084234,2D AE mixed-T exclusion,8,normalized_delta,192
