epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.002579823788654218,0.0028890904577715242,0.002579823788654218,6.119867038023585e-06,0.0,0.0011354507754838255,0.005028793277202484,0.0015752273132763452,0.0028890904577715242,5.637056760447607e-06,0.0,0.0024704056008974106,0.004396067463331251,0.0018007983090859109,,,,,,,,,,,,,,,1,8,11,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.0025690913644990415,0.00285592494072582,0.0025690913644990415,6.047399125463926e-06,0.0,0.00112481848684259,0.005019435683457094,0.0015630199231974405,0.00285592494072582,5.614872034956616e-06,0.0,0.002427714903304625,0.004361010162356458,0.001779049756516377,0.9808353015282489,0.9908885669214451,60.0,0.7704980817953957,0.3660537070741361,0.7704980817953957,0.3660537070741361,0.9520490768332304,0.9933914614788206,0.3660537070741361,0.9520490768332304,0.9933914614788206,0.3660537070741361,0.9808353015282489,1,8,12,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.0025514299386376286,0.0028397070286474394,0.0025514299386376286,6.007578690514492e-06,0.0,0.0011128576466810293,0.0049947655891449385,0.0015466665800869179,0.0028397070286474394,5.615378044736148e-06,0.0,0.002379119841860312,0.004351897557364736,0.0017881036867172704,,,,,,,,,,,,,,,1,8,13,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.0025384719484759562,0.002814780913786997,0.0025384719484759562,5.947501364289565e-06,0.0,0.0011041518472025432,0.0049802059170209155,0.0015310580812044092,0.002814780913786997,5.596536787131547e-06,0.0,0.00233073669600401,0.004332923741736233,0.001780682303620748,0.9801330036816724,0.9907393920328831,60.0,0.7694960686423232,0.3650381167335578,0.7694960686423232,0.3650381167335578,0.9515914153568379,0.9918586738365742,0.3650381167335578,0.9515914153568379,0.9918586738365742,0.3650381167335578,0.9801330036816724,1,8,14,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.0025228402315009375,0.0027956649724513462,0.0025228402315009375,5.9787066959415824e-06,0.0,0.0010894242499856236,0.004963371969085639,0.0015157244754315494,0.0027956649724513462,5.566794739438179e-06,0.0,0.0022711727179755186,0.004325818672613092,0.0017900035267654278,,,,,,,,,,,,,,,1,8,15,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.002508850173355159,0.0028103973775185673,0.002508850173355159,5.98540111695911e-06,0.0,0.0010813657126802947,0.0049413781192442635,0.0015038066881409191,0.0028103973775185673,5.547973366695012e-06,0.0,0.002363293197270299,0.004339159608606348,0.0017287393266790538,0.9805259512675815,0.9907151593855357,60.0,0.7730966824686822,0.37405974067061765,0.7730966824686822,0.37405974067061765,0.9532891177408561,0.991941188994573,0.37405974067061765,0.9532891177408561,0.991941188994573,0.37405974067061765,0.9805259512675815,1,8,16,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.0024957809442237204,0.00279332607904354,0.0024957809442237204,5.932144802045514e-06,0.0,0.0010706537721057085,0.004933222613746666,0.0014834664468187867,0.00279332607904354,5.539141304986763e-06,0.0,0.0022959441715696273,0.004319735771227071,0.0017642982943339223,,,,,,,,,,,,,,,1,8,17,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.002470727684978287,0.0028185184771774806,0.002470727684978287,5.896340127264921e-06,0.0,0.0010668088092128266,0.004880209425884845,0.0014651648198371896,0.0028185184771774806,5.5908157347320495e-06,0.0,0.0023248728654354264,0.0043335265144481706,0.0017971560516488435,0.9774839348369703,0.990124773700966,60.0,0.7618931932793749,0.3540918064510393,0.7618931932793749,0.3540918064510393,0.9432337658126189,0.9883540075744666,0.3540918064510393,0.9432337658126189,0.9883540075744666,0.3540918064510393,0.9774839348369703,1,8,18,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
19,0.0024604786238002145,0.002773267045735352,0.0024604786238002145,5.779972440222991e-06,0.0,0.0010648264385117797,0.004869078709030515,0.0014475307238583492,0.002773267045735352,5.545204988844819e-06,0.0,0.0022556958316998403,0.004309217816543506,0.0017548874889627085,,,,,,,,,,,,,,,1,8,19,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
20,0.002437586933000306,0.002785649831698427,0.002437586933000306,5.833679836086958e-06,0.0,0.0010525598707367793,0.004833673769280722,0.0014265271589834177,0.002785649831698427,5.550596349414925e-06,0.0,0.002228095325504207,0.004314177057124818,0.0018146771124662564,0.978048333471733,0.990173497419909,60.0,0.7673629878185659,0.36706856997147885,0.7673629878185659,0.36706856997147885,0.9469239808883673,0.9880964125958517,0.36706856997147885,0.9469239808883673,0.9880964125958517,0.36706856997147885,0.978048333471733,1,8,20,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
21,0.0024191040165563627,0.002798246139388821,0.0024191040165563627,5.725319255134309e-06,0.0,0.0010483068278565979,0.004803583640958123,0.0014054215808543672,0.002798246139388821,5.5711717653717976e-06,0.0,0.002256811550466864,0.004319872655351405,0.0018180542123481947,,,,,,,,,,,,,,,1,8,21,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
22,0.002409115163823461,0.002795336452266187,0.002409115163823461,5.657905660427787e-06,0.0,0.0010488755476523804,0.00478727386489757,0.001391196078920433,0.002795336452266187,5.582129522901431e-06,0.0,0.0022104487827970263,0.004322685836392669,0.0018528747376088653,0.9774315444736374,0.98956887483049,60.0,0.7676237154270659,0.3707306838588046,0.7676237154270659,0.3707306838588046,0.9451692613560996,0.9869712010662933,0.3707306838588046,0.9451692613560996,0.9869712010662933,0.3707306838588046,0.9774315444736374,1,8,22,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
