epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.006591728097770432,0.00503604941893145,0.006591728097770432,1.3882641326290468e-05,0.0,0.006084270297574359,0.00758650053248306,0.0061044134632538775,0.00503604941893145,9.526622968471862e-06,0.0,0.004896743654849574,0.005664120606475494,0.004547283995469281,,,,,,,,,,,,,,,1,8,1,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.004120659421035573,0.003642372194067458,0.004120659421035573,8.832211221942998e-06,0.0,0.003330170976672283,0.005709866373801946,0.003321940912632492,0.003642372194067458,6.864592747164848e-06,0.0,0.0031569836336405965,0.004986904449957696,0.0027832284986040825,0.9781962153171153,0.9902721907897923,60.0,0.7377846479417878,0.27091099979220545,0.7377846479417878,0.27091099979220545,0.9514410223251742,0.9910019217079835,0.27091099979220545,0.9514410223251742,0.9910019217079835,0.27091099979220545,0.9781962153171153,1,8,2,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.0031939851511282023,0.003441584248447739,0.0031939851511282023,7.011982120275206e-06,0.0,0.0018530042647818955,0.005608376907931608,0.002120574280671104,0.003441584248447739,6.161048862519568e-06,0.0,0.0030164364764573293,0.005301327095869304,0.0020069891730165844,,,,,,,,,,,,,,,1,8,3,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0030342782855945593,0.0032529726845186846,0.0030342782855945593,6.683966944365238e-06,0.0,0.0015351184438155872,0.005624059832820366,0.0019436565801477241,0.0032529726845186846,5.959365229169965e-06,0.0,0.002895210468153147,0.004918906742564776,0.0019448008428381318,0.9811716337122294,0.9907013137089028,60.0,0.7562968171549395,0.32128928804877477,0.7562968171549395,0.32128928804877477,0.9513716690345329,0.9962294943815109,0.32128928804877477,0.9513716690345329,0.9962294943815109,0.32128928804877477,0.9811716337122294,1,8,4,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.00286585504870731,0.0031440415694901553,0.00286585504870731,6.580674579481638e-06,0.0,0.0014304352667722647,0.005314381789132698,0.0018527480902169676,0.0031440415694901553,5.904837797226554e-06,0.0,0.002899881877693712,0.0046885406939364575,0.0018437021368402963,,,,,,,,,,,,,,,1,8,5,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0027570976797292265,0.0030482160156676593,0.0027570976797292265,6.486304044983626e-06,0.0,0.0013010837136734513,0.005195368336604367,0.0017748409889098626,0.0030482160156676593,5.804660883189751e-06,0.0,0.0027679462804051334,0.004555076103187358,0.0018216256634104866,0.9815474529161234,0.9909392848221813,60.0,0.7638419211944937,0.3448206055111209,0.7638419211944937,0.3448206055111209,0.9501470445558637,0.9965581135164961,0.3448206055111209,0.9501470445558637,0.9965581135164961,0.3448206055111209,0.9815474529161234,1,8,6,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0026793877443658473,0.002989718820908716,0.0026793877443658473,6.3400989063211455e-06,0.0,0.001232689056611448,0.00510410792840117,0.0017013662480849234,0.002989718820908716,5.769718427472981e-06,0.0,0.002664283035356489,0.004474882275260163,0.0018299911521094973,,,,,,,,,,,,,,,1,8,7,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.0026364598926916605,0.002970510828689647,0.0026364598926916605,6.233548191403315e-06,0.0,0.0011872126397630574,0.005073495123030736,0.0016486719152811874,0.002970510828689647,5.72123008169001e-06,0.0,0.00261496462988527,0.00446670304740089,0.0018298648087827793,0.9812580363370562,0.9909361093058353,60.0,0.7695147925916791,0.3630445445165482,0.7695147925916791,0.3630445445165482,0.950488301033242,0.9950115322252472,0.3630445445165482,0.950488301033242,0.9950115322252472,0.3630445445165482,0.9812580363370562,1,8,8,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.0026208743364917364,0.0029382325696736076,0.0026208743364917364,6.247251633340056e-06,0.0,0.0011744894549265568,0.0050675557178403155,0.0016205778367083385,0.0029382325696736076,5.699115180587714e-06,0.0,0.002566997887133353,0.0044197409344757365,0.0018279588874117341,,,,,,,,,,,,,,,1,8,9,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.002597885926088175,0.0028875009044053396,0.002597885926088175,6.183216470390107e-06,0.0,0.0011491362917950302,0.00504877680549257,0.0015957446809769257,0.0028875009044053396,5.644296007548374e-06,0.0,0.002436428948588152,0.004397278499717769,0.001828795264910096,0.9812762564123139,0.9910016563386561,60.0,0.7716413100993691,0.36719406557356715,0.7716413100993691,0.36719406557356715,0.9538503474853327,0.9938795172392075,0.36719406557356715,0.9538503474853327,0.9938795172392075,0.36719406557356715,0.9812762564123139,1,8,10,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
