epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8777303727049577,0.6882413211860694,0.8703196693015726,0.8777303727049577,0.8777303727049577,0.8777303727049577,0.6857590412837453,0.6882413211860694,0.6882413211860694,0.6882413211860694,reid,2,normalized_delta,128
2,0.6223318827387534,0.6142681676719803,0.6155118613650924,0.6223318827387534,0.6223318827387534,0.6223318827387534,0.6113380088645499,0.6142681676719803,0.6142681676719803,0.6142681676719803,reid,2,normalized_delta,128
3,0.5865634779004674,0.6167615518788807,0.5794829977970374,0.5865634779004674,0.5865634779004674,0.5865634779004674,0.6140562419604976,0.6167615518788807,0.6167615518788807,0.6167615518788807,reid,2,normalized_delta,128
4,0.5770395375396076,0.6237353369942866,0.569857755950407,0.5770395375396076,0.5770395375396076,0.5770395375396076,0.6211512265435886,0.6237353369942866,0.6237353369942866,0.6237353369942866,reid,2,normalized_delta,128
5,0.574591205386739,0.6258674134878675,0.5674119815034302,0.574591205386739,0.574591205386739,0.574591205386739,0.6233499037916772,0.6258674134878675,0.6258674134878675,0.6258674134878675,reid,2,normalized_delta,128
6,0.5713159993486969,0.6245858122856589,0.5641336274578383,0.5713159993486969,0.5713159993486969,0.5713159993486969,0.6221493090997683,0.6245858122856589,0.6245858122856589,0.6245858122856589,reid,2,normalized_delta,128
7,0.5647156952243102,0.6222453072550707,0.557374127542502,0.5647156952243102,0.5647156952243102,0.5647156952243102,0.6200333983724704,0.6222453072550707,0.6222453072550707,0.6222453072550707,reid,2,normalized_delta,128
8,0.5474986953954948,0.6130410096811829,0.540338354793034,0.5474986953954948,0.5474986953954948,0.5474986953954948,0.6112148856482236,0.6130410096811829,0.6130410096811829,0.6130410096811829,reid,2,normalized_delta,128
9,0.5156593048650967,0.587505134055391,0.509404699367128,0.5156593048650967,0.5156593048650967,0.5156593048650967,0.5860397034557536,0.587505134055391,0.587505134055391,0.587505134055391,reid,2,normalized_delta,128
10,0.48644876840867496,0.5720323851564899,0.48065553625163276,0.48644876840867496,0.48644876840867496,0.48644876840867496,0.5707001684349962,0.5720323851564899,0.5720323851564899,0.5720323851564899,reid,2,normalized_delta,128
11,0.4643173882051518,0.5514111850352492,0.4589354199406348,0.4643173882051518,0.4643173882051518,0.4643173882051518,0.5500576359045226,0.5514111850352492,0.5514111850352492,0.5514111850352492,reid,2,normalized_delta,128
12,0.4446816936135292,0.5364515300025232,0.43969382008439617,0.4446816936135292,0.4446816936135292,0.4446816936135292,0.5351029377197847,0.5364515300025232,0.5364515300025232,0.5364515300025232,reid,2,normalized_delta,128
13,0.43024815156271584,0.5270485712098889,0.4255359899840857,0.43024815156271584,0.43024815156271584,0.43024815156271584,0.5257525951310527,0.5270485712098889,0.5270485712098889,0.5270485712098889,reid,2,normalized_delta,128
14,0.4209773144047511,0.5207497966475785,0.41647682934999464,0.4209773144047511,0.4209773144047511,0.4209773144047511,0.5195335779280867,0.5207497966475785,0.5207497966475785,0.5207497966475785,reid,2,normalized_delta,128
15,0.41523752475255415,0.5158583072188776,0.4109361629737051,0.41523752475255415,0.41523752475255415,0.41523752475255415,0.5147060011222493,0.5158583072188776,0.5158583072188776,0.5158583072188776,reid,2,normalized_delta,128
16,0.41144922736443973,0.5122008378384635,0.40732435748765344,0.41144922736443973,0.41144922736443973,0.41144922736443973,0.5110770011960994,0.5122008378384635,0.5122008378384635,0.5122008378384635,reid,2,normalized_delta,128
17,0.4087503050110842,0.5093571227334905,0.4047563087391226,0.4087503050110842,0.4087503050110842,0.4087503050110842,0.5082474951341283,0.5093571227334905,0.5093571227334905,0.5093571227334905,reid,2,normalized_delta,128
18,0.40672769472002984,0.5068649365857709,0.40283860411298905,0.40672769472002984,0.40672769472002984,0.40672769472002984,0.5057671496469993,0.5068649365857709,0.5068649365857709,0.5068649365857709,reid,2,normalized_delta,128
19,0.4050114937518772,0.5047817645827308,0.40119905852173504,0.4050114937518772,0.4050114937518772,0.4050114937518772,0.5036997898714617,0.5047817645827308,0.5047817645827308,0.5047817645827308,reid,2,normalized_delta,128
20,0.40355389537779907,0.5030151036917232,0.3998052274318118,0.40355389537779907,0.40355389537779907,0.40355389537779907,0.5019459405448288,0.5030151036917232,0.5030151036917232,0.5030151036917232,reid,2,normalized_delta,128
