source,coordinate,n,pearson,spearman
depablo_low_temp,z0_0,20,-0.9155690689129364,-0.7789473684210525
depablo_low_temp,z0_1,20,0.9417304406244628,0.7954887218045112
depablo_low_temp,pc1,20,0.8865275893951593,0.7834586466165413
depablo_mixed_temp,z0_0,20,-0.8597551696981058,-0.8270676691729323
depablo_mixed_temp,z0_1,20,0.896587090754468,0.8586466165413533
depablo_mixed_temp,pc1,20,0.8313910806143173,0.813533834586466
lj_noisy,z0_0,20,0.013865054357971298,0.030075187969924807
lj_noisy,z0_1,20,-0.1279153030639962,-0.17142857142857143
lj_noisy,pc1,20,0.0375538484635082,0.010526315789473682
reid,z0_0,20,-0.9360738310065517,-0.9142857142857143
reid,z0_1,20,0.8746373711494998,0.8210526315789473
reid,pc1,20,0.9408893316870511,0.9293233082706768
