split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only
train,reid,60,0,3.349290693677176e-07,0.0,,3.777909896029996e-08,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,5,2.1886567935780477e-07,9.641969000995232e-08,-1.2699272247734226,4.1455969324033504e-08,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,10,1.9234040848914447e-07,3.9934545270625676e-07,0.5183608397548909,1.3172198976008076e-07,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,25,5.36609888968087e-07,2.613964852571371e-06,0.7947141911872988,8.431476885562006e-07,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,50,2.484759534127079e-06,1.078044169844361e-05,0.7695122701247197,2.8488211682997644e-06,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,75,6.623345598200103e-06,2.4720842702663504e-05,0.7320744410753246,5.89396449868218e-06,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,100,1.2425121894921176e-05,4.460650961846113e-05,0.721450478838209,1.0781335731735453e-05,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,125,1.871222411864437e-05,7.057588663883507e-05,0.734863775578162,1.7498736269772053e-05,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,149,2.5259847461711615e-05,0.00010132297029485926,0.7506996943713443,2.5563043891452253e-05,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,175,3.429435673751868e-05,0.00014116728561930358,0.7570658344313367,3.665987969725393e-05,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,199,4.542693932307884e-05,0.00018406144226901233,0.7531968740270667,4.979901495971717e-05,45,1,1,same_source_cyclic_next_latent,False
train,reid,45,0,1.0115321202874838e-07,0.0,,3.9105700011532463e-07,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,5,4.5066318676845185e-08,1.0940514982848981e-07,0.5880786348038105,2.912095169449458e-07,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,10,6.709440469876427e-08,4.6404014142353844e-07,0.8554124983822771,2.932318068360473e-07,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,25,5.220555294727092e-07,3.1349377422884572e-06,0.8334718031460439,9.60029524321726e-07,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,50,1.8866793425331707e-06,1.3438479982141871e-05,0.8596061946708005,4.4677062760456465e-06,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,75,4.037636699649738e-06,3.1573268643114716e-05,0.8721185080553819,1.1016477401426528e-05,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,100,7.669524165976327e-06,5.785295434179716e-05,0.867430725824916,2.0681749447248876e-05,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,125,1.2858122317993548e-05,9.246835543308407e-05,0.860945701285901,3.434489917708561e-05,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,149,1.9486711607896723e-05,0.00013366823259275407,0.8542158355062064,5.208320726524107e-05,43,1,1,same_source_cyclic_next_latent,False
train,reid,45,175,2.9432312658173032e-05,0.00018724941764958203,0.8428176011032912,7.739669672446325e-05,43,1,1,same_source_cyclic_next_latent,False
