epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.36658819107448354,0.3541225915153821,0.36658819107448354,0.0001112159897114479,0.0,0.3541225915153821,0.00010556289998930879,0.0,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,0.35990747458794536,0.344279150168101,0.35990747458794536,0.00010895920936223668,0.0,0.344279150168101,0.00010228095682881151,0.0,0.9535191121472353,0.9865905184361559,60.0,0.4050603063176094,-0.6986582834055848,0.4050603063176094,-0.6986582834055848,0.940305428417533,0.9735337739408801,-0.6986582834055848,0.940305428417533,0.9735337739408801,-0.6986582834055848,0.9535191121472353,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,0.34568312764167786,0.32481908053159714,0.34568312764167786,0.00010416182939319268,0.0,0.32481908053159714,9.5810658725289e-05,0.0,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,0.3199663232354557,0.2886101429661115,0.3199663232354557,9.553042336312287e-05,0.0,0.2886101429661115,8.39073357686478e-05,0.0,0.9634475918460794,0.9872749297785359,60.0,0.5242652489033672,-0.3536351097936181,0.5242652489033672,-0.3536351097936181,0.9437224398393146,0.9827084166644051,-0.3536351097936181,0.9437224398393146,0.9827084166644051,-0.3536351097936181,0.9634475918460794,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.2752473301747266,0.23426279798150063,0.2752473301747266,8.080779833321953e-05,0.0,0.23426279798150063,6.683421876611344e-05,0.0,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.2220485955476761,0.18256523087620735,0.2220485955476761,6.508253842612783e-05,0.0,0.18256523087620735,5.3155558816797566e-05,0.0,0.9761998033880271,0.9884696579624658,60.0,0.6967823436299909,0.156876626053425,0.6967823436299909,0.156876626053425,0.9389682509022612,0.9945021539342864,0.156876626053425,0.9389682509022612,0.9945021539342864,0.156876626053425,0.9761998033880271,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.17477775321287267,0.14066129301985106,0.17477775321287267,5.337858858504607e-05,0.0,0.14066129301985106,4.205607607824883e-05,0.0,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.13668168555287755,0.1138751929004987,0.13668168555287755,4.285311639678719e-05,0.0,0.1138751929004987,3.3868636819534004e-05,0.0,0.9749061133095293,0.9879079328122121,60.0,0.7144034089788046,0.22014824945812195,0.7144034089788046,0.22014824945812195,0.9322692323435445,0.9907927451347475,0.22014824945812195,0.9322692323435445,0.9907927451347475,0.22014824945812195,0.9749061133095293,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.11627684884211596,0.1025869008153677,0.11627684884211596,3.656974299434189e-05,0.0,0.1025869008153677,3.0419541568941593e-05,0.0,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.10541715034667183,0.09336271385351817,0.10541715034667183,3.3105595053605026e-05,0.0,0.09336271385351817,2.7506364707126824e-05,0.0,0.9743557194414016,0.987187235296542,60.0,0.7080485486840721,0.20554999745702374,0.7080485486840721,0.20554999745702374,0.9269599356947266,0.9916357129004657,0.20554999745702374,0.9269599356947266,0.9916357129004657,0.20554999745702374,0.9743557194414016,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
