split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only
train,lj_noisy,178,0,8.438790638498617e-11,0.0,,8.446204846634942e-11,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,1,3.1878970574439336e-09,3.0654494498350005e-09,-0.03994442238006046,3.1875957429150503e-09,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,3,3.18620756445398e-08,3.1669280531332333e-08,-0.006087764229967929,3.186101693586352e-08,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,0,5.070832295728245e-11,0.0,,5.066968372657854e-11,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,1,3.7916341177890445e-09,3.646393409439952e-09,-0.039831332508743156,3.791955194287766e-09,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,3,3.510095680780978e-08,3.4785063718345555e-08,-0.00908128534770003,3.5101383133451236e-08,178,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,0,8.417243985148204e-11,0.0,,8.411147472964231e-11,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,1,3.3007043764854416e-09,3.2715596898214017e-09,-0.008908499134133496,3.30085758726284e-09,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,3,3.2163484320335556e-08,3.224334932383499e-08,0.002476945018872412,3.2164578556148626e-08,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,0,7.278666558363511e-11,0.0,,7.284292613540799e-11,15,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,1,3.2242712943997276e-09,3.0662883343524072e-09,-0.05152253892023051,3.2243137049192683e-09,15,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,3,3.484576183154786e-08,3.450772823043735e-08,-0.0097958810517218,3.48455380105861e-08,15,1,1,same_source_cyclic_next_latent,False
