epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.0907040795554286,1.0844950358072916,1.0907040795554286,0.1133172286917334,0.0,1.0844950358072916,0.11584007814526558,0.0,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1013676161351411,1.081443985303243,1.1013676161351411,0.11435560363790263,0.0,1.081443985303243,0.11550349468986193,0.0,0.5004957171671015,0.8093578279816502,80.0,0.24214878969896286,-0.73524627446515,0.24214878969896286,-0.73524627446515,0.9293809208055555,0.9701345344538074,-0.73524627446515,-0.19567402199836126,0.9293809208055555,0.9701345344538074,-0.73524627446515,-0.19567402199836126,0.5004957171671015,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.0923074121060579,1.0728306810061137,1.0923074121060579,0.11340397758328397,0.0,1.0728306810061137,0.11454633598526319,0.0,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.091443243234054,1.0522508184115091,1.091443243234054,0.11332948149546333,0.0,1.0522508184115091,0.11225928614536922,0.0,0.645935309404025,0.8326732915894001,80.0,0.4032024079796453,-0.13167551146125644,0.4032024079796453,-0.13167551146125644,0.8527870314686176,0.9203659451639171,-0.13167551146125644,-0.02866783325269706,0.8527870314686176,0.9203659451639171,-0.13167551146125644,-0.02866783325269706,0.645935309404025,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.1089825578357861,1.010231347878774,1.1089825578357861,0.1152462463663972,0.0,1.010231347878774,0.10759832113981246,0.0,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.0742851236592168,0.9379543940226237,1.0742851236592168,0.11130801037601802,0.0,0.9379543940226237,0.09960088357329369,0.0,0.46743165429126365,0.7398959625109564,80.0,0.17209099588231985,-0.361048108756451,0.17209099588231985,-0.361048108756451,0.9010078419260594,0.42388734905830894,-0.2754830986986381,-0.361048108756451,0.9010078419260594,0.42388734905830894,-0.2754830986986381,-0.361048108756451,0.46743165429126365,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,1.0520344117413396,0.8572921435038249,1.0520344117413396,0.10857648661603099,0.0,0.8572921435038249,0.09065564374128977,0.0,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,1.0437698364257812,0.809548532962799,1.0437698364257812,0.1080740401926248,0.0,0.809548532962799,0.08532878210147223,0.0,0.19964661138119355,0.5857121815316924,80.0,-0.31373271576880946,-1.0678740367931092,-0.31373271576880946,-1.0678740367931092,0.4822792341403389,0.39132097853604453,-1.0678740367931092,-1.060657038958512,0.4822792341403389,0.39132097853604453,-1.0678740367931092,-1.060657038958512,0.19964661138119355,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,1.0087060824684475,0.787245798110962,1.0087060824684475,0.10404748307621997,0.0,0.787245798110962,0.08281858290235201,0.0,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,1.0142316610916802,0.7754676381746928,1.0142316610916802,0.1046475766469603,0.0,0.7754676381746928,0.08146874606609344,0.0,0.5157749063969317,0.7564330353198623,80.0,-0.3323929028414552,-2.00296429476763,-0.3323929028414552,-2.00296429476763,0.01436045547022513,0.7491056342390816,-0.09007340630749772,-2.00296429476763,0.01436045547022513,0.7491056342390816,-0.09007340630749772,-2.00296429476763,0.5157749063969317,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
