epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.47263889571030937,0.42843656911328437,0.49481628513336184,0.49359098814924557,0.573066479921341,0.35125921964645385,0.47263889590568015,0.573066479921341,0.42623889674060045,0.309133035864681,0.5849525349736213,0.3912241365015507,0.4284365691132843,0.5849525349736213,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
2,0.28906624122460683,0.24887786264903844,0.30277849615613617,0.24948622973263263,0.3879868876139323,0.22972560744980972,0.2890662415987915,0.3879868876139323,0.24779324264017244,0.2258990589287132,0.1508262770846486,0.3699082519337535,0.24887786264903844,0.3699082519337535,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
3,0.20604978397488594,0.23067408871899048,0.22723784232139588,0.09903959694008033,0.3599092064698537,0.15920054869353772,0.2060497840344906,0.3599092064698537,0.22983309385863443,0.20871646992117165,0.12313423311710357,0.3601715631186962,0.2306740887189905,0.3601715631186962,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
4,0.19874349401394525,0.2288648460401843,0.22011315018932023,0.09243010959029198,0.35255744754274687,0.15124292410910128,0.19874349374738007,0.35255744754274687,0.22794909050036222,0.20973869522474706,0.12099091685935855,0.35586492603644726,0.2288648460401843,0.35586492603644726,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
5,0.19536681087315083,0.22635383969917894,0.21674398003021875,0.08972199034194152,0.34819593332211174,0.14818250979855657,0.1953668111542033,0.34819593332211174,0.225425597127527,0.20722401767224075,0.11876337923109531,0.35307412219420076,0.22635383969917897,0.35307412219420076,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
6,0.1928843445678552,0.22709358900257698,0.2144955432911714,0.08737039506683747,0.345731482843558,0.14555115569382907,0.1928843445347415,0.345731482843558,0.22614800188255807,0.20769098693411797,0.12239845296740531,0.3511913271062076,0.22709358900257695,0.3511913271062076,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
7,0.19093850207328797,0.22345986152502398,0.21271600844462712,0.08551964726795754,0.3434358796775341,0.14385997990891336,0.19093850228480166,0.3434358796775341,0.22250479342912635,0.20224285204987974,0.11629610308911652,0.3518406294360757,0.22345986152502398,0.3518406294360757,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
8,0.18952462923526764,0.22166852990351618,0.211281460215648,0.08393206961949666,0.342228087246418,0.14241373071571192,0.1895246291938755,0.342228087246418,0.22065070452044408,0.19781647163815796,0.11499961262196302,0.35218950545042754,0.22166852990351615,0.35218950545042754,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
9,0.1883416599035263,0.22214987117921312,0.21021516794959705,0.08301685211683313,0.3407793616851171,0.14122876694177589,0.1883416602479087,0.3407793616851171,0.22115221801307053,0.20046400013379753,0.11242866725288332,0.35355694615095856,0.22214987117921314,0.35355694615095856,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
10,0.1874155554374059,0.22336146181014677,0.20926293302575746,0.08192907215903203,0.3397866521378358,0.1405309417496125,0.1874155553488268,0.3397866521378358,0.22230982176338632,0.19968669851124288,0.11819289456866681,0.35220479235053065,0.2233614618101468,0.35220479235053065,shared Reid + low-T + noisy-LJ,4,normalized_delta,96
