epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.6613897260497598,0.7045959234237671,0.6613897260497598,0.0011637745192274451,0.0,0.7045959234237671,0.001236004716095825,0.0,,,,,,,,,,,,,,,1,1,1,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,0.6508679074399611,0.6914990295966467,0.6508679074399611,0.001146898974719293,0.0,0.6914990295966467,0.0012133906711824238,0.0,0.9520921700871142,0.9871485977106245,60.0,0.572838509596655,-0.11971312227448916,0.572838509596655,-0.11971312227448916,0.8708130268001856,0.9674156242642687,-0.11971312227448916,0.8708130268001856,0.9674156242642687,-0.11971312227448916,0.9520921700871142,1,1,2,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,0.6315805561402265,0.6649842709302902,0.6315805561402265,0.001113459512399619,0.0,0.6649842709302902,0.0011673365564395983,0.0,,,,,,,,,,,,,,,1,1,3,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,0.594406231361277,0.6064592997233073,0.594406231361277,0.0010486939093371963,0.0,0.6064592997233073,0.0010649965261109173,0.0,0.954939896310466,0.9874871738910973,60.0,0.6411180726733252,0.08248080502739497,0.6411180726733252,0.08248080502739497,0.8763918086170686,0.964481604375512,0.08248080502739497,0.8763918086170686,0.964481604375512,0.08248080502739497,0.954939896310466,1,1,4,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.5197723402696497,0.4936259984970093,0.5197723402696497,0.0009186961927779895,0.0,0.4936259984970093,0.0008669400219029436,0.0,,,,,,,,,,,,,,,1,1,5,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.4067075585617739,0.3712703560789426,0.4067075585617739,0.0007225310272427605,0.0,0.3712703560789426,0.0006527151175153753,0.0,0.9446876522684694,0.986880800470207,60.0,0.6695145272906601,0.19372632168803539,0.6695145272906601,0.19372632168803539,0.8812991019165564,0.9335181582673886,0.19372632168803539,0.8812991019165564,0.9335181582673886,0.19372632168803539,0.9446876522684694,1,1,6,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.34690001256325664,0.34744392583767575,0.34690001256325664,0.0006198851110906724,0.0,0.34744392583767575,0.0006096815195633098,0.0,,,,,,,,,,,,,,,1,1,7,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.3277004904606763,0.3278844306866328,0.3277004904606763,0.0005848483620759319,0.0,0.3278844306866328,0.0005789937858935446,0.0,0.9477545508096672,0.9867453902684798,60.0,0.6521206077066868,0.1206987729786283,0.6521206077066868,0.1206987729786283,0.8961694944654075,0.9394935556760248,0.1206987729786283,0.8961694944654075,0.9394935556760248,0.1206987729786283,0.9477545508096672,1,1,8,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.30585868568981395,0.299999197324117,0.30585868568981395,0.0005496684119434041,0.0,0.299999197324117,0.0005327302642399445,0.0,,,,,,,,,,,,,,,1,1,9,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.280750407892115,0.27205614497264224,0.280750407892115,0.0005073665593312506,0.0,0.27205614497264224,0.0004862410157026413,0.0,0.9497256529213107,0.9864029014237957,60.0,0.6592433986542923,0.13192400966511741,0.6592433986542923,0.13192400966511741,0.9044472378719968,0.9413589484257625,0.13192400966511741,0.9044472378719968,0.9413589484257625,0.13192400966511741,0.9497256529213107,1,1,10,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.25397660188815174,0.23788417130708694,0.25397660188815174,0.0004622729525983553,0.0,0.23788417130708694,0.000428408122388646,0.0,,,,,,,,,,,,,,,1,1,11,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.2224280834197998,0.20244749387105307,0.2224280834197998,0.00040813016718910895,0.0,0.20244749387105307,0.00036829499003943056,0.0,0.9550656114179559,0.9863709460149629,60.0,0.6776263600323934,0.1685024824763116,0.6776263600323934,0.1685024824763116,0.9145059997729169,0.9498705978479517,0.1685024824763116,0.9145059997729169,0.9498705978479517,0.1685024824763116,0.9550656114179559,1,1,12,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
