epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6365861608982086,0.5311662103384733,0.6465160045623779,0.6824326594471931,0.5907396631240844,0.6365861612856387,0.6824326594471931,0.5296720476970077,0.4480917312204838,0.6142406894564628,0.5311662103384733,0.6142406894564628,Reid + low-T 2D AE,2,normalized_delta,96
2,0.3682090116143227,0.35791804902628066,0.34782489931583405,0.31809320086240767,0.4183248236775398,0.3682090122699737,0.4183248236775398,0.3572519915960729,0.3773452830016613,0.3384908150509,0.35791804902628066,0.3773452830016613,Reid + low-T 2D AE,2,normalized_delta,96
3,0.3209681069254875,0.3393565808981657,0.29735171687602996,0.26259274685382844,0.3793434668183327,0.32096810683608057,0.3793434668183327,0.3388371793497354,0.38640226697176694,0.29231089482456446,0.33935658089816567,0.38640226697176694,Reid + low-T 2D AE,2,normalized_delta,96
4,0.25783242332935336,0.2611700883638114,0.2327628506720066,0.18539249911904335,0.3302723465561867,0.25783242283761504,0.3302723465561867,0.2613194310190156,0.34778842647373676,0.17455175025388597,0.2611700883638114,0.34778842647373676,Reid + low-T 2D AE,2,normalized_delta,96
5,0.1979769911468029,0.24491761429980397,0.17655839920043945,0.13393277676403523,0.262021205291152,0.19797699102759364,0.262021205291152,0.2453938862942159,0.33966656268388035,0.1501686659157276,0.24491761429980397,0.33966656268388035,Reid + low-T 2D AE,2,normalized_delta,96
6,0.17827001795172692,0.23505239336937667,0.15881592434644698,0.11857040360569954,0.23796963249146938,0.17827001804858444,0.23796963249146938,0.23544926675315947,0.32737651714496313,0.14272826959379017,0.23505239336937667,0.32737651714496313,Reid + low-T 2D AE,2,normalized_delta,96
7,0.17058002135157585,0.22381005334947257,0.15240600225329398,0.1137636153548956,0.227396427154541,0.1705800212547183,0.227396427154541,0.22424544429127127,0.3066839657071978,0.14093614099174737,0.22381005334947257,0.3066839657071978,Reid + low-T 2D AE,2,normalized_delta,96
8,0.16602932849526406,0.21987996706645935,0.14831687822937967,0.11155366165935993,0.22050499626994133,0.1660293289646506,0.22050499626994133,0.22039158852305263,0.2998317839298397,0.13992815020307897,0.21987996706645935,0.2998317839298397,Reid + low-T 2D AE,2,normalized_delta,96
9,0.16246153953671455,0.22657212762814016,0.145816290140152,0.10979210181534291,0.21513097634911538,0.16246153908222916,0.21513097634911538,0.2272321175588295,0.31318244921974836,0.13996180603653194,0.22657212762814016,0.31318244921974836,Reid + low-T 2D AE,2,normalized_delta,96
10,0.16003042402863502,0.22898776457644998,0.143994810834527,0.1086989800632,0.2113618668317795,0.16003042344748974,0.2113618668317795,0.22967846732819452,0.31792130021564663,0.14005422893725336,0.22898776457644998,0.31792130021564663,Reid + low-T 2D AE,2,normalized_delta,96
11,0.1578099862486124,0.2269616986559704,0.14213457642495633,0.10804081043601035,0.2075791622698307,0.15780998635292054,0.2075791622698307,0.22777093838062137,0.3156582346241921,0.13826516268774866,0.22696169865597038,0.3156582346241921,Reid + low-T 2D AE,2,normalized_delta,96
12,0.1558868559896946,0.2879591531874612,0.14045067769289016,0.10660911117494107,0.20516460052132607,0.15588685584813355,0.20516460052132607,0.28978760639764367,0.43561283678002655,0.14030546959489584,0.2879591531874612,0.43561283678002655,Reid + low-T 2D AE,2,normalized_delta,96
13,0.15412131637334825,0.31877993455622344,0.13871633011102677,0.10535794666409493,0.2028846849501133,0.15412131580710411,0.2028846849501133,0.3211273270295933,0.4957050157655031,0.14185485334694387,0.31877993455622344,0.4957050157655031,Reid + low-T 2D AE,2,normalized_delta,96
14,0.15203515437245368,0.3522711760979146,0.13677977973222732,0.1037835681810975,0.20028674054145812,0.15203515436127782,0.20028674054145812,0.354974396626465,0.5666392185091972,0.13790313368663193,0.3522711760979146,0.5666392185091972,Reid + low-T 2D AE,2,normalized_delta,96
15,0.15069770927727222,0.3839804759575054,0.13550286714732646,0.1027001897096634,0.1986952279061079,0.15069770880788566,0.1986952279061079,0.386770978230983,0.6280328994095326,0.13992805250547827,0.3839804759575054,0.6280328994095326,Reid + low-T 2D AE,2,normalized_delta,96
16,0.1492248078584671,0.32388346624094994,0.13424273909628393,0.10188010260462761,0.19656951256096364,0.14922480758279563,0.19656951256096364,0.32583853145781905,0.5107504231669009,0.13701650931499898,0.32388346624094994,0.5107504231669009,Reid + low-T 2D AE,2,normalized_delta,96
