split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,1.4811018445470836e-06,0.0,,1.5577759882035025e-06
train,lj_noisy,5,False,5,5,5,1.1464159115348593e-06,9.486441570061288e-08,-11.137307247190328,1.2357472655821767e-06
train,lj_noisy,10,False,5,5,5,8.911665531741165e-07,3.9631250956517763e-07,-1.2650033687260165,9.962244575945078e-07
train,lj_noisy,25,False,5,5,5,7.091804491210496e-07,2.6223908207612114e-06,0.7256404392766769,8.974329887223575e-07
train,lj_noisy,50,False,5,5,5,1.924722755575203e-06,1.09006710772519e-05,0.8195839402185712,2.3545163912785937e-06
train,lj_noisy,75,False,5,5,5,4.6959596147644335e-06,2.5082033971557394e-05,0.807781416952381,5.44785289093852e-06
train,lj_noisy,100,False,5,5,5,8.791807795205387e-06,4.512062150752172e-05,0.7998903852221579,9.866948494163807e-06
train,lj_noisy,125,False,5,5,5,1.4037438631930854e-05,7.115652042557485e-05,0.7981006884032452,1.552409103169339e-05
train,lj_noisy,149,False,5,5,5,2.025701614911668e-05,0.00010185747232753784,0.7980716775580214,2.219258349214215e-05
train,lj_noisy,175,False,5,5,5,2.8732583450619133e-05,0.00014140228158794345,0.795748730642931,3.127060626866296e-05
train,lj_noisy,199,False,5,5,5,3.825024250545539e-05,0.00018346654542256147,0.7921253573117626,4.141962926951237e-05
validation,lj_noisy,0,False,20,20,20,1.4776766533941555e-06,0.0,,1.60927978924974e-06
validation,lj_noisy,5,False,20,20,20,1.1422035697705723e-06,9.562797735895856e-08,-10.983067511316523,1.289482571564804e-06
validation,lj_noisy,10,False,20,20,20,8.788154275407578e-07,4.023101709549337e-07,-1.1937762954062239,1.0432557076001103e-06
validation,lj_noisy,25,False,20,20,20,6.590967274178183e-07,2.700515562992223e-06,0.7551928260372185,9.049536167538008e-07
validation,lj_noisy,50,False,20,20,20,1.7757073010216117e-06,1.1352922138030408e-05,0.8448516785180062,2.2948674711642525e-06
validation,lj_noisy,75,False,20,20,20,4.386975444958807e-06,2.626361301736324e-05,0.8344883069568944,5.309257880981022e-06
validation,lj_noisy,100,False,20,20,20,8.261231505457544e-06,4.754355759359896e-05,0.827611784624497,9.677706930233399e-06
validation,lj_noisy,125,False,20,20,20,1.3557365537053557e-05,7.53616273868829e-05,0.8221144775047644,1.5837094679227448e-05
validation,lj_noisy,149,False,20,20,20,2.0387474205563193e-05,0.00010829863385879435,0.8146354182411375,2.3895170579635304e-05
validation,lj_noisy,175,False,20,20,20,3.0085212074482115e-05,0.00015109891755855643,0.8046116558279746,3.499639851725078e-05
validation,lj_noisy,199,False,20,20,20,4.108290531803505e-05,0.00019709730695467443,0.795598251631412,4.750690186483553e-05
