source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.8600594331433045,0.1126251682841524,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.860365230852802,0.11210054510710124,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9277947394349699,0.08299403011177593,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.8280642061467163,0.11637446324647074,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.822625572521221,0.11831881900226074,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.8965120604373451,0.08955947472026152,0.12643548055144446
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,0.6918068624646577,0.08775312401658344,0.039261933802947645
reid,initial_z,20,20,20,0.6894782878763173,0.08798090681943846,0.039261933802947645
reid,observed_prefix,20,20,20,0.9449325248785693,0.04037044992858371,0.039261933802947645
