epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9688921923307996,0.7086220487544779,0.9550571503901952,0.9688921923307996,0.9688921923307996,0.9688921923307996,0.7146873988385778,0.7086220487544779,0.7086220487544779,0.7086220487544779,depablo_mixed_temp,6,normalized_delta,128
2,0.8777772652083322,0.7068829346681014,0.8649050236532563,0.8777772652083322,0.8777772652083322,0.8777772652083322,0.7128768881666474,0.7068829346681014,0.7068829346681014,0.7068829346681014,depablo_mixed_temp,6,normalized_delta,128
3,0.8727349037010419,0.7060948009602726,0.8599948739927066,0.8727349037010419,0.8727349037010419,0.8727349037010419,0.7120906561031006,0.7060948009602726,0.7060948009602726,0.7060948009602726,depablo_mixed_temp,6,normalized_delta,128
4,0.8667516731117901,0.705106554843951,0.8540687949249619,0.8667516731117901,0.8667516731117901,0.8667516731117901,0.7111944738426246,0.705106554843951,0.705106554843951,0.705106554843951,depablo_mixed_temp,6,normalized_delta,128
5,0.857776649453138,0.7091831920552067,0.845064288926752,0.857776649453138,0.857776649453138,0.857776649453138,0.7157442714669742,0.7091831920552067,0.7091831920552067,0.7091831920552067,depablo_mixed_temp,6,normalized_delta,128
6,0.8480872068162028,0.696221906633582,0.8351737871962158,0.8480872068162028,0.8480872068162028,0.8480872068162028,0.7031583348289132,0.696221906633582,0.696221906633582,0.696221906633582,depablo_mixed_temp,6,normalized_delta,128
7,0.8334810924373175,0.661292236763984,0.8203106704903277,0.8334810924373175,0.8334810924373175,0.8334810924373175,0.6680884772213176,0.661292236763984,0.661292236763984,0.661292236763984,depablo_mixed_temp,6,normalized_delta,128
8,0.8176447429155048,0.6463203683961183,0.8044117709327685,0.8176447429155048,0.8176447429155048,0.8176447429155048,0.6529811670188792,0.6463203683961183,0.6463203683961183,0.6463203683961183,depablo_mixed_temp,6,normalized_delta,128
9,0.8120573885640816,0.6439214555430226,0.7988566653312821,0.8120573885640816,0.8120573885640816,0.8120573885640816,0.6506062644475605,0.6439214555430226,0.6439214555430226,0.6439214555430226,depablo_mixed_temp,6,normalized_delta,128
10,0.8079463926290995,0.6412102018657606,0.7947459188829127,0.8079463926290995,0.8079463926290995,0.8079463926290995,0.6477940747863613,0.6412102018657606,0.6412102018657606,0.6412102018657606,depablo_mixed_temp,6,normalized_delta,128
11,0.8054492913578686,0.6400897397543304,0.7922774429285997,0.8054492913578686,0.8054492913578686,0.8054492913578686,0.6466291899268981,0.6400897397543304,0.6400897397543304,0.6400897397543304,depablo_mixed_temp,6,normalized_delta,128
12,0.8035373089737013,0.6393020990071818,0.7904120639848866,0.8035373089737013,0.8035373089737013,0.8035373089737013,0.6458149902755395,0.6393020990071818,0.6393020990071818,0.6393020990071818,depablo_mixed_temp,6,normalized_delta,128
13,0.802085713875529,0.637911141384393,0.7889928160431353,0.802085713875529,0.802085713875529,0.802085713875529,0.6443888004869223,0.637911141384393,0.637911141384393,0.637911141384393,depablo_mixed_temp,6,normalized_delta,128
14,0.8009329243808201,0.6366662512882613,0.7878515595374139,0.8009329243808201,0.8009329243808201,0.8009329243808201,0.6431181259395089,0.6366662512882613,0.6366662512882613,0.6366662512882613,depablo_mixed_temp,6,normalized_delta,128
15,0.7999570784011953,0.6354381790733896,0.786880803372907,0.7999570784011953,0.7999570784011953,0.7999570784011953,0.641865368350409,0.6354381790733896,0.6354381790733896,0.6354381790733896,depablo_mixed_temp,6,normalized_delta,128
16,0.7989116255782153,0.6343674343952443,0.7858337758795211,0.7989116255782153,0.7989116255782153,0.7989116255782153,0.6407802477770019,0.6343674343952443,0.6343674343952443,0.6343674343952443,depablo_mixed_temp,6,normalized_delta,128
17,0.7976748517861492,0.6334118911472615,0.7845980896565475,0.7976748517861492,0.7976748517861492,0.7976748517861492,0.6398213877400849,0.6334118911472615,0.6334118911472615,0.6334118911472615,depablo_mixed_temp,6,normalized_delta,128
18,0.7963883104489038,0.6323795487114694,0.7833101712461364,0.7963883104489038,0.7963883104489038,0.7963883104489038,0.6387853723426815,0.6323795487114694,0.6323795487114694,0.6323795487114694,depablo_mixed_temp,6,normalized_delta,128
19,0.7950160676319348,0.6312545012624469,0.7819368633784746,0.7950160676319348,0.7950160676319348,0.7950160676319348,0.6376536945754196,0.6312545012624469,0.6312545012624469,0.6312545012624469,depablo_mixed_temp,6,normalized_delta,128
20,0.7934748651067677,0.6299453700485174,0.7803990166634321,0.7934748651067677,0.7934748651067677,0.7934748651067677,0.6363357178051956,0.6299453700485174,0.6299453700485174,0.6299453700485174,depablo_mixed_temp,6,normalized_delta,128
21,0.7917593154173933,0.6284433496766724,0.7786896387899392,0.7917593154173933,0.7917593154173933,0.7917593154173933,0.6348229199647903,0.6284433496766724,0.6284433496766724,0.6284433496766724,depablo_mixed_temp,6,normalized_delta,128
22,0.7899040877917095,0.6267739859758876,0.7768430948159413,0.7899040877917095,0.7899040877917095,0.7899040877917095,0.6331406236859038,0.6267739859758876,0.6267739859758876,0.6267739859758876,depablo_mixed_temp,6,normalized_delta,128
23,0.787913810001,0.6249690720287617,0.7748662580392862,0.787913810001,0.787913810001,0.787913810001,0.6313210422522388,0.6249690720287617,0.6249690720287617,0.6249690720287617,depablo_mixed_temp,6,normalized_delta,128
24,0.7858907108146109,0.6230749652604572,0.7728587222824755,0.7858907108146109,0.7858907108146109,0.7858907108146109,0.62940809893189,0.6230749652604572,0.6230749652604572,0.6230749652604572,depablo_mixed_temp,6,normalized_delta,128
25,0.7838245471351241,0.6211406706133857,0.770809046051612,0.7838245471351241,0.7838245471351241,0.7838245471351241,0.6274503737222403,0.6211406706133857,0.6211406706133857,0.6211406706133857,depablo_mixed_temp,6,normalized_delta,128
26,0.7815809022831289,0.6191206680377945,0.7685840736878545,0.7815809022831289,0.7815809022831289,0.7815809022831289,0.6254020214546472,0.6191206680377945,0.6191206680377945,0.6191206680377945,depablo_mixed_temp,6,normalized_delta,128
27,0.7790489028355009,0.6169947564194445,0.7660746832525259,0.7790489028355009,0.7790489028355009,0.7790489028355009,0.6232472768460866,0.6169947564194445,0.6169947564194445,0.6169947564194445,depablo_mixed_temp,6,normalized_delta,128
28,0.7761187804568755,0.6146750656189397,0.7631732164539005,0.7761187804568755,0.7761187804568755,0.7761187804568755,0.6209096702514216,0.6146750656189397,0.6146750656189397,0.6146750656189397,depablo_mixed_temp,6,normalized_delta,128
29,0.7724510478149903,0.6113272303191479,0.7595475709261863,0.7724510478149903,0.7724510478149903,0.7724510478149903,0.6175505956343841,0.6113272303191479,0.6113272303191479,0.6113272303191479,depablo_mixed_temp,6,normalized_delta,128
30,0.7667639274836371,0.6044322630332317,0.7539351504198031,0.7667639274836371,0.7667639274836371,0.7667639274836371,0.6106379897391889,0.6044322630332317,0.6044322630332317,0.6044322630332317,depablo_mixed_temp,6,normalized_delta,128
31,0.7561797194771076,0.5927746701345313,0.7435395902512889,0.7561797194771076,0.7561797194771076,0.7561797194771076,0.5989144516352098,0.5927746701345313,0.5927746701345313,0.5927746701345313,depablo_mixed_temp,6,normalized_delta,128
32,0.742418725906234,0.5854755679611117,0.7303679263905475,0.742418725906234,0.742418725906234,0.742418725906234,0.5915737715840805,0.5854755679611117,0.5854755679611117,0.5854755679611117,depablo_mixed_temp,6,normalized_delta,128
33,0.7334784480694093,0.582604848779738,0.7218347679039365,0.7334784480694093,0.7334784480694093,0.7334784480694093,0.5887100125983125,0.582604848779738,0.582604848779738,0.582604848779738,depablo_mixed_temp,6,normalized_delta,128
34,0.7277121490553806,0.5811815144552384,0.7162267302015894,0.7277121490553806,0.7277121490553806,0.7277121490553806,0.5872927213931689,0.5811815144552384,0.5811815144552384,0.5811815144552384,depablo_mixed_temp,6,normalized_delta,128
35,0.7229063363157605,0.57979800576868,0.711596913988653,0.7229063363157605,0.7229063363157605,0.7229063363157605,0.585904363222653,0.57979800576868,0.57979800576868,0.57979800576868,depablo_mixed_temp,6,normalized_delta,128
36,0.7193148352401821,0.5786034431948792,0.7081384784591042,0.7193148352401821,0.7193148352401821,0.7193148352401821,0.5846823340834817,0.5786034431948792,0.5786034431948792,0.5786034431948792,depablo_mixed_temp,6,normalized_delta,128
37,0.7162337448644011,0.577574128532433,0.7051871515810489,0.7162337448644011,0.7162337448644011,0.7162337448644011,0.5836232095898595,0.577574128532433,0.577574128532433,0.577574128532433,depablo_mixed_temp,6,normalized_delta,128
38,0.7135940622734396,0.5767548269068357,0.7026700932140413,0.7135940622734396,0.7135940622734396,0.7135940622734396,0.5827839436678914,0.5767548269068357,0.5767548269068357,0.5767548269068357,depablo_mixed_temp,6,normalized_delta,128
39,0.7113109684206154,0.5760196721239481,0.7005035887031179,0.7113109684206154,0.7113109684206154,0.7113109684206154,0.5820271060802042,0.5760196721239481,0.5760196721239481,0.5760196721239481,depablo_mixed_temp,6,normalized_delta,128
40,0.7093970588359394,0.5754536311287666,0.6987103349382155,0.7093970588359394,0.7093970588359394,0.7093970588359394,0.5814411881292472,0.5754536311287666,0.5754536311287666,0.5754536311287666,depablo_mixed_temp,6,normalized_delta,128
