epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.006175583132119415,0.004608632831067635,0.006175583132119415,1.3079185691822204e-05,0.0,0.005627286806041163,0.0072555029423959,0.0056439596479211825,0.004608632831067635,8.73099311733809e-06,0.0,0.004333173271284481,0.004120218419914388,0.005372506802004037,,,,,,,,,,,,,,,1,8,1,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.0038123871576386374,0.0035339500548788594,0.0038123871576386374,8.349126147777497e-06,0.0,0.0029064635486726977,0.0056173930067443785,0.0029133049174988354,0.0035339500548788594,6.542228096474322e-06,0.0,0.0030101521861958893,0.0025134674347431097,0.0050782305436975796,0.9794138878785069,0.9901458559747669,60.0,0.7506617464900395,0.3091540113345236,0.7506617464900395,0.3091540113345236,0.9499731230634821,0.9928581050721127,0.3091540113345236,0.9499731230634821,0.9928581050721127,0.3091540113345236,0.9794138878785069,1,8,2,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.0031722849664473905,0.0034592438921318912,0.0031722849664473905,6.933953102361556e-06,0.0,0.0017228054667164157,0.005757487702989941,0.002036561729635816,0.0034592438921318912,6.194697396660393e-06,0.0,0.003036239108719614,0.002073762382749258,0.005267730184926801,,,,,,,,,,,,,,,1,8,3,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0030238324073591206,0.0032674235158024756,0.0030238324073591206,6.700684082261432e-06,0.0,0.0015202529816485478,0.005606572123543408,0.0019446721168854062,0.0032674235158024756,6.00950488660601e-06,0.0,0.00291982588538014,0.0020070998504252203,0.004875344811602066,0.980947652884355,0.9905279164578488,60.0,0.7600667807795553,0.3360792934451263,0.7600667807795553,0.3360792934451263,0.9480372694304299,0.9960837794631094,0.3360792934451263,0.9480372694304299,0.9960837794631094,0.3360792934451263,0.980947652884355,1,8,4,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.00286173646515539,0.003152469207604079,0.00286173646515539,6.636262412484939e-06,0.0,0.0014114242308668316,0.00531739280496147,0.0018563923596378697,0.003152469207604079,5.92383714154659e-06,0.0,0.0029013984812743068,0.001908283027837983,0.004647726113699946,,,,,,,,,,,,,,,1,8,5,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0027632974400702177,0.003048400226593155,0.0027632974400702177,6.427899393202097e-06,0.0,0.0012888183046684252,0.005205733208375325,0.0017953408071669015,0.003048400226593155,5.811731915111357e-06,0.0,0.002737402378981683,0.0018792195361842542,0.004528578764613526,0.9811157875056838,0.9907620519463892,60.0,0.7615328689947418,0.3395205957330987,0.7615328689947418,0.3395205957330987,0.9490182799716859,0.9960597312794407,0.3395205957330987,0.9490182799716859,0.9960597312794407,0.3395205957330987,0.9811157875056838,1,8,6,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0026927822944529255,0.002988456311365009,0.0026927822944529255,6.3184338330302126e-06,0.0,0.0012231140272709153,0.005136258130495331,0.00171897472559253,0.002988456311365009,5.739990311584816e-06,0.0,0.0026270502451697293,0.0018652077493982234,0.004473110939527074,,,,,,,,,,,,,,,1,8,7,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.002654183226400509,0.002936071430901572,0.002654183226400509,6.281714149736217e-06,0.0,0.0011830745997472012,0.005115752329454677,0.0016637227499996477,0.002936071430901572,5.693319260237993e-06,0.0,0.002515429842768733,0.0018671363130181363,0.004425648136917847,0.9815815997275572,0.9909927993150207,60.0,0.7712968164773524,0.3657025873014287,0.7712968164773524,0.3657025873014287,0.9533554737325522,0.9948323883980761,0.3657025873014287,0.9533554737325522,0.9948323883980761,0.3657025873014287,0.9815815997275572,1,8,8,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.002626034213141903,0.0029277361727038584,0.002626034213141903,6.167835607584493e-06,0.0,0.0011664864427450884,0.005083709629055496,0.0016279065676251252,0.0029277361727038584,5.663547033856792e-06,0.0,0.0025071995499166117,0.001858348002238844,0.004417660965956119,,,,,,,,,,,,,,,1,8,9,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.0026084674863123595,0.0029078684060259478,0.0026084674863123595,6.142952003074242e-06,0.0,0.0011637214853246378,0.0050570875220411395,0.0016045934515713008,0.0029078684060259478,5.64316265312796e-06,0.0,0.002484361780105101,0.0018405214463892993,0.004398721991583443,0.9807606658364418,0.9909845338198882,60.0,0.7683224686986181,0.36011076431807765,0.7683224686986181,0.36011076431807765,0.95113061717872,0.9937260245990566,0.36011076431807765,0.95113061717872,0.9937260245990566,0.36011076431807765,0.9807606658364418,1,8,10,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
