epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6520085514187813,0.5433166192173958,0.6635797365307808,0.7036444447636604,0.6003726563453674,0.6520085505545139,0.7036444447636604,0.541402669288218,0.5226019130051136,0.5640313254296779,0.5433166192173957,0.5640313254296779,Reid + low-T 2D AE,2,normalized_delta,96
2,0.3968403776884079,0.409604152765125,0.3804109116792679,0.3589929228425026,0.43468783247470855,0.3968403776586056,0.43468783247470855,0.40829284689947964,0.4161618244424462,0.40304648108780383,0.409604152765125,0.4161618244424462,Reid + low-T 2D AE,2,normalized_delta,96
3,0.33798543685674665,0.32893898559361695,0.3153193878531456,0.2871836830675602,0.3887871888875961,0.33798543597757813,0.3887871888875961,0.32817808534018694,0.35302228169888256,0.30485568948835134,0.32893898559361695,0.35302228169888256,Reid + low-T 2D AE,2,normalized_delta,96
4,0.2425461871922016,0.2293723760768771,0.21958040171861648,0.1787134692966938,0.3063789055347443,0.24254618741571904,0.3063789055347443,0.2295833569522947,0.29706297572329643,0.16168177643045784,0.22937237607687713,0.29706297572329643,Reid + low-T 2D AE,2,normalized_delta,96
5,0.18825541067123414,0.21860323108546437,0.16958651223778726,0.13264015582203864,0.2438706669509411,0.18825541138648988,0.2438706669509411,0.21901450558099897,0.2894219128526747,0.147784549318254,0.21860323108546437,0.2894219128526747,Reid + low-T 2D AE,2,normalized_delta,96
6,0.1788776253461838,0.21110259382706137,0.16086613193154334,0.12500944885611534,0.2327458017319441,0.17887762529402973,0.2327458017319441,0.21157908098213374,0.2772172286007553,0.14498795905336737,0.21110259382706134,0.2772172286007553,Reid + low-T 2D AE,2,normalized_delta,96
7,0.17463783422112464,0.20313025719951838,0.15731462839245797,0.12268281874060631,0.2265928479731083,0.1746378333568573,0.2265928479731083,0.20350139667466283,0.26704048335924746,0.13922003103978933,0.20313025719951838,0.26704048335924746,Reid + low-T 2D AE,2,normalized_delta,96
8,0.17155405971407892,0.20738853808678687,0.15462669029831885,0.12047333385050296,0.22263478595018388,0.17155405990034342,0.22263478595018388,0.2076873174244538,0.27510793231986463,0.1396691438537091,0.20738853808678687,0.27510793231986463,Reid + low-T 2D AE,2,normalized_delta,96
9,0.16865332001447678,0.21872868745867163,0.15204219177365302,0.11869582807272673,0.21861081093549728,0.168653319504112,0.21861081093549728,0.21911556301824747,0.29567559430748225,0.14178178060986102,0.21872868745867163,0.29567559430748225,Reid + low-T 2D AE,2,normalized_delta,96
10,0.1669783308506012,0.21250911330152303,0.1505618748217821,0.1175505665242672,0.2164060952961445,0.16697833091020584,0.2164060952961445,0.2128736160583794,0.28385975806973873,0.14115846853330732,0.21250911330152303,0.28385975806973873,Reid + low-T 2D AE,2,normalized_delta,96
11,0.16574617740511893,0.2107143592350185,0.1494169213026762,0.11738625933229924,0.21410609553754328,0.16574617743492126,0.21410609553754328,0.21109522847644985,0.28435121280513703,0.13707750566489996,0.2107143592350185,0.28435121280513703,Reid + low-T 2D AE,2,normalized_delta,96
12,0.16293389192223548,0.21145272264117376,0.14646106833219527,0.1145747734606266,0.2112930105626583,0.16293389201164246,0.2112930105626583,0.21180851889401675,0.2788331099264324,0.14407233535591513,0.21145272264117376,0.2788331099264324,Reid + low-T 2D AE,2,normalized_delta,96
13,0.1607340924143791,0.21024565416295082,0.14447986918687822,0.11358211669325828,0.20788606874644755,0.16073409271985292,0.20788606874644755,0.21064131848793477,0.2835672191698104,0.13692408915609122,0.21024565416295082,0.2835672191698104,Reid + low-T 2D AE,2,normalized_delta,96
14,0.1589014530479908,0.21860499460436403,0.14314168334007263,0.11232321927696466,0.20547968649864196,0.1589014528878033,0.20547968649864196,0.21888447776902467,0.29806165317073463,0.13914833603799343,0.21860499460436403,0.29806165317073463,Reid + low-T 2D AE,2,normalized_delta,96
15,0.1575432963371277,0.21560560139082371,0.14164569655060769,0.11149463212490082,0.20359195955842732,0.15754329584166407,0.20359195955842732,0.21587113388068974,0.2922862959820777,0.13892490679956973,0.21560560139082374,0.2922862959820777,Reid + low-T 2D AE,2,normalized_delta,96
