epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.2613438157474293,1.3838635683059692,1.2613438157474293,0.0015831124653820606,0.0,1.3838635683059692,0.0017444970435462892,0.0,,,,,,,,,,,,,,,1,1,1,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.2516857455758488,1.3651505708694458,1.2516857455758488,0.0015688543002504635,0.0,1.3651505708694458,0.0017185393468632053,0.0,0.7233407902009967,0.9820578705120359,60.0,-1.7439192489935713,-6.562762303083573,-1.7439192489935713,-6.562762303083573,0.5692349047832048,0.7617696513196541,-6.562762303083573,0.5692349047832048,0.7617696513196541,-6.562762303083573,0.7233407902009967,1,1,2,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.2230429579229916,1.3309298753738403,1.2230429579229916,0.0015309948802870862,0.0,1.3309298753738403,0.0016711133260590334,0.0,,,,,,,,,,,,,,,1,1,3,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.1805123862098246,1.2650115887324016,1.1805123862098246,0.0014730322667781044,0.0,1.2650115887324016,0.0015803487913217396,0.0,0.71307860200659,0.9827584895229022,60.0,-1.9582079025517825,-7.19933575117998,-1.9582079025517825,-7.19933575117998,0.559088594938135,0.7656234485864977,-7.19933575117998,0.559088594938135,0.7656234485864977,-7.19933575117998,0.71307860200659,1,1,4,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.0892723272828495,1.1446163356304169,1.0892723272828495,0.001351211267961737,0.0,1.1446163356304169,0.0014180326543282717,0.0,,,,,,,,,,,,,,,1,1,5,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.9467974831076229,0.9617021878560384,0.9467974831076229,0.0011672364232842537,0.0,0.9617021878560384,0.001184940803796053,0.0,0.6605552023145147,0.9843207773634169,60.0,-3.02616846814526,-10.393331197935437,-3.02616846814526,-10.393331197935437,0.5427488858079361,0.7720769076917199,-10.393331197935437,0.5427488858079361,0.7720769076917199,-10.393331197935437,0.6605552023145147,1,1,6,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.7617078703992507,0.7626129537820816,0.7617078703992507,0.0009495449998854276,0.0,0.7626129537820816,0.000958060064779905,0.0,,,,,,,,,,,,,,,1,1,7,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.5807379186153412,0.6015409479538599,0.5807379186153412,0.0007495988941039233,0.0,0.6015409479538599,0.0007693340982465694,0.0,0.8263168540454296,0.9840292766269486,60.0,-0.7235581662727971,-3.71284218074915,-0.7235581662727971,-3.71284218074915,0.6775426147035399,0.8646250672272187,-3.71284218074915,0.6775426147035399,0.8646250672272187,-3.71284218074915,0.8263168540454296,1,1,8,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.4526638476287617,0.4788719564676285,0.4526638476287617,0.0005896985359654269,0.0,0.4788719564676285,0.0006167071066253508,0.0,,,,,,,,,,,,,,,1,1,9,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.3616725101190455,0.37033134947220486,0.3616725101190455,0.0004766990656635779,0.0,0.37033134947220486,0.000487737978498141,0.0,0.9619585972149399,0.984399253505648,60.0,0.7079013567669089,0.25815836800555947,0.7079013567669089,0.25815836800555947,0.8973806022388697,0.9681651000562974,0.25815836800555947,0.8973806022388697,0.9681651000562974,0.25815836800555947,0.9619585972149399,1,1,10,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.2948550599462846,0.29335276534159976,0.2948550599462846,0.0003964029687374611,0.0,0.29335276534159976,0.0003913163285081585,0.0,,,,,,,,,,,,,,,1,1,11,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.22409221705268412,0.2280603088438511,0.22409221705268412,0.0003092144992586006,0.0,0.2280603088438511,0.00031023270518441376,0.0,0.9638445071053592,0.9846407272350265,60.0,0.7129558806791839,0.2539985997431887,0.7129558806791839,0.2539985997431887,0.918175538664925,0.9666935036294384,0.2539985997431887,0.918175538664925,0.9666935036294384,0.2539985997431887,0.9638445071053592,1,1,12,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
13,0.16421961872016683,0.17422635108232498,0.16421961872016683,0.00023527843672234346,0.0,0.17422635108232498,0.0002440656886998719,0.0,,,,,,,,,,,,,,,1,1,13,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
14,0.127454491222606,0.14464316020409265,0.127454491222606,0.00019048990746823083,0.0,0.14464316020409265,0.00020779390979441814,0.0,0.9601868861751269,0.9836936445682143,60.0,0.6614268192489954,0.09895321143073077,0.6614268192489954,0.09895321143073077,0.9225781723762918,0.9627490739399636,0.09895321143073077,0.9225781723762918,0.9627490739399636,0.09895321143073077,0.9601868861751269,1,1,14,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
