source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.6297042571939799,0.1904311005876684,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.8211451964223557,0.1291225717268539,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9004384546462677,0.09119599994832528,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.6627704737499431,0.17787518899328048,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.8241636281534761,0.12175424928413503,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.8147913978006012,0.13941236492778825,0.12643548055144446
lj_noisy,constant,20,20,20,-0.013843335966787329,0.06518608005387856,0.005310082358180217
lj_noisy,initial_pc1,20,20,20,-0.11881595195532979,0.06811202856787067,0.005310082358180217
lj_noisy,initial_z,20,20,20,-0.11949153488103237,0.0685772482085657,0.005310082358180217
lj_noisy,observed_prefix,20,20,20,-0.0980725286390638,0.06583381854939821,0.005310082358180217
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,0.8942948609298975,0.055165220154716386,0.039261933802947645
reid,initial_z,20,20,20,0.8968841439435771,0.054001408645550905,0.039261933802947645
reid,observed_prefix,20,20,20,0.9082231467310589,0.04990151918274998,0.039261933802947645
