epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.5677002633349937,0.4762976303696632,0.5779168847360109,0.6148395911646141,0.658300639505972,0.42818411823950314,0.567108116303363,0.658300639505972,0.4937131207240255,0.7062403187155724,0.33275887293643075,0.3898936975159143,0.4762976297226391,0.7062403187155724,shared_no_mixed,6,normalized_delta,128
2,0.374062620966058,0.4325948780304507,0.3875276616267991,0.47127400931548064,0.3755631604999827,0.27500082687066313,0.3739459988953755,0.47127400931548064,0.44397512854714144,0.6308121290646101,0.29394930512889433,0.3730231996625662,0.4325948779520235,0.6308121290646101,shared_no_mixed,6,normalized_delta,128
3,0.3498522658097117,0.42636130546268663,0.3612036639138272,0.4378045064620149,0.36210824104777556,0.2492513610474896,0.34972136951909333,0.4378045064620149,0.4321708021979583,0.589098175732713,0.31442179426943,0.37556394830738243,0.4263613061031752,0.589098175732713,shared_no_mixed,6,normalized_delta,128
4,0.3074100066956721,0.29033364441834,0.30870244296496374,0.33718452579013897,0.3525065803344835,0.23338328301906586,0.30769146304789613,0.3525065803344835,0.2772230222036964,0.21740492625456107,0.2895896843389461,0.3640063245829783,0.29033364505882847,0.3640063245829783,shared_no_mixed,6,normalized_delta,128
5,0.21269258587506779,0.23839624457453426,0.1999747776148612,0.13627569647637053,0.3412957316558612,0.1604306216171959,0.21266734991647587,0.3412957316558612,0.2258051125626815,0.15637337815408645,0.20437015822451365,0.35444520180554767,0.23839624606138257,0.35444520180554767,shared_no_mixed,6,normalized_delta,128
6,0.20051904443586083,0.23495161690210042,0.18830214004244722,0.1241848011120734,0.3322770128386062,0.1441511488732016,0.20020432094129373,0.3322770128386062,0.2217850023586499,0.14955872054162778,0.2018793967209364,0.35341673236536353,0.23495161654264254,0.35341673236536353,shared_no_mixed,6,normalized_delta,128
7,0.19521935827899398,0.23302563970026216,0.1829075055687051,0.11972643718333312,0.32517215727191223,0.1408765676513053,0.19525838736885023,0.32517215727191223,0.21978664092327418,0.1509552034402364,0.19818997499778082,0.3499317419568175,0.23302564013161156,0.3499317419568175,shared_no_mixed,6,normalized_delta,128
8,0.19383055021365483,0.23244215183352168,0.1815602049492953,0.11841927618313004,0.32328742583069886,0.13990386798324292,0.19387018999902395,0.32328742583069886,0.21869520270510723,0.14642850048840045,0.19781160558524885,0.3530863517405171,0.23244215260472215,0.3530863517405171,shared_no_mixed,6,normalized_delta,128
9,0.19254974414382064,0.23195091101684068,0.17996829091979746,0.11695014342377094,0.3211388434495842,0.13941497976417866,0.1925013222125113,0.3211388434495842,0.21860734706646517,0.14738115209497904,0.1978177339426781,0.3506538494048934,0.2319509118141835,0.3506538494048934,shared_no_mixed,6,normalized_delta,128
10,0.19095724461306082,0.23081061416550686,0.17844644283320296,0.11629268262718975,0.31875994884523384,0.13819028978448428,0.19108097375230262,0.31875994884523384,0.217157886216515,0.14410166326714188,0.19641224622334305,0.3519179352608166,0.23081061491710053,0.3519179352608166,shared_no_mixed,6,normalized_delta,128
11,0.19024979107474027,0.2292861538890161,0.17803388413107185,0.1157742445488316,0.3179199905706602,0.13739653034952648,0.19036358848967275,0.3179199905706602,0.21624724065002643,0.14403426924622373,0.19295803439852438,0.35086615969868085,0.22928615444780964,0.35086615969868085,shared_no_mixed,6,normalized_delta,128
12,0.18878031238390688,0.23082486159707372,0.1766600047679324,0.11459625084084314,0.3155079046231613,0.1365066733080567,0.18887027625735373,0.3155079046231613,0.2174294392137151,0.14226615224033595,0.19355335160109557,0.35665507757742154,0.23082486047295103,0.35665507757742154,shared_no_mixed,6,normalized_delta,128
13,0.18906978520385007,0.23058002395065208,0.17708626643084643,0.11487642796972478,0.3160992716488085,0.1361660481871743,0.1890472492685692,0.3160992716488085,0.21701201039709542,0.14582853532935444,0.19409998516110996,0.35181155193008873,0.2305800241401844,0.35181155193008873,shared_no_mixed,6,normalized_delta,128
14,0.18778752003583993,0.22865674856461976,0.17567922480796513,0.11404325085049363,0.3145380297381627,0.13508850556651228,0.18788992871838953,0.3145380297381627,0.21532891549562153,0.14228232681359115,0.19289992145801846,0.350787997108541,0.2286567484600502,0.350787997108541,shared_no_mixed,6,normalized_delta,128
15,0.18667328728591664,0.23042644434853604,0.1747409920485919,0.1132299741074233,0.312939786388163,0.13420978484087084,0.18679318177881907,0.312939786388163,0.21651133475335022,0.14367108358756492,0.19353847069371688,0.3540697757546839,0.2304264433453219,0.3540697757546839,shared_no_mixed,6,normalized_delta,128
