source,coordinate,n,pearson,spearman
depablo_low_temp,z0_0,20,-0.03706749555048973,0.022556390977443608
depablo_low_temp,z0_1,20,0.007568909086019464,-0.08270676691729321
depablo_low_temp,pc1,20,0.0176153670776118,-0.0781954887218045
depablo_mixed_temp,z0_0,20,0.08352442798901381,0.04661654135338346
depablo_mixed_temp,z0_1,20,-0.055070486517745036,-0.09924812030075188
depablo_mixed_temp,pc1,20,-0.075010021102051,-0.1819548872180451
reid,z0_0,20,0.4242805247061184,0.19999999999999998
reid,z0_1,20,-0.09134188694436696,-0.14887218045112782
reid,pc1,20,-0.23837116650507711,-0.24661654135338343
