epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_depablo_mixed_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_source_reid_loss_norm,val_source_depablo_mixed_temp_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,2.362843221710426,1.7652125752956584,2.362843221710426,0.2475007027387619,0.0,2.6017057086814464e-06,9.45136399839678,3.909338078056379e-06,2.3774011364158747e-06,1.7652125752956584,0.18790183429207122,0.0,7.211196438819653e-06,5.893231006094301e-06,6.271121697988168e-06,7.060830925633491,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,2.3588381929268256,1.758759114710457,2.3588381929268256,0.24469982087612152,0.0,2.736936185400802e-05,9.435289222978728,1.563385501092174e-05,2.0545511710294435e-05,1.758759114710457,0.1871783227792808,0.0,6.333566527545868e-05,3.2324214863230985e-05,4.604063792044144e-05,7.0348947583237695,-5.747242404196875,-0.12363136724346703,80.0,-60.32042061658203,-213.51942257913865,-60.32042061658203,-213.51942257913865,-20.964849208223974,-4.736371301115211,-2.0610393778502654,-213.51942257913865,-20.964849208223974,-4.736371301115211,-2.0610393778502654,-213.51942257913865,-5.747242404196875,1,1,2,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,2.3463735228615406,1.740299435667456,2.3463735228615406,0.24349285378342583,0.0,0.00018466344286817923,9.385132304043564,6.865492665524746e-05,0.00010846903307544904,1.740299435667456,0.18511828993047988,0.0,0.0004008564448502677,0.00014666629850808023,0.00022456403754941593,6.960425655888916,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,2.313445304694101,1.6923852984216472,2.313445304694101,0.23805514439230874,0.0,0.001303035272733475,9.251586901914408,0.0003266275870126895,0.000564654002248448,1.6923852984216472,0.1797960985984121,0.0,0.0025715950071877425,0.0005688193238822495,0.0009975306424332138,6.765403248713086,-2.6125159281517076,0.11403451059101412,80.0,-25.461118600638827,-89.61821471965635,-25.461118600638827,-89.61821471965635,-7.50606197511758,-2.587565696685458,-2.13263201109592,-89.61821471965635,-7.50606197511758,-2.587565696685458,-2.13263201109592,-89.61821471965635,-2.6125159281517076,1,1,4,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,2.2361866840159315,1.5917999821783035,2.2361866840159315,0.23282825982286817,0.0,0.005876262761153002,8.936574361144338,0.0007482687581658009,0.0015478434000699233,1.5917999821783035,0.16863753806267465,0.0,0.008901026427657464,0.0006956904149389845,0.00158712120827612,6.356016090662342,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,2.089731300111967,1.4362577209111558,2.089731300111967,0.21487730883416675,0.0,0.012724356155078368,8.344162229444798,0.0006023094834498635,0.0014363053645413254,1.4362577209111558,0.15127199409263475,0.0,0.01919894356504001,0.0005593090757650183,0.0019129528627918077,5.723359678141026,0.046239331321195176,0.5105456549819257,80.0,-2.1140555520866027,-7.645711251019945,-2.1140555520866027,-7.645711251019945,-0.01318638382045445,0.01507202297983845,-0.8123965964858506,-7.645711251019945,-0.01318638382045445,0.01507202297983845,-0.8123965964858506,-7.645711251019945,0.046239331321195176,1,1,6,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,1.9184656295506715,1.3246497898029534,1.9184656295506715,0.19586201366924105,0.0,0.026985193228016974,7.641660587996937,0.000898052283262652,0.004318684694468453,1.3246497898029534,0.1384713500738144,0.0,0.06951188948162326,0.0010617892178494837,0.00839011613620393,5.2196353643761375,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,1.8094502095326734,1.2730236820200684,1.8094502095326734,0.18388123171670095,0.0,0.0553844326580471,7.174638626217325,0.0013563842407486506,0.006421395014572784,1.2730236820200684,0.13254258249487197,0.0,0.06919445352823149,0.0013895808100097475,0.005135129813344622,5.016375563928688,0.006979593784876448,0.46073092476675237,80.0,-1.2636616530794051,-3.175630479114502,-1.2636616530794051,-3.175630479114502,-1.075658120911243,0.12010349314107438,-0.9234615054329502,-3.175630479114502,-1.075658120911243,0.12010349314107438,-0.9234615054329502,-3.175630479114502,0.006979593784876448,1,1,8,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,1.7478662820482174,1.223507415263521,1.7478662820482174,0.17776124250321163,0.0,0.046012085434618696,6.939364208470281,0.0014860355425585314,0.004602798745411029,1.223507415263521,0.1270729707820075,0.0,0.055424661282405,0.0012938893739484153,0.004313954761803952,4.832997155635927,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,1.6971731057501789,1.18097754171073,1.6971731057501789,0.171909721834319,0.0,0.031480453004197634,6.752936674094499,0.0011818410869863483,0.0030934548150320903,1.18097754171073,0.12239242345094681,0.0,0.036333968890709334,0.0010933503289975634,0.0028359808353367296,4.683646866787877,0.0037145926874951884,0.39126550707401003,80.0,-1.4864613480877158,-4.0171377754210456,-1.4864613480877158,-4.0171377754210456,-1.186438331364355,0.025647104705811996,-0.7679163902712751,-4.0171377754210456,-1.186438331364355,0.025647104705811996,-0.7679163902712751,-4.0171377754210456,0.0037145926874951884,1,1,10,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
