split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5
train,depablo_low_temp,0,0,-1.0845353603363037,-0.6036267876625061,-0.30691564083099365,1.1381254196166992,-0.698098361492157,0.7877309322357178
train,depablo_low_temp,0,10,-1.2910795211791992,-1.4175128936767578,-0.32945138216018677,0.9443811178207397,-0.04945224151015282,0.42389166355133057
train,depablo_low_temp,0,20,-1.5299975872039795,-2.2558112144470215,-0.3596395254135132,0.7885959148406982,0.5780574083328247,0.0863659679889679
train,depablo_low_temp,0,30,-1.7918754816055298,-3.1248185634613037,-0.39473414421081543,0.6506667733192444,1.2066010236740112,-0.24362796545028687
train,depablo_low_temp,0,40,-2.076746940612793,-4.0240478515625,-0.43476903438568115,0.5309793949127197,1.835531234741211,-0.5656470060348511
train,depablo_low_temp,0,50,-2.3829097747802734,-4.9506964683532715,-0.47939229011535645,0.42854514718055725,2.4641788005828857,-0.8798668384552002
train,depablo_low_temp,0,60,-2.711216688156128,-5.905570030212402,-0.5288083553314209,0.3442710340023041,3.092146396636963,-1.185699701309204
train,depablo_low_temp,0,70,-3.0614078044891357,-6.887449741363525,-0.5829917788505554,0.278586208820343,3.718357801437378,-1.4824942350387573
train,depablo_low_temp,0,80,-3.4330062866210938,-7.897005081176758,-0.6417865753173828,0.2302258014678955,4.34438943862915,-1.7715154886245728
train,depablo_low_temp,0,90,-3.8261220455169678,-8.933149337768555,-0.7052726149559021,0.20015284419059753,4.968727111816406,-2.0516700744628906
train,depablo_low_temp,0,100,-4.240912914276123,-9.997060775756836,-0.7734420299530029,0.18786343932151794,5.592524528503418,-2.323718309402466
train,depablo_low_temp,1,0,-2.4991281032562256,-0.8467725515365601,-0.6676758527755737,3.442002534866333,-2.679915189743042,2.7256264686584473
train,depablo_low_temp,1,10,-2.923980951309204,-1.5242586135864258,-0.7541272044181824,3.7121567726135254,-2.5394511222839355,2.792999267578125
train,depablo_low_temp,1,20,-3.4590461254119873,-2.2557125091552734,-0.8678633570671082,4.13168478012085,-2.5062155723571777,2.975177764892578
train,depablo_low_temp,1,30,-4.055165767669678,-3.053304433822632,-0.9952824115753174,4.608633041381836,-2.488161087036133,3.1901187896728516
train,depablo_low_temp,1,40,-4.705541610717773,-3.9116687774658203,-1.1347784996032715,5.13504695892334,-2.4810426235198975,3.4323253631591797
train,depablo_low_temp,1,50,-5.406486511230469,-4.8264031410217285,-1.285542368888855,5.707650184631348,-2.484375,3.700108289718628
train,depablo_low_temp,1,60,-6.153963088989258,-5.793498516082764,-1.4466607570648193,6.3223161697387695,-2.4966444969177246,3.9909350872039795
train,depablo_low_temp,1,70,-6.943452835083008,-6.808846473693848,-1.6170915365219116,6.974228382110596,-2.5157995223999023,4.301670074462891
train,depablo_low_temp,1,80,-7.774488925933838,-7.869029998779297,-1.79685378074646,7.664894104003906,-2.545233726501465,4.634453773498535
train,depablo_low_temp,1,90,-8.643110275268555,-8.97264289855957,-1.9849481582641602,8.388655662536621,-2.5805492401123047,4.984750747680664
train,depablo_low_temp,1,100,-9.54947566986084,-10.117789268493652,-2.181501626968384,9.147047996520996,-2.6243410110473633,5.354312896728516
train,depablo_low_temp,2,0,-0.9780740737915039,-0.3410041332244873,-0.28201809525489807,1.1397674083709717,-0.8489445447921753,0.854358971118927
train,depablo_low_temp,2,10,-1.279152274131775,-1.1816788911819458,-0.32911252975463867,1.0909044742584229,-0.3197575807571411,0.6080905795097351
