epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9723165094852447,1.4378873392155296,0.984627640247345,0.5345184803009033,1.5492231726646424,0.833207854628563,0.9723165025313695,1.5492231726646424,1.6057001546809548,0.8613251783345875,0.6450645422464922,2.8072723068689047,1.437887342483328,2.8072723068689047,shared3,2,normalized_delta,128
2,0.947747391462326,1.4046337516684282,0.9584233701229096,0.5146795719861984,1.5190832257270812,0.8094793409109116,0.9477473795413971,1.5190832257270812,1.5712485915736147,0.8262476286605784,0.6145646728183094,2.773088959016298,1.4046337534983955,2.773088959016298,shared3,2,normalized_delta,128
3,0.907574450969696,1.3621228547472704,0.9218247413635254,0.477200523018837,1.4819584131240844,0.7635643810033799,0.9075744390487671,1.4819584131240844,1.5274617276693645,0.781157136982993,0.5748359054719147,2.7303755245710675,1.3621228556753249,2.7303755245710675,shared3,2,normalized_delta,128
4,0.8606573820114136,1.304946279212048,0.8743133902549743,0.4360275238752365,1.4300846457481384,0.7158599942922592,0.8606573879718781,1.4300846457481384,1.4691650149069335,0.7204007254619348,0.5199389176149117,2.674499201774597,1.3049462816171478,2.674499201774597,shared3,2,normalized_delta,128
5,0.7916249394416809,1.2260506090364958,0.8069956719875335,0.35300095230340955,1.356749141216278,0.6651246905326843,0.7916249280174573,1.356749141216278,1.391043119681509,0.6370764418652183,0.4382334448789295,2.6028419525999773,1.2260506131147084,2.6028419525999773,shared3,2,normalized_delta,128
6,0.7025050044059753,1.2057608623253673,0.7155995786190033,0.2501590386033058,1.2950659155845643,0.562290009856224,0.7025049880146982,1.2950659155845643,1.389610762658872,0.620055334975845,0.36391999360762145,2.6333072681176035,1.2057608655670233,2.6333072681176035,shared3,2,normalized_delta,128
7,0.6683356821537018,1.189414743686977,0.6821596086025238,0.2137212112545967,1.277922236919403,0.5133636146783829,0.668335687617461,1.277922236919403,1.3695414008278595,0.5989532090331379,0.35716455355286597,2.612126466475035,1.189414743020346,2.612126466475035,shared3,2,normalized_delta,128
8,0.6714226603507996,1.1855937716208007,0.683875960111618,0.21251400411128998,1.2586090326309205,0.5431449517607689,0.6714226628343264,1.2586090326309205,1.363289758249333,0.5942479684948921,0.3599238765082861,2.6026094656241567,1.1855937702091117,2.6026094656241567,shared3,2,normalized_delta,128
9,0.6554684162139892,1.1977194726467133,0.6695106208324433,0.21148956716060638,1.2485038995742799,0.5064118206501007,0.6554684291283289,1.2485038995742799,1.3812577608384584,0.60697363034675,0.35762497853291664,2.628559815256219,1.197719474711962,2.628559815256219,shared3,2,normalized_delta,128
10,0.6471833169460297,1.1839996121431653,0.6609453201293946,0.20245040357112884,1.232843029499054,0.5062565475702285,0.6471833268801371,1.232843029499054,1.3656835742686924,0.5947767846678432,0.3469204530119896,2.6103015962399936,1.1839996113066087,2.6103015962399936,shared3,2,normalized_delta,128
