epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_depablo_mixed_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_source_reid_loss_norm,val_source_depablo_mixed_temp_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.4652874222466811,0.45870284163389774,0.4652874222466811,0.5222864993240522,0.0,0.09595884662131746,1.4163131874093884,0.21070424199884497,0.13817341295717359,0.45870284163389774,1.1304389366081782,0.0,0.12470062033733649,0.15934063241742974,0.22144922621995317,1.3293208875608715,,,,,,,,,,,,,,,,,1,8,11,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
12,0.4607781698454269,0.4635822360634351,0.4607781698454269,0.5171116499797158,0.0,0.09525283520436731,1.4132808410781517,0.2092859908358782,0.12529301226331052,0.4635822360634351,1.1154670034136092,0.0,0.12724310296709354,0.15932277363886402,0.23894766093448694,1.328815406713296,0.5564655003367465,0.8157717288893287,80.0,0.3819732698366505,-0.568973451197684,0.3819732698366505,-0.568973451197684,0.9454467512213,0.9891478477781168,-0.568973451197684,0.16227193154486907,0.9454467512213,0.9891478477781168,-0.568973451197684,0.16227193154486907,0.5564655003367465,1,8,12,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
13,0.45840543415246277,0.4661196454807478,0.45840543415246277,0.5177774960580079,0.0,0.09690048010823758,1.409119644546718,0.2095738130076298,0.11802779894726546,0.4661196454807478,1.0961142778396606,0.0,0.13507998944498303,0.15300298616176322,0.24950534767280755,1.3268902586434375,,,,,,,,,,,,,,,,,1,8,13,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
14,0.45714626442270073,0.46680528220875367,0.45714626442270073,0.5045985061189403,0.0,0.09941742084601796,1.4024376924440527,0.20941507498170003,0.11731486941903234,0.46680528220875367,1.0686728145395006,0.0,0.1456588176071157,0.15049241048426748,0.24632270715585697,1.3247471935877746,0.5743403404820886,0.8169192250688105,80.0,0.39338238782672175,-0.5029337296337923,0.39338238782672175,-0.5029337296337923,0.946298358451193,0.9895233418436539,-0.5029337296337923,0.14064158064583243,0.946298358451193,0.9895233418436539,-0.5029337296337923,0.14064158064583243,0.5743403404820886,1,8,14,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
15,0.4535806363262823,0.460319196710109,0.4535806363262823,0.49540503128715185,0.0,0.09904271025271891,1.3985539036649361,0.20163418786026324,0.11509174352721106,0.460319196710109,1.0316272675991058,0.0,0.1371486079328778,0.14668996039836202,0.23647147510227198,1.3209667434069243,,,,,,,,,,,,,,,,,1,8,15,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
16,0.4502950371017862,0.4559368161400099,0.4502950371017862,0.48262111389118695,0.0,0.09936829968862104,1.3886510438720385,0.20126281203240515,0.11189799281408022,0.4559368161400099,0.9782291735921588,0.0,0.13418243718439374,0.14539691532753005,0.22055955120218146,1.3236083608459344,0.5763960521652294,0.8205645723564565,80.0,0.38287106870752485,-0.4840471393700261,0.38287106870752485,-0.4840471393700261,0.9421101957590616,0.9818368587064871,-0.4840471393700261,0.09158435973457679,0.9421101957590616,0.9818368587064871,-0.4840471393700261,0.09158435973457679,0.5763960521652294,1,8,16,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
17,0.4445559826789356,0.46002179504767726,0.4445559826789356,0.4747278690338135,0.0,0.10250014685022873,1.3687854127664314,0.19418022436306306,0.11275814673601928,0.46002179504767726,0.9062005707195827,0.0,0.15652138607375407,0.1360210032991414,0.24477213588615995,1.3027726549316536,,,,,,,,,,,,,,,,,1,8,17,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
18,0.43889846578498243,0.4444209332800132,0.43889846578498243,0.4466039927109428,0.0,0.10522055749634379,1.3491866177947898,0.18924849780127326,0.11193819004752298,0.4444209332800132,0.8058999947139195,0.0,0.14694071160020858,0.13511744961089625,0.2262623818953712,1.2693631900135767,0.6310700881136805,0.8342374148926207,80.0,0.4030390653514571,-0.2694098414606454,0.4030390653514571,-0.2694098414606454,0.9340920093242128,0.9761589722789562,-0.2694098414606454,-0.02868487873669512,0.9340920093242128,0.9761589722789562,-0.2694098414606454,-0.02868487873669512,0.6310700881136805,1,8,18,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
19,0.43717615953661915,0.44834993597524686,0.43717615953661915,0.4204001737677533,0.0,0.11173189953904958,1.3265680918437348,0.19781716740906663,0.11258747935462579,0.44834993597524686,0.6963726047958646,0.0,0.16924931401193713,0.13566496323259014,0.23691952807804972,1.2515659385784106,,,,,,,,,,,,,,,,,1,8,19,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
20,0.43394037050758866,0.4433054641106785,0.43394037050758866,0.3856077835611675,0.0,0.11941394656804684,1.3026718025902908,0.1966774063709339,0.116998326501083,0.4433054641106785,0.5720357533012118,0.0,0.18728630900308912,0.14101168006203477,0.21790322255771818,1.227020644819872,0.6901354172233349,0.8500181513237508,80.0,0.39401116844433387,-0.2917960258154966,0.39401116844433387,-0.2917960258154966,0.9304805748350904,0.946332091345934,-0.008971966588192215,-0.2917960258154966,0.9304805748350904,0.946332091345934,-0.008971966588192215,-0.2917960258154966,0.6901354172233349,1,8,20,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
21,0.42672876365197643,0.4556051978733773,0.42672876365197643,0.3599772544010826,0.0,0.1251964675404107,1.2767758075004083,0.1937128241794192,0.11122995538766733,0.4556051978733773,0.4719770295279367,0.0,0.2207882002070123,0.13851670189337298,0.25692987379397064,1.2061860155991533,,,,,,,,,,,,,,,,,1,8,21,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
22,0.4217578781551805,0.4455606488468303,0.4217578781551805,0.3317046502362127,0.0,0.13124335890384636,1.2519601952637496,0.18687803871570188,0.1169499197374241,0.4455606488468303,0.3959839014070375,0.0,0.22177659657344603,0.13687917586278425,0.23802130172169364,1.1855655212293972,0.6788107927130895,0.8448004708433092,80.0,0.38939045878534007,-0.2639557998951243,0.38939045878534007,-0.2639557998951243,0.9245378763179215,0.928876094929492,-0.0318963362109288,-0.2639557998951243,0.9245378763179215,0.928876094929492,-0.0318963362109288,-0.2639557998951243,0.6788107927130895,1,8,22,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
23,0.41957308653639697,0.4454267886516887,0.41957308653639697,0.3121705683677093,0.0,0.13336308410513753,1.23709656296592,0.19135358247573062,0.11647911659879978,0.4454267886516887,0.3484094462224415,0.0,0.22263724588820796,0.14075591135346754,0.2461682894089873,1.172145707956092,,,,,,,,,,,,,,,,,1,8,23,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
24,0.416511438634556,0.4415205576976653,0.416511438634556,0.30589419732923095,0.0,0.12826401487628014,1.2331184370815753,0.18788373229494154,0.11677957028542695,0.4415205576976653,0.32011349286351887,0.0,0.22201269718246874,0.14096958128158638,0.24108123465359146,1.1620187176730146,0.661194293101824,0.8393744379030018,80.0,0.35235938703417835,-0.33343029369957344,0.35235938703417835,-0.33343029369957344,0.8999868801775287,0.923442993371383,-0.08056203171262499,-0.33343029369957344,0.8999868801775287,0.923442993371383,-0.08056203171262499,-0.33343029369957344,0.661194293101824,1,8,24,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
25,0.41431784105899083,0.4322384449394039,0.41431784105899083,0.2957938630943713,0.0,0.12585389243833017,1.2269193741417768,0.1900021409826392,0.11449595667321741,0.4322384449394039,0.30341392223324093,0.0,0.1977500113483984,0.14302379815992688,0.2364369910424681,1.1517429792068221,,,,,,,,,,,,,,,,,1,8,25,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
26,0.41089295854660773,0.4388734651560464,0.41089295854660773,0.2869877841161645,0.0,0.1240962862093696,1.219884637353713,0.18674609235402098,0.11284481826932741,0.4388734651560464,0.29544300798858913,0.0,0.2076803709642263,0.14290514974828428,0.24965780045035485,1.1552505394613202,0.7017671873711674,0.8580817464380217,80.0,0.40052604951176507,-0.2888421519832569,0.40052604951176507,-0.2888421519832569,0.901718779634203,0.9392576361880582,0.049969934208055844,-0.2888421519832569,0.901718779634203,0.9392576361880582,0.049969934208055844,-0.2888421519832569,0.7017671873711674,1,8,26,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
27,0.4103961594988135,0.43522138963104556,0.4103961594988135,0.28315650121025415,0.0,0.12375802414075128,1.21791872565945,0.1869054094258606,0.11300247876919202,0.43522138963104556,0.28988545707293917,0.0,0.20187462243193294,0.1342424686465661,0.25457162673000394,1.1501968407156793,,,,,,,,,,,,,,,,,1,8,27,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
28,0.4067798335240539,0.43044114938192335,0.4067798335240539,0.28043743255345716,0.0,0.12210028503943855,1.2095723782296766,0.18212431804419968,0.11332235278290076,0.43044114938192335,0.2838375579033579,0.0,0.19812652857561427,0.13711112058822023,0.24065050824587655,1.1458764401179824,0.7126141549009566,0.8585594338757794,80.0,0.4530588851136625,-0.1242877159169844,0.4530588851136625,-0.1242877159169844,0.9206932131861288,0.9537072889224234,0.062122754263082114,-0.1242877159169844,0.9206932131861288,0.9537072889224234,0.062122754263082114,-0.1242877159169844,0.7126141549009566,1,8,28,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
29,0.4075853920738588,0.4354123104949312,0.4075853920738588,0.2747342139482498,0.0,0.12089224705985224,1.2092554796212598,0.19154085814656707,0.10865298346775633,0.4354123104949312,0.2826793683426721,0.0,0.1983317875082073,0.1413786538516764,0.2553840528202603,1.1465547477995808,,,,,,,,,,,,,,,,,1,8,29,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
30,0.4058457658469515,0.43129166761738646,0.4058457658469515,0.2740536759728971,0.0,0.1202140866278103,1.2085764855460117,0.18594047046924142,0.10865202074474246,0.43129166761738646,0.2799738475254604,0.0,0.18726322923771063,0.1455261030710641,0.24971309002007316,1.1426642481406981,0.713566913795191,0.8616633443210484,80.0,0.3916603024855255,-0.38637995927843916,0.3916603024855255,-0.38637995927843916,0.9238289941113643,0.9587072631308448,0.07048491197833229,-0.38637995927843916,0.9238289941113643,0.9587072631308448,0.07048491197833229,-0.38637995927843916,0.713566913795191,1,8,30,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
