epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.172486662864685,1.342582215865453,1.172486662864685,0.0008904910269741188,0.0,1.342582215865453,0.001005214139392289,0.0,,,,,,,,,,,,,,,1,1,1,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1533590485067928,1.3161616325378418,1.1533590485067928,0.0008750225876129287,0.0,1.3161616325378418,0.000982206280847701,0.0,0.8687634430349409,0.9834265918943169,60.0,-0.20123895575930262,-2.1364530897116003,-0.20123895575930262,-2.1364530897116003,0.6076626391751401,0.9250735832585524,-2.1364530897116003,0.6076626391751401,0.9250735832585524,-2.1364530897116003,0.8687634430349409,1,1,2,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.1170903689721052,1.260091910759608,1.1170903689721052,0.0008444189785650986,0.0,1.260091910759608,0.0009339423365114877,0.0,,,,,,,,,,,,,,,1,1,3,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.0410903271506815,1.1451672712961833,1.0410903271506815,0.000779200841754894,0.0,1.1451672712961833,0.0008374308332956085,0.0,0.8866099340679261,0.9846932058298599,60.0,-0.11530289628628143,-1.9506706377042136,-0.11530289628628143,-1.9506706377042136,0.6591885902780998,0.9455733585672693,-1.9506706377042136,0.6591885902780998,0.9455733585672693,-1.9506706377042136,0.8866099340679261,1,1,4,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.8966637148576624,0.9485406577587128,0.8966637148576624,0.0006619672982624787,0.0,0.9485406577587128,0.000679953164459827,0.0,,,,,,,,,,,,,,,1,1,5,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.6797980701222139,0.6849831442038218,0.6797980701222139,0.0004944608166731675,0.0,0.6849831442038218,0.0004816799458543149,0.0,0.9434912184253933,0.9845993375722096,60.0,0.40500643451223506,-0.5961524002221625,0.40500643451223506,-0.5961524002221625,0.8345035828704732,0.9766681208883945,-0.5961524002221625,0.8345035828704732,0.9766681208883945,-0.5961524002221625,0.9434912184253933,1,1,6,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.4503759636598475,0.46749046444892883,0.4503759636598475,0.0003313958655138884,0.0,0.46749046444892883,0.00034506904194131494,0.0,,,,,,,,,,,,,,,1,1,7,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.3338078821406645,0.36872908224662143,0.3338078821406645,0.00026836645488134204,0.0,0.36872908224662143,0.0002860221842032236,0.0,0.9514869719654102,0.976454986103053,60.0,0.711713732897196,0.2789802039547732,0.711713732897196,0.2789802039547732,0.921625153817985,0.9345358409188297,0.2789802039547732,0.921625153817985,0.9345358409188297,0.2789802039547732,0.9514869719654102,1,1,8,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.2613401895060259,0.28959033886591595,0.2613401895060259,0.0002153534784584361,0.0,0.28959033886591595,0.00023019055637026517,0.0,,,,,,,,,,,,,,,1,1,9,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.19817923885934494,0.215073482443889,0.19817923885934494,0.00016943642164251823,0.0,0.215073482443889,0.00017661807699672258,0.0,0.955779751579356,0.9785484869821597,60.0,0.711808086106763,0.27274714972681624,0.711808086106763,0.27274714972681624,0.9156315674563691,0.9470455411371039,0.27274714972681624,0.9156315674563691,0.9470455411371039,0.27274714972681624,0.955779751579356,1,1,10,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.14675794191220226,0.15789411589503288,0.14675794191220226,0.00013184842357398286,0.0,0.15789411589503288,0.0001342795276286779,0.0,,,,,,,,,,,,,,,1,1,11,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.11119453521335826,0.1218736506998539,0.11119453521335826,0.00010534174105166184,0.0,0.1218736506998539,0.00010876145825022832,0.0,0.9610659884357072,0.9812893750881306,60.0,0.7146425522854548,0.2605854132804749,0.7146425522854548,0.2605854132804749,0.9260459364295196,0.9572963071463698,0.2605854132804749,0.9260459364295196,0.9572963071463698,0.2605854132804749,0.9610659884357072,1,1,12,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
13,0.09390041188282125,0.10512570602198441,0.09390041188282125,9.328079228426384e-05,0.0,0.10512570602198441,9.739936225135655e-05,0.0,,,,,,,,,,,,,,,1,1,13,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
14,0.08743094126967822,0.09873951350649197,0.08743094126967822,8.861128769828664e-05,0.0,0.09873951350649197,9.313323789683636e-05,0.0,0.962440677013915,0.9831280910214513,60.0,0.7112756535947758,0.24157924117955887,0.7112756535947758,0.24157924117955887,0.9328804428367213,0.9593672767680473,0.24157924117955887,0.9328804428367213,0.9593672767680473,0.24157924117955887,0.962440677013915,1,1,14,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
