epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7463859363606101,0.5730713452947768,0.7222724354057981,0.26878408481642396,1.7253155484534146,0.23972745531222275,0.7446090295273539,1.7253155484534146,0.6644261742893018,0.24277555977827625,0.15651745217803278,1.319921029398316,0.5730713471182084,1.319921029398316,shared3,4,normalized_delta,128
2,0.6479670376108404,0.5286810620834953,0.6199628674147422,0.16025965231877398,1.6230636786996273,0.14495544249289913,0.6427595911704335,1.6230636786996273,0.6137906761545884,0.17539039116941,0.14662204624006622,1.2640307536250666,0.5286810636781809,1.2640307536250666,shared3,4,normalized_delta,128
3,0.5790225907375938,0.5072997434358848,0.5585954521831713,0.12576543925408745,1.4810053996872483,0.1300027457768457,0.5789245282393939,1.4810053996872483,0.5905260132331597,0.14804391311971765,0.14114091704158407,1.232714397499436,0.5072997425535792,1.232714397499436,shared3,4,normalized_delta,128
4,0.5566615585825945,0.4973103500510517,0.536334696516656,0.11270720030272931,1.4337019231170416,0.12381926283501742,0.5567427954182628,1.4337019231170416,0.5819745872365801,0.13080805683214414,0.1350933061422486,1.2260296925118095,0.49731035182873407,1.2260296925118095,shared3,4,normalized_delta,128
5,0.5348322208513293,0.4686667961509604,0.5135392183797401,0.08726914722839711,1.392624203677763,0.12211228181166868,0.5340018775726095,1.392624203677763,0.5528837624349092,0.08536816287393632,0.14005713358913596,1.180575091274161,0.4686667959124111,1.180575091274161,shared3,4,normalized_delta,128
6,0.5068069226647678,0.4529930539037052,0.4860575035214424,0.06271684389154782,1.3394445951047698,0.1145743950940015,0.5055786113634396,1.3394445951047698,0.5368698973012598,0.06978435788891818,0.12636202568874547,1.1628327830841667,0.4529930555539434,1.1628327830841667,shared3,4,normalized_delta,128
7,0.48426840467411175,0.4325534559394184,0.46524124795146155,0.05399888419073967,1.3101241565456516,0.08872552414735159,0.4842828549612477,1.3101241565456516,0.5147607903731497,0.05757507454898012,0.1034510675817728,1.1366342261433602,0.432553456091371,1.1366342261433602,shared3,4,normalized_delta,128
8,0.4758046834092391,0.4354394395100443,0.46024035578757,0.04840099316706855,1.2987521514557956,0.07632602733282144,0.4744930573185619,1.2987521514557956,0.5173578889746415,0.06285963963815257,0.10435988271706982,1.1390987964837174,0.43543943961297993,1.1390987964837174,shared3,4,normalized_delta,128
9,0.4675600611719123,0.43328587993195183,0.45121286575470054,0.047347901533292214,1.2823132833890747,0.07308269529031557,0.46758129340422755,1.2823132833890747,0.5148293054809696,0.06097983363035478,0.0988263336647498,1.1400514795591956,0.4332858822847667,1.1400514795591956,shared3,4,normalized_delta,128
10,0.46895037643742143,0.4326416311295409,0.4526740351789876,0.047150735471161526,1.2830652889452483,0.0725914786912893,0.46760250103589973,1.2830652889452483,0.5143380509395349,0.057889112114514175,0.10026319904350921,1.1397725803287406,0.432641630495588,1.1397725803287406,shared3,4,normalized_delta,128
11,0.46170433226384616,0.4298140706592484,0.4459835239931157,0.04704513800212405,1.2662120195857265,0.07128338352286893,0.46151351370357313,1.2662120195857265,0.5100656485479129,0.05997849990074572,0.10023193559364268,1.1292317772382183,0.42981407091086893,1.1292317772382183,shared3,4,normalized_delta,128
12,0.4590265726049741,0.4342965988344268,0.44423875055815043,0.047387442827014854,1.258352184400224,0.07079993416146751,0.45884652046290214,1.258352184400224,0.5154914138348479,0.06184166247319234,0.10287638764436308,1.1381717395625617,0.434296596560039,1.1381717395625617,shared3,4,normalized_delta,128
13,0.45575848564244154,0.4299656729557012,0.441341481501596,0.047325475780870506,1.2489842917835503,0.07070899067217844,0.4556729194121998,1.2489842917835503,0.5123346221682272,0.05902008105461535,0.09352303177706506,1.1373539105057717,0.42996567444581735,1.1373539105057717,shared3,4,normalized_delta,128
14,0.45521923538885617,0.43084952619514966,0.4403846044550862,0.04789676288352676,1.2464332744479178,0.0710768918980632,0.45513564307650256,1.2464332744479178,0.5144166317425276,0.058991843927651645,0.09420283982824339,1.1393538930698446,0.43084952560857986,1.1393538930698446,shared3,4,normalized_delta,128
15,0.45275987551400537,0.43192576377799635,0.4383826279587913,0.047747837418926437,1.2394154558579127,0.07085023420094921,0.4526711758259294,1.2394154558579127,0.5142152057274392,0.06233117789226143,0.09702897389468394,1.1364171360668383,0.43192576261792787,1.1364171360668383,shared3,4,normalized_delta,128
16,0.45475510162742516,0.43349728031378043,0.44168644461192585,0.047842326665848076,1.2414681589394285,0.07028252368041298,0.4531976697618965,1.2414681589394285,0.5179311908781529,0.061579600309855057,0.09677401541879302,1.142138223350048,0.4334972796928987,1.142138223350048,shared3,4,normalized_delta,128
