epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.0878328914227693,1.0842171867688497,1.0878328914227693,0.11307460199231686,0.0,1.0842171867688497,0.11580626020828882,0.0,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1184017606403516,1.080989142258962,1.1184017606403516,0.11616937589386235,0.0,1.080989142258962,0.11545550599694251,0.0,0.5216269010636911,0.8140658333835896,80.0,0.2829714403402825,-0.6548228679442454,0.2829714403402825,-0.6548228679442454,0.9292115487122174,0.964005978607356,-0.6548228679442454,-0.10650889801419816,0.9292115487122174,0.964005978607356,-0.6548228679442454,-0.10650889801419816,0.5216269010636911,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.1130331184553064,1.071917680899302,1.1130331184553064,0.11562395873277084,0.0,1.071917680899302,0.11445683985948563,0.0,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.092773455640544,1.0483901540438334,1.092773455640544,0.11335392004769781,0.0,1.0483901540438334,0.11186079035202662,0.0,0.6088703281676684,0.8294907011532836,80.0,0.2708197658867377,-0.49470585900702035,0.2708197658867377,-0.49470585900702035,0.9281035294882164,0.8805885534050052,-0.23070716033925054,-0.49470585900702035,0.9281035294882164,0.8805885534050052,-0.23070716033925054,-0.49470585900702035,0.6088703281676684,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.084365067274674,0.9943485299746195,1.084365067274674,0.11236812498258508,0.0,0.9943485299746195,0.10589206442236901,0.0,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.058667892995088,0.9148592233657837,1.058667892995088,0.10964959147183792,0.0,0.9148592233657837,0.09709342767794928,0.0,0.17792308004044521,0.6190598371743272,80.0,-0.49595316749686624,-1.7937252557193482,-0.49595316749686624,-1.7937252557193482,0.5682308278978484,0.5574394590303258,-1.3157577011962909,-1.7937252557193482,0.5682308278978484,0.5574394590303258,-1.3157577011962909,-1.7937252557193482,0.17792308004044521,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,1.0492192895516106,0.8535341878732046,1.0492192895516106,0.10851112105276274,0.0,0.8535341878732046,0.09027046983440717,0.0,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,1.049468579499618,0.8173216164112092,1.049468579499618,0.10834139617888824,0.0,0.8173216164112092,0.08622495606541633,0.0,0.3261376111350138,0.6698386685782369,80.0,-0.34901357070119976,-0.8300744749168008,-0.34901357070119976,-0.8300744749168008,-0.8300744749168008,0.48395964600397656,-0.3039792404012338,-0.745960213490741,-0.8300744749168008,0.48395964600397656,-0.3039792404012338,-0.745960213490741,0.3261376111350138,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,1.0115056970845098,0.808560711145401,1.0115056970845098,0.10458126081072766,0.0,0.808560711145401,0.08522531191507975,0.0,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.9958471357822418,0.8002680599689483,0.9958471357822418,0.1028390968947307,0.0,0.8002680599689483,0.0842804158727328,0.0,0.4403749563470688,0.7447267420410886,80.0,-0.22319166470926652,-1.2235312278245312,-0.22319166470926652,-1.2235312278245312,-1.2235312278245312,0.6994616527481031,-0.00040777817082093826,-0.3682893055898171,-1.2235312278245312,0.6994616527481031,-0.00040777817082093826,-0.3682893055898171,0.4403749563470688,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
